PRIMARY_KEY,INSEE,Household_type,JOB_42,Highest_degree,Studying,AGE_2019,act,sex,target,Working_hours,TYPE_OF_CONTRACT,company_category,Work_condition,ECO_SECT,job_desc,employee_count,Job_dep,remuneration,job_category,emp_type,sports
23274,31033,TYPEMR|4|3,csp_5_4,dip|1|5,False,39,ACT1.1,Female,E,1768.0,CDI,ct_8,C,MA,543g,tr_4,13,17345,O,EMP1.6,
23289,31037,TYPEMR|4|1,csp_3_8,dip|1|8,False,38,ACT1.1,Male,E,1736.0,CDI,ct_9,C,CL,383a,tr_6,31,38493,O,EMP1.6,
23290,31037,TYPEMR|3|2,csp_6_4,dip|1|5,False,49,ACT1.1,Male,E,1526.0,CDI,ct_9,C,HZ,642b,tr_4,31,16860,O,EMP1.6,
23294,31042,TYPEMR|4|2,csp_3_8,dip|1|8,False,50,ACT1.1,Male,E,2033.0,CDI,ct_9,C,HZ,387b,tr_2,31,36089,O,EMP1.6,CF-258
23303,31044,TYPEMR|4|1,csp_4_6,dip|1|4,False,61,ACT1.1,Female,E,1178.0,CDI,ct_4,P,SZ,461f,tr_4,31,18752,O,EMP1.6,
23304,31044,TYPEMR|4|1,csp_3_8,dip|1|8,False,40,ACT1.1,Male,E,1770.0,CDI,ct_9,C,JC,388d,tr_4,31,62061,O,EMP1.6,
23305,31044,TYPEMR|4|1,csp_3_4,dip|1|9,False,52,ACT1.1,Female,A,1820.0,CDI,ct_8,C,PZ,341a,tr_3,31,29998,O,EMP1.6,
23312,31044,TYPEMR|4|1,csp_5_3,dip|1|4,False,44,ACT1.1,Male,E,2094.0,CDI,ct_9,C,NZ,534a,tr_5,31,19173,O,EMP1.6,
23315,31044,TYPEMR|1|2,csp_4_6,dip|1|4,False,58,ACT1.1,Female,A,1820.0,CDI,ct_9,C,DZ,462e,tr_4,31,29796,O,EMP1.6,
23317,31044,TYPEMR|4|1,csp_6_7,dip|1|3,False,53,ACT1.1,Male,A,1603.0,CDI,ct_9,C,EZ,676e,tr_3,31,16101,O,EMP1.6,
23321,31044,TYPEMR|4|2,csp_3_7,dip|1|5,True,41,ACT1.1,Male,A,1642.0,CDI,ct_9,C,GZ,374d,tr_3,31,45205,O,EMP1.6,CF-123
23322,31044,TYPEMR|4|1,csp_4_8,dip|1|6,False,40,ACT1.1,Male,E,1821.0,CDI,ct_9,C,CE,484a,tr_5,65,53586,O,EMP1.6,
23329,31047,TYPEMR|1|2,csp_5_3,dip|1|3,False,27,ACT1.1,Female,A,1820.0,AUT,ct_1,C,OZ,531a,tr_6,31,25481,O,EMP1.5,
23332,31048,TYPEMR|4|1,csp_4_2,dip|1|4,False,41,ACT1.1,Female,E,1820.0,AUT,ct_1,C,PZ,422b,tr_5,31,34792,O,EMP1.5,CF-605
23344,31056,TYPEMR|4|1,csp_5_2,dip|1|6,False,49,ACT1.1,Male,E,1820.0,CDI,ct_1,C,PZ,524b,tr_6,31,17745,O,EMP1.6,CF-111
23353,31056,TYPEMR|4|1,csp_4_2,dip|1|7,False,35,ACT1.1,Female,E,491.0,CDI,ct_8,P,PZ,422c,tr_5,31,7700,O,EMP1.6,CF-410
23355,31057,TYPEMR|4|1,csp_4_8,dip|1|3,False,58,ACT1.1,Male,E,1778.0,CDI,ct_9,C,FZ,481a,tr_3,31,30502,O,EMP1.6,CF-402
23358,31058,TYPEMR|4|1,csp_5_6,dip|1|4,False,67,ACT1.1,Female,E,1494.0,AUT,ct_2,C,OZ,563a,tr_6,31,17107,O,EMP1.5,CF-402
23363,31065,TYPEMR|4|1,csp_3_4,dip|1|7,False,45,ACT1.1,Female,E,1588.0,CDI,ct_9,P,GZ,344d,tr_1,31,32056,O,EMP1.6,
23369,31066,TYPEMR|4|1,csp_3_3,dip|1|8,False,38,ACT1.1,Female,E,1820.0,CDI,ct_9,C,HZ,333c,tr_4,31,31625,O,EMP1.6,
23370,31066,TYPEMR|2|0,csp_3_5,dip|1|7,False,24,ACT1.1,Female,A,155.0,TTP,,C,RZ,354e,,81,2721,O,EMP1.5,
23375,31066,TYPEMR|4|1,csp_5_4,dip|1|3,False,57,ACT1.1,Female,A,620.0,CDI,ct_9,P,HZ,546b,tr_4,32,9121,O,EMP1.6,
23378,31069,TYPEMR|4|1,csp_6_7,dip|1|4,False,41,ACT1.1,Male,A,1550.0,CDD,ct_9,C,FZ,672a,tr_1,31,13510,O,EMP1.2,
23390,31069,TYPEMR|4|1,csp_4_7,dip|1|3,False,49,ACT1.1,Male,A,1576.0,CDI,ct_9,C,SZ,477c,tr_0,31,16777,O,EMP1.6,
23392,31069,TYPEMR|4|1,csp_3_8,dip|1|8,False,38,ACT1.1,Male,E,1906.0,CDI,ct_9,C,CL,383a,tr_6,31,49143,O,EMP1.6,
23394,31069,TYPEMR|4|1,csp_6_7,dip|1|5,False,50,ACT1.1,Female,E,1512.0,CDI,ct_9,C,CM,673c,tr_2,31,15382,O,EMP1.6,CF-242
23398,31069,TYPEMR|4|1,csp_4_5,dip|1|5,False,32,ACT1.1,Female,E,1815.0,CDI,ct_9,C,HZ,451a,tr_4,31,21198,O,EMP1.6,
23402,31069,TYPEMR|3|2,csp_3_7,dip|1|7,False,56,ACT1.1,Female,A,1729.0,CDI,ct_9,C,CI,373a,tr_6,31,45831,O,EMP1.6,CF-402
23403,31069,TYPEMR|3|2,csp_4_3,dip|1|7,False,60,ACT1.1,Female,A,1734.0,CDI,ct_8,C,QB,434c,tr_4,09,25256,O,EMP1.6,CF-402
23409,31069,TYPEMR|4|1,csp_6_7,dip|3,False,37,ACT1.1,Male,E,2034.0,CDI,ct_9,C,HZ,676c,tr_4,31,25227,O,EMP1.6,
23417,31069,TYPEMR|3|2,csp_3_7,dip|1|8,False,44,ACT1.1,Female,A,1820.0,CDI,ct_9,C,FZ,372c,tr_6,31,52860,O,EMP1.6,
23428,31079,TYPEMR|3|2,csp_6_2,dip|1|5,False,30,ACT1.1,Male,A,960.0,CDI,ct_9,N,FZ,621a,tr_0,31,8772,O,EMP1.6,CF-111
23429,31079,TYPEMR|4|2,csp_6_3,dip|1|3,False,30,ACT1.1,Male,E,372.0,CDI,ct_9,C,IZ,636d,tr_1,31,4064,O,EMP1.6,
23430,31079,TYPEMR|4|1,csp_4_6,dip|1|8,False,29,ACT1.1,Female,E,1808.0,CDI,ct_9,C,GZ,462c,tr_6,31,18163,O,EMP1.6,
23433,31079,TYPEMR|4|1,csp_4_2,dip|1|3,False,42,ACT1.1,Female,E,2383.0,CDI,ct_8,C,PZ,421b,tr_1,31,39215,O,EMP1.6,
23434,31079,TYPEMR|1|1,csp_5_2,dip|1|7,False,31,ACT1.1,Male,A,1856.0,CDI,ct_9,C,QA,525d,tr_6,31,19659,O,EMP1.6,
23438,31082,TYPEMR|1|2,csp_4_7,dip|1|8,False,27,ACT1.1,Female,A,1470.0,TTP,ct_9,C,NZ,475a,tr_2,31,17788,O,EMP1.5,
23440,31082,TYPEMR|2|0,csp_6_3,dip|1|3,False,56,ACT1.1,Male,A,211.0,CDI,,C,KZ,632k,,31,1607,O,EMP1.6,
23444,31088,TYPEMR|4|1,csp_4_7,dip|1|7,False,46,ACT1.1,Male,A,1741.0,CDI,ct_9,C,CI,473b,tr_6,31,36328,O,EMP1.6,
23454,31094,TYPEMR|1|2,csp_5_2,dip|1|5,False,28,ACT1.1,Female,A,1340.0,CDI,ct_9,C,QB,525d,tr_4,31,7992,O,EMP1.6,CF-109
23457,31094,TYPEMR|4|1,csp_3_8,dip|1|3,False,58,ACT1.1,Male,E,1820.0,CDI,ct_9,C,GZ,387c,tr_6,09,44093,O,EMP1.6,
23460,31100,TYPEMR|3|2,csp_6_3,dip|1|3,False,31,ACT1.1,Male,A,1642.0,CDI,ct_9,C,FZ,632e,tr_3,31,16241,O,EMP1.6,
23465,31106,TYPEMR|1|2,csp_5_6,dip|1|3,False,33,ACT1.1,Female,A,145.0,CDI,,C,IZ,561c,,31,3198,O,EMP1.6,
23469,31107,TYPEMR|4|1,csp_3_8,dip|1|8,False,47,ACT1.1,Male,A,1820.0,CDI,ct_9,C,CI,388a,tr_6,31,47194,O,EMP1.6,
23471,31107,TYPEMR|1|1,csp_4_7,dip|1|6,False,42,ACT1.1,Male,A,1820.0,CDI,ct_2,C,EZ,472d,tr_2,09,29944,O,EMP1.6,
23485,31109,TYPEMR|4|1,csp_5_2,dip|2,False,49,ACT1.1,Female,E,1877.0,AUT,ct_3,C,QB,525d,tr_3,31,22450,O,EMP1.5,
23487,31113,TYPEMR|1|1,csp_6_3,dip|2,False,44,ACT1.1,Male,A,1806.0,TTP,ct_9,C,NZ,632d,tr_1,31,27864,O,EMP1.2,
23490,31113,TYPEMR|3|2,csp_5_6,dip|1|5,False,53,ACT1.1,Female,A,3000.0,CDI,ct_7,N,QB,563a,tr_1,31,22043,O,EMP1.6,
23492,31113,TYPEMR|4|2,csp_5_3,dip|1|3,False,53,ACT1.1,Male,A,1785.0,CDI,ct_9,C,NZ,534a,tr_6,31,18063,O,EMP1.6,
23500,31113,TYPEMR|4|2,csp_4_7,dip|1|3,False,39,ACT1.1,Male,A,1704.0,CDI,ct_9,C,CL,474c,tr_6,31,42940,O,EMP1.6,
23505,31113,TYPEMR|4|1,csp_4_8,dip|1|3,False,49,ACT1.1,Male,A,416.0,CDI,ct_9,C,FZ,484b,tr_2,31,6458,O,EMP1.6,
23513,31116,TYPEMR|4|1,csp_5_6,dip|1|6,False,53,ACT1.1,Female,A,676.0,CDI,,C,TZ,563c,,31,8738,O,EMP1.6,
23516,31116,TYPEMR|4|3,csp_4_3,dip|1|6,False,53,ACT1.1,Female,A,1820.0,AUT,ct_2,C,OZ,434d,tr_6,31,32994,O,EMP1.2,
23520,31116,TYPEMR|4|2,csp_6_3,dip|2,False,52,ACT1.1,Male,A,1745.0,AUT,ct_3,C,QA,632k,tr_5,31,17502,O,EMP1.2,
23522,31116,TYPEMR|1|2,csp_3_7,dip|1|8,False,34,ACT1.1,Female,E,1820.0,CDI,ct_8,C,QB,373d,tr_4,31,33009,O,EMP1.6,CF-134
23523,31116,TYPEMR|4|1,csp_4_2,dip|1|7,False,34,ACT1.1,Female,E,1542.0,CDI,ct_9,C,RZ,424a,tr_1,31,17253,O,EMP1.6,CF-410
23525,31116,TYPEMR|4|1,csp_5_6,dip|1|4,False,36,ACT1.1,Female,A,382.0,CDI,ct_7,N,TZ,563a,tr_0,31,3612,O,EMP1.6,
23531,31118,TYPEMR|4|1,csp_3_7,dip|1|8,False,45,ACT1.1,Male,A,1771.0,CDI,ct_9,C,JB,374c,tr_6,31,69431,O,EMP1.6,
23535,31118,TYPEMR|4|1,csp_4_6,dip|1|3,False,49,ACT1.1,Female,E,1505.0,CDI,ct_9,P,MA,461c,tr_1,31,23491,O,EMP1.6,
23537,31118,TYPEMR|4|1,csp_4_8,dip|1|3,False,62,ACT1.1,Male,E,1820.0,CDI,ct_9,C,HZ,487a,tr_5,31,20279,O,EMP1.6,
23540,31135,TYPEMR|4|1,csp_6_4,dip|1|3,False,57,ACT1.1,Male,E,2082.0,CDI,ct_9,C,HZ,641a,tr_6,56,18232,O,EMP1.6,
23542,31135,TYPEMR|4|1,csp_4_6,dip|1|8,False,55,ACT1.1,Female,A,1132.0,CDI,ct_9,C,HZ,466c,tr_5,31,12013,O,EMP1.6,
23546,31135,TYPEMR|2|0,csp_6_7,dip|1|5,True,28,ACT1.1,Male,A,301.0,CDD,ct_9,C,HZ,676b,tr_5,92,4095,O,EMP1.2,
23553,31143,TYPEMR|4|1,csp_6_8,dip|2,False,34,ACT1.1,Female,A,648.0,CDD,ct_9,C,NZ,684a,tr_5,31,5013,O,EMP1.5,
23557,31145,TYPEMR|4|1,csp_6_3,dip|1|3,False,51,ACT1.1,Male,E,2028.0,CDI,ct_9,C,GZ,636a,tr_2,31,29365,O,EMP1.6,CF-123
23558,31145,TYPEMR|4|1,csp_4_8,dip|1|7,False,34,ACT1.1,Male,E,1902.0,CDI,ct_9,C,NZ,487b,tr_0,31,44708,O,EMP1.6,
23561,31148,TYPEMR|4|1,csp_4_2,dip|1|4,False,64,ACT1.1,Female,E,633.0,CDI,ct_9,C,MA,425a,tr_5,31,15030,O,EMP1.6,CF-413
23574,31149,TYPEMR|1|2,csp_5_2,dip|1|4,False,48,ACT1.1,Female,A,542.0,CDI,ct_2,P,OZ,524c,tr_5,31,5684,O,EMP1.6,
23575,31149,TYPEMR|4|1,csp_3_8,dip|1|8,False,42,ACT1.1,Female,A,1818.0,CDI,ct_9,C,CM,383b,tr_2,31,24191,O,EMP1.6,
23577,31149,TYPEMR|1|1,csp_6_2,dip|1|3,True,20,ACT1.1,Male,A,1155.0,APP,ct_2,C,OZ,621f,tr_3,31,9821,A,EMP1.1,
23585,31149,TYPEMR|4|1,csp_3_8,dip|1|8,False,53,ACT1.1,Male,E,1714.0,CDI,ct_9,C,MA,387f,tr_5,31,43841,O,EMP1.6,
23587,31149,TYPEMR|4|1,csp_4_3,dip|1|5,False,43,ACT1.1,Female,A,1144.0,CDI,ct_8,C,QB,434g,tr_3,31,12340,O,EMP1.6,
23589,31149,TYPEMR|4|1,csp_5_4,dip|1|7,False,46,ACT1.1,Female,A,1071.0,CDI,ct_9,N,HZ,546d,tr_6,93,19907,O,EMP1.6,
23590,31149,TYPEMR|4|4,csp_4_3,dip|1|3,False,29,ACT1.1,Male,A,763.0,AUT,ct_8,C,QA,434b,tr_0,31,2641,X,EMP1.5,
23593,31149,TYPEMR|3|2,csp_6_8,dip|1|3,False,30,ACT1.1,Male,A,1819.0,CDI,ct_9,C,NZ,684a,tr_6,31,21487,O,EMP1.6,
23597,31149,TYPEMR|1|2,csp_4_2,dip|1|7,False,49,ACT1.1,Female,A,1517.0,CDI,ct_8,C,PZ,422c,tr_3,31,21207,O,EMP1.6,
23602,31149,TYPEMR|4|1,csp_4_3,dip|1|3,False,56,ACT1.1,Male,A,1820.0,CDI,ct_8,C,QB,434d,tr_4,31,18144,O,EMP1.6,
23605,31149,TYPEMR|1|1,csp_3_7,dip|1|8,False,59,ACT1.1,Male,E,2182.0,CDI,ct_9,C,GZ,374d,tr_0,31,30587,O,EMP1.6,
23615,31149,TYPEMR|4|3,csp_5_5,dip|1|3,False,39,ACT1.1,Female,A,2033.0,CDI,ct_9,C,GZ,556a,tr_2,31,31564,O,EMP1.6,
23632,31151,TYPEMR|4|1,csp_4_5,dip|1|3,False,53,ACT1.1,Female,E,1820.0,CDI,ct_2,C,OZ,451g,tr_6,31,28403,O,EMP1.6,
23634,31155,TYPEMR|4|1,csp_6_2,dip|1|6,False,47,ACT1.1,Male,E,1529.0,CDI,ct_9,C,CM,628a,tr_2,31,16686,O,EMP1.6,
23636,31157,TYPEMR|4|1,csp_3_8,dip|1|3,False,34,ACT1.1,Male,A,1717.0,CDI,ct_9,C,CL,383a,tr_6,31,31259,O,EMP1.6,
23637,31157,TYPEMR|4|1,csp_3_8,dip|1|8,False,35,ACT1.1,Male,E,1253.0,CDI,ct_9,C,MA,388a,tr_6,31,22643,O,EMP1.6,
23643,31157,TYPEMR|4|3,csp_3_4,dip|1|6,False,55,ACT1.1,Female,E,1820.0,CDI,ct_8,C,PZ,341a,tr_3,31,30295,O,EMP1.6,
23645,31157,TYPEMR|3|2,csp_5_4,dip|1|8,False,47,ACT1.1,Female,A,1820.0,CDI,ct_9,C,NZ,542a,tr_6,31,24937,O,EMP1.6,
23651,31157,TYPEMR|4|1,csp_4_7,dip|1|3,False,53,ACT1.1,Male,E,1505.0,CDI,ct_9,C,CL,477b,tr_5,31,17153,O,EMP1.6,
23653,31157,TYPEMR|1|1,csp_4_2,dip|1|8,False,33,ACT1.1,Male,A,1199.0,CDD,ct_2,P,OZ,423b,tr_5,82,14676,O,EMP1.5,
23662,31157,TYPEMR|4|1,csp_6_2,dip|1|3,True,19,ACT1.1,Male,E,1596.0,APP,ct_9,C,FZ,621d,tr_3,31,11299,A,EMP1.1,CF-604
23668,31160,TYPEMR|4|1,csp_4_6,dip|1|6,False,26,ACT1.1,Female,E,1820.0,CDI,ct_9,C,FZ,462d,tr_4,31,24474,O,EMP1.6,
23670,31160,TYPEMR|4|2,csp_4_5,dip|1|6,False,44,ACT1.1,Male,E,1829.0,CDI,ct_9,C,HZ,451a,tr_6,31,21811,O,EMP1.6,CF-111
23680,31163,TYPEMR|1|1,csp_6_2,dip|1|3,False,55,ACT1.1,Male,E,1596.0,CDI,ct_9,C,FZ,621b,tr_3,31,23746,O,EMP1.6,CF-219
23690,31165,TYPEMR|4|1,csp_5_5,dip|1|3,False,61,ACT1.1,Female,A,726.0,CDI,ct_9,P,GZ,552a,tr_6,31,6360,O,EMP1.6,
23694,31167,TYPEMR|4|1,csp_4_3,dip|1|6,False,47,ACT1.1,Female,E,1612.0,CDI,ct_8,C,QB,434d,tr_1,31,21091,O,EMP1.6,
23705,31179,TYPEMR|4|1,csp_4_8,dip|1|5,False,30,ACT1.1,Female,E,1804.0,CDI,ct_9,C,MA,484a,tr_4,31,20518,O,EMP1.6,
23715,31182,TYPEMR|4|1,csp_6_7,dip|1|4,False,59,ACT1.1,Female,E,805.0,CDI,ct_9,P,GZ,676c,tr_5,31,8100,O,EMP1.6,
23716,31182,TYPEMR|4|1,csp_5_4,dip|1|6,False,54,ACT1.1,Female,A,2013.0,CDI,ct_9,C,KZ,543c,tr_2,31,21886,O,EMP1.6,
23722,31185,TYPEMR|4|1,csp_4_3,dip|1|5,False,50,ACT1.1,Female,E,1841.0,CDI,ct_9,C,GZ,433d,tr_1,31,25783,O,EMP1.6,
23728,31186,TYPEMR|4|1,csp_4_3,dip|1|7,False,25,ACT1.1,Male,A,1466.0,CDD,ct_8,C,QB,434d,tr_4,31,19926,O,EMP1.5,
23730,31187,TYPEMR|4|1,csp_4_6,dip|1|3,False,35,ACT1.1,Male,E,1820.0,CDI,ct_9,C,GZ,463c,tr_5,32,31601,O,EMP1.6,
23737,31187,TYPEMR|1|2,csp_4_2,dip|1|7,False,52,ACT1.1,Female,E,1565.0,CDI,ct_8,P,PZ,422b,tr_5,31,28668,O,EMP1.6,
23740,31187,TYPEMR|3|2,csp_4_3,dip|1|6,False,35,ACT1.1,Female,E,1732.0,CDI,ct_9,C,GZ,433d,tr_1,31,20338,O,EMP1.6,
23749,31188,TYPEMR|1|1,csp_3_8,dip|1|7,True,26,ACT1.1,Male,E,1252.0,APP,ct_9,C,CL,384a,tr_6,31,17973,A,EMP1.1,
23751,31188,TYPEMR|4|1,csp_3_8,dip|1|7,False,54,ACT1.1,Male,E,1802.0,CDI,ct_9,C,CC,386e,tr_5,31,50161,O,EMP1.6,
23763,31202,TYPEMR|1|1,csp_6_2,dip|1|3,False,61,ACT1.1,Male,E,876.0,CDI,ct_9,C,CC,627d,tr_5,31,8597,O,EMP1.6,
23765,31203,TYPEMR|4|3,csp_3_7,dip|1|7,False,45,ACT1.1,Female,E,1655.0,CDI,ct_9,C,GZ,373c,tr_3,31,35272,O,EMP1.6,
23766,31203,TYPEMR|3|2,csp_5_6,dip|1|6,False,22,ACT1.1,Male,A,154.0,AUT,,C,IZ,561c,,31,1927,O,EMP1.5,
23778,31203,TYPEMR|4|2,csp_6_3,dip|1|3,False,50,ACT1.1,Male,E,1557.0,CDI,ct_9,C,FZ,632g,tr_1,45,12970,O,EMP1.6,
23788,31206,TYPEMR|4|1,csp_3_3,dip|1|6,False,58,ACT1.1,Female,E,1880.0,CDI,ct_9,C,CM,333f,tr_4,31,32750,O,EMP1.6,
23791,31206,TYPEMR|1|1,csp_6_7,dip|1|6,False,26,ACT1.1,Male,E,762.0,TTP,ct_9,N,NZ,676c,tr_3,75,8386,O,EMP1.2,
23803,31224,TYPEMR|4|1,csp_5_5,dip|1|6,False,43,ACT1.1,Male,E,1271.0,CDI,ct_9,C,GZ,554a,tr_1,31,16456,O,EMP1.6,CF-135
23807,31224,TYPEMR|1|1,csp_4_7,dip|1|4,False,21,ACT1.1,Male,A,820.0,CDI,ct_9,C,CK,474c,tr_2,31,14826,O,EMP1.6,CF-127
23813,31230,TYPEMR|4|1,csp_4_7,dip|1|6,False,40,ACT1.1,Male,E,1874.0,CDI,ct_9,C,DZ,477c,tr_4,31,41720,O,EMP1.6,
23818,31231,TYPEMR|4|1,csp_3_8,dip|1|8,False,41,ACT1.1,Male,E,1526.0,CDI,ct_9,C,CJ,387a,tr_6,31,45279,O,EMP1.6,CF-111
23821,31232,TYPEMR|4|1,csp_4_6,dip|1|6,False,58,ACT1.1,Male,A,1137.0,CDI,ct_9,C,HZ,466a,tr_6,31,23345,O,EMP1.6,
23822,31232,TYPEMR|4|1,csp_4_6,dip|1|4,False,58,ACT1.1,Female,E,1248.0,CDI,ct_9,P,MB,461c,tr_5,31,17608,O,EMP1.6,
23824,31232,TYPEMR|3|2,csp_5_2,dip|1|3,False,37,ACT1.1,Female,A,1843.0,CDI,ct_8,C,QB,526d,tr_3,32,20383,O,EMP1.6,
23835,31232,TYPEMR|1|2,csp_5_2,dip|1|3,False,62,ACT1.1,Female,A,355.0,CDI,ct_9,P,QA,526b,tr_3,31,20184,O,EMP1.6,
23841,31232,TYPEMR|1|2,csp_5_5,dip|1|5,False,22,ACT1.1,Female,A,1318.0,CDD,ct_9,P,GZ,554e,tr_1,31,13190,O,EMP1.5,CF-402
23844,31234,TYPEMR|4|3,csp_4_6,dip|1|6,False,39,ACT1.1,Female,E,1498.0,CDI,ct_9,C,GZ,463e,tr_4,31,23503,O,EMP1.6,CF-101
23850,31244,TYPEMR|1|2,csp_5_5,dip|1|4,False,28,ACT1.1,Female,A,1595.0,CDI,ct_9,P,GZ,554a,tr_5,31,16609,O,EMP1.6,
23862,31248,TYPEMR|3|2,csp_4_5,dip|1|5,False,47,ACT1.1,Female,A,1837.0,CDI,ct_9,C,HZ,451a,tr_3,31,24198,O,EMP1.6,
23863,31248,TYPEMR|4|1,csp_3_3,dip|1|8,False,52,ACT1.1,Male,E,1914.0,CDI,ct_9,C,HZ,333c,tr_4,31,26896,O,EMP1.6,
23875,31250,TYPEMR|2|0,csp_5_3,dip|1|3,False,40,ACT1.1,Male,A,1837.0,CDI,ct_8,C,SZ,534a,tr_6,31,20080,O,EMP1.6,
23877,31252,TYPEMR|1|2,csp_4_5,dip|1|3,False,62,ACT1.1,Female,A,1825.0,CDI,ct_9,C,HZ,451a,tr_5,31,21674,O,EMP1.6,CF-404
23880,31253,TYPEMR|4|2,csp_5_2,dip|1|1,False,66,ACT1.1,Male,A,158.0,CDI,,C,PZ,524b,,31,2272,O,EMP1.6,
23885,31254,TYPEMR|4|1,csp_5_4,dip|1|7,False,59,ACT1.1,Female,E,1820.0,CDI,ct_9,C,LZ,543g,tr_3,31,23425,O,EMP1.6,
23887,31254,TYPEMR|4|1,csp_4_7,dip|1|4,False,27,ACT1.1,Male,E,1743.0,CDI,ct_9,C,MA,474c,tr_3,31,21437,O,EMP1.6,
23890,31254,TYPEMR|4|1,csp_3_8,dip|1|8,False,26,ACT1.1,Male,E,1913.0,CDI,ct_9,C,MA,388a,tr_6,31,19203,O,EMP1.6,
23893,31259,TYPEMR|4|1,csp_5_4,dip|1|7,False,32,ACT1.1,Female,A,719.0,CDI,ct_9,C,KZ,545c,tr_3,31,9073,O,EMP1.6,
23895,31261,TYPEMR|4|1,csp_5_6,dip|1|4,False,26,ACT1.1,Female,E,1634.0,CDI,ct_6,C,SZ,562b,tr_1,31,17564,O,EMP1.6,
23896,31263,TYPEMR|4|3,csp_5_5,dip|1|2,False,30,ACT1.1,Female,A,1620.0,CDI,ct_9,C,GZ,552a,tr_6,31,17721,O,EMP1.6,
23898,31263,TYPEMR|1|2,csp_5_2,dip|1|6,False,52,ACT1.1,Female,A,1439.0,CDI,ct_9,C,QB,526c,tr_2,31,12233,O,EMP1.6,CF-103
23899,31263,TYPEMR|1|1,csp_3_8,dip|1|8,False,31,ACT1.1,Male,E,1878.0,CDI,ct_9,C,MA,384a,tr_6,31,31662,O,EMP1.6,
23918,31277,TYPEMR|4|1,csp_3_8,dip|1|8,False,57,ACT1.1,Male,E,1701.0,CDI,ct_9,C,GZ,383c,tr_3,31,52085,O,EMP1.6,
23922,31282,TYPEMR|4|1,csp_6_2,dip|1|5,False,34,ACT1.1,Male,E,1797.0,CDI,ct_9,C,CL,623a,tr_4,31,17359,O,EMP1.6,
23926,31282,TYPEMR|4|1,csp_4_7,dip|1|6,False,35,ACT1.1,Male,E,1820.0,CDI,ct_5,C,HZ,477b,tr_6,31,39159,O,EMP1.6,
23927,31282,TYPEMR|4|1,csp_4_3,dip|1|7,False,53,ACT1.1,Female,E,1524.0,CDI,ct_9,C,QB,434g,tr_2,31,15793,O,EMP1.6,
23934,31282,TYPEMR|1|2,csp_5_4,dip|1|6,False,23,ACT1.1,Female,A,1455.0,CDI,ct_9,C,NZ,541b,tr_2,31,15025,O,EMP1.6,
23938,31284,TYPEMR|3|2,csp_6_3,dip|1|3,False,42,ACT1.1,Male,A,567.0,CDI,ct_9,P,GZ,634c,tr_1,31,5662,O,EMP1.6,
23944,31287,TYPEMR|4|1,csp_4_2,dip|1|8,True,27,ACT1.1,Female,A,1853.0,CDI,ct_8,C,PZ,421b,tr_2,81,22732,O,EMP1.6,
23951,31291,TYPEMR|4|1,csp_5_5,dip|1|8,False,42,ACT1.1,Female,A,2368.0,CDI,ct_9,P,GZ,552a,tr_6,31,27084,O,EMP1.6,
23952,31291,TYPEMR|1|1,csp_3_7,dip|1|8,False,34,ACT1.1,Male,E,1218.0,CDI,ct_9,C,MC,372a,tr_2,31,21634,O,EMP1.6,
23959,31293,TYPEMR|4|1,csp_3_7,dip|1|8,False,38,ACT1.1,Male,E,1935.0,CDI,ct_9,C,LZ,376g,tr_0,31,37863,O,EMP1.6,
23966,31293,TYPEMR|4|1,csp_4_7,dip|1|3,False,37,ACT1.1,Male,A,1570.0,CDI,ct_9,C,CC,476a,tr_1,31,15661,O,EMP1.6,CF-111
23974,31302,TYPEMR|4|1,csp_4_6,dip|1|3,False,37,ACT1.1,Male,E,1820.0,CDI,ct_9,C,GZ,462a,tr_2,31,36214,O,EMP1.6,
23978,31303,TYPEMR|4|1,csp_5_6,dip|1|7,False,28,ACT1.1,Male,A,965.0,CDI,ct_9,C,IZ,561b,tr_3,31,13162,O,EMP1.6,CF-213
23979,31303,TYPEMR|1|2,csp_3_4,dip|1|4,False,59,ACT1.1,Female,E,1820.0,CDI,ct_8,C,PZ,341a,tr_3,31,41473,O,EMP1.6,
23985,31320,TYPEMR|4|1,csp_3_8,dip|1|8,False,33,ACT1.1,Male,E,1924.0,CDI,ct_9,C,MA,388a,tr_5,31,21656,O,EMP1.6,
23990,31324,TYPEMR|4|1,csp_3_3,dip|1|7,False,62,ACT1.1,Male,E,1820.0,CDI,ct_2,C,PZ,333f,tr_6,75,54876,O,EMP1.6,
23999,31338,TYPEMR|3|1,csp_5_6,dip|1|5,False,39,ACT1.1,Male,A,198.0,CDI,ct_9,C,IZ,561d,tr_3,31,3985,O,EMP1.6,CF-105
24005,31341,TYPEMR|1|1,csp_3_8,dip|1|8,False,39,ACT1.1,Male,E,1913.0,CDI,ct_9,C,MA,388a,tr_6,31,37272,O,EMP1.6,
24009,31344,TYPEMR|3|2,csp_3_8,dip|1|8,False,59,ACT1.1,Female,E,1820.0,CDI,ct_5,C,MB,383a,tr_6,31,65821,O,EMP1.6,
24011,31345,TYPEMR|4|1,csp_3_8,dip|1|8,False,47,ACT1.1,Male,E,1858.0,CDI,ct_9,C,QB,387e,tr_4,31,28243,O,EMP1.6,
24015,31345,TYPEMR|4|1,csp_3_8,dip|1|8,False,38,ACT1.1,Male,E,1726.0,CDI,ct_9,C,CL,384b,tr_2,31,30824,O,EMP1.6,
