PRIMARY_KEY,INSEE,Household_type,JOB_42,Highest_degree,Studying,AGE_2019,act,sex,target,Nom de la commune,town_type,DEP,community_size,dep_median_inc,sports,Code,Categorie,Nom fédération,Nom catégorie
13742,19011,TYPEMR|3|1,csp_4_5,dip|1|2,False,59,ACT1.1,Female,A,Arnac-Pompadour,Commune simple,19,1148,22140,CF-407,CF-407,4.0,Fédération nationale du sport en milieu rural,Fédération multisports affinitaire
13748,19019,TYPEMR|4|1,csp_5_2,dip|3,False,47,ACT1.1,Male,E,Beaulieu-sur-Dordogne,Chef-lieu canton,19,1304,22140,,,,,
13750,19023,TYPEMR|4|3,csp_7_2,dip|1|3,False,68,ACT2.1,Male,E,Beynat,Chef-lieu canton,19,1270,22140,CF-242,CF-242,2.0,Fédération Française de pétanque et jeu provençal,Fédération unisport non olympique
13758,19028,TYPEMR|1|1,csp_3_5,dip|1|3,False,65,ACT1.1,Male,A,Bort-les-Orgues,Chef-lieu canton,19,2748,22140,,,,,
13759,19028,TYPEMR|3|2,csp_4_5,dip|1|7,False,37,ACT1.1,Female,E,Bort-les-Orgues,Chef-lieu canton,19,2748,22140,,,,,
13763,19030,TYPEMR|3|2,csp_8_4,dip|3,True,16,ACT2.2,Female,A,Brignac-la-Plaine,Commune simple,19,979,22140,CF-604,CF-604,6.0,Union nationale du sport scolaire (UNSS),Fédération multisports scolaire ou universitaire
13772,19031,TYPEMR|3|2,csp_8_4,dip|1|2,True,19,ACT2.2,Male,A,Brive-la-Gaillarde,Sous-préfecture,19,47615,22140,CF-111,CF-111,1.0,Fédération Française de football,Fédération unisport olympique
13775,19031,TYPEMR|1|2,csp_7_1,dip|2,False,77,ACT2.1,Female,A,Brive-la-Gaillarde,Sous-préfecture,19,47615,22140,,,,,
13778,19031,TYPEMR|4|1,csp_6_4,dip|1|3,False,63,ACT1.1,Male,A,Brive-la-Gaillarde,Sous-préfecture,19,47615,22140,,,,,
13782,19031,TYPEMR|1|2,csp_8_4,dip|1|6,True,26,ACT2.2,Female,A,Brive-la-Gaillarde,Sous-préfecture,19,47615,22140,,,,,
13792,19031,TYPEMR|4|2,csp_8_5,dip|1,False,25,ACT2.5,Female,A,Brive-la-Gaillarde,Sous-préfecture,19,47615,22140,,,,,
13795,19031,TYPEMR|4|3,csp_4_2,dip|1|4,False,65,ACT1.1,Female,E,Brive-la-Gaillarde,Sous-préfecture,19,47615,22140,,,,,
13796,19031,TYPEMR|4|1,csp_6_7,dip|1|6,False,31,ACT1.1,Female,A,Brive-la-Gaillarde,Sous-préfecture,19,47615,22140,,,,,
13799,19031,TYPEMR|4|3,csp_6_9,dip|1|6,False,23,ACT1.2,Male,A,Brive-la-Gaillarde,Sous-préfecture,19,47615,22140,,,,,
13801,19031,TYPEMR|4|1,csp_6_8,dip|1|5,False,43,ACT1.1,Male,E,Brive-la-Gaillarde,Sous-préfecture,19,47615,22140,CF-250,CF-250,2.0,Fédération Française de ski nautique,Fédération unisport non olympique
13803,19031,TYPEMR|3|2,csp_6_7,dip|2,False,44,ACT1.2,Female,A,Brive-la-Gaillarde,Sous-préfecture,19,47615,22140,,,,,
13809,19031,TYPEMR|3|2,csp_8_5,dip|3,False,59,ACT2.5,Female,E,Brive-la-Gaillarde,Sous-préfecture,19,47615,22140,,,,,
13816,19031,TYPEMR|4|1,csp_2_1,dip|1|3,False,56,ACT1.1,Male,A,Brive-la-Gaillarde,Sous-préfecture,19,47615,22140,,,,,
13819,19031,TYPEMR|3|2,csp_8_4,dip|3,True,18,ACT2.2,Male,E,Brive-la-Gaillarde,Sous-préfecture,19,47615,22140,CF-604,CF-604,6.0,Union nationale du sport scolaire (UNSS),Fédération multisports scolaire ou universitaire
13836,19031,TYPEMR|4|2,csp_5_4,dip|1|3,False,46,ACT1.2,Female,A,Brive-la-Gaillarde,Sous-préfecture,19,47615,22140,,,,,
13845,19036,TYPEMR|1|2,csp_6_4,dip|1|5,False,27,ACT1.1,Female,E,Chamberet,Commune simple,19,1403,22140,,,,,
13847,19036,TYPEMR|2|0,csp_8_5,dip|1|7,False,33,ACT2.4,Female,E,Chamberet,Commune simple,19,1403,22140,,,,,
13858,19050,TYPEMR|4|2,csp_1_3,dip|1|1,False,73,ACT1.1,Male,E,Chauffour-sur-Vell,Commune simple,19,421,22140,,,,,
13860,19054,TYPEMR|1|2,csp_5_5,dip|1|7,False,23,ACT1.2,Female,A,Chenailler-Mascheix,Commune simple,19,213,22140,CF-111,CF-111,1.0,Fédération Française de football,Fédération unisport olympique
13864,19061,TYPEMR|4|2,csp_3_5,dip|1|4,False,42,ACT1.1,Male,E,Cornil,Commune simple,19,1320,22140,,,,,
13868,19062,TYPEMR|1|2,csp_8_5,dip|1|4,False,54,ACT2.5,Female,E,Corrèze,Chef-lieu canton,19,1188,22140,,,,,
13875,19066,TYPEMR|4|2,csp_3_8,dip|1|8,False,38,ACT1.2,Female,A,Cublac,Commune simple,19,1772,22140,,,,,
13876,19066,TYPEMR|3|2,csp_8_4,dip|3,True,18,ACT2.2,Male,E,Cublac,Commune simple,19,1772,22140,,,,,
13880,19072,TYPEMR|3|2,csp_1_1,dip|1|3,False,56,ACT1.1,Male,A,Donzenac,Chef-lieu canton,19,2750,22140,,,,,
13897,19080,TYPEMR|1|1,csp_7_2,dip|1|3,False,69,ACT2.1,Male,E,Eygurande,Chef-lieu canton,19,700,22140,,,,,
13903,19085,TYPEMR|1|2,csp_5_2,dip|1|6,False,47,ACT1.1,Female,A,Gimel-les-Cascades,Commune simple,19,805,22140,,,,,
13909,19094,TYPEMR|4|4,csp_7_2,dip|1|4,False,96,ACT2.1,Male,E,Juillac,Chef-lieu canton,19,1140,22140,,,,,
13910,19094,TYPEMR|4|1,csp_1_1,dip|1|3,False,56,ACT1.1,Female,A,Juillac,Chef-lieu canton,19,1140,22140,,,,,
13917,19104,TYPEMR|4|1,csp_3_4,dip|1|7,False,62,ACT1.1,Male,E,Lamongerie,Commune simple,19,116,22140,,,,,
13921,19111,TYPEMR|4|2,csp_8_5,dip|1|3,False,34,ACT2.5,Female,A,Laval-sur-Luzège,Commune simple,19,99,22140,CF-605,CF-605,6.0,Union sportive de l'enseignement du premier degré,Fédération multisports scolaire ou universitaire
13923,19113,TYPEMR|4|1,csp_2_1,dip|1|3,False,56,ACT1.1,Male,A,Liginiac,Commune simple,19,682,22140,CF-111,CF-111,1.0,Fédération Française de football,Fédération unisport olympique
13936,19123,TYPEMR|4|1,csp_4_2,dip|1|4,False,51,ACT1.1,Female,E,Malemort,Chef-lieu canton,19,8149,22140,,,,,
13938,19123,TYPEMR|4|3,csp_8_4,dip|1|6,True,25,ACT2.2,Female,E,Malemort,Chef-lieu canton,19,8149,22140,,,,,
13939,19123,TYPEMR|1|1,csp_3_4,dip|1|7,False,49,ACT1.1,Male,A,Malemort,Chef-lieu canton,19,8149,22140,CF-261,CF-261,2.0,"Fédération française de kick boxing, muay thaï et disciplines associées",Fédération unisport non olympique
13941,19123,TYPEMR|1|2,csp_8_4,dip|3,True,22,ACT2.2,Female,A,Malemort,Chef-lieu canton,19,8149,22140,,,,,
13942,19123,TYPEMR|4|4,csp_8_5,dip|1|8,False,38,ACT2.5,Male,E,Malemort,Chef-lieu canton,19,8149,22140,,,,,
13944,19124,TYPEMR|4|4,csp_7_1,dip|1|3,False,78,ACT2.1,Female,A,Mansac,Commune simple,19,1471,22140,,,,,
13946,19124,TYPEMR|1|1,csp_7_1,dip|1|1,False,77,ACT2.1,Male,E,Mansac,Commune simple,19,1471,22140,CF-245,CF-245,2.0,Fédération Française de la randonnée pédestre,Fédération unisport non olympique
13965,19145,TYPEMR|4|2,csp_2_1,dip|1|5,False,59,ACT1.1,Male,A,Moustier-Ventadour,Commune simple,19,522,22140,,,,,
13966,19146,TYPEMR|4|4,csp_8_6,dip|3,False,61,ACT2.4,Female,A,Naves,Chef-lieu canton,19,2549,22140,CF-402,CF-402,4.0,Fédération Française d'éducation physique et de gymnastique volontaire,Fédération multisports affinitaire
13967,19146,TYPEMR|4|1,csp_2_1,dip|1|4,False,35,ACT1.1,Female,A,Naves,Chef-lieu canton,19,2549,22140,,,,,
13968,19147,TYPEMR|4|2,csp_4_2,dip|2,True,25,ACT1.1,Male,A,Nespouls,Commune simple,19,649,22140,CF-420,CF-420,4.0,Fédération sportive des ASPTT,Fédération multisports affinitaire
13969,19148,TYPEMR|3|2,csp_8_5,dip|3,True,16,ACT2.2,Male,E,Neuvic,Chef-lieu canton,19,1911,22140,CF-604,CF-604,6.0,Union nationale du sport scolaire (UNSS),Fédération multisports scolaire ou universitaire
13974,19152,TYPEMR|4|1,csp_2_3,dip|1|3,False,40,ACT1.1,Female,E,Nonards,Commune simple,19,444,22140,,,,,
13991,19176,TYPEMR|4|2,csp_6_9,dip|2,False,32,ACT1.1,Male,A,Rosiers-d'Égletons,Commune simple,19,1120,22140,,,,,
13995,19180,TYPEMR|1|2,csp_3_4,dip|1|8,False,42,ACT1.1,Female,E,Saint-Angel,Commune simple,19,722,22140,,,,,
13996,19181,TYPEMR|4|2,csp_8_4,dip|3,True,18,ACT2.2,Female,A,Saint-Augustin,Commune simple,19,427,22140,,,,,
13999,19190,TYPEMR|4|2,csp_5_4,dip|1|3,False,43,ACT1.2,Female,A,Saint-Bonnet-près-Bort,Commune simple,19,195,22140,,,,,
14000,19191,TYPEMR|4|4,csp_7_2,dip|1|3,False,77,ACT2.1,Female,A,Saint-Cernin-de-Larche,Commune simple,19,658,22140,,,,,
14002,19193,TYPEMR|3|1,csp_8_4,dip|1|2,True,20,ACT2.2,Male,A,Saint-Cirgues-la-Loutre,Commune simple,19,179,22140,CF-111,CF-111,1.0,Fédération Française de football,Fédération unisport olympique
14012,19203,TYPEMR|3|2,csp_7_1,dip|1|1,False,76,ACT2.1,Female,E,Sainte-Fortunade,Commune simple,19,1871,22140,,,,,
14019,19220,TYPEMR|4|2,csp_8_4,dip|1|7,True,23,ACT2.2,Female,A,Saint-Martial-de-Gimel,Commune simple,19,491,22140,,,,,
14020,19226,TYPEMR|4|4,csp_7_2,dip|1|3,False,71,ACT2.1,Female,A,Saint-Merd-les-Oussines,Commune simple,19,132,22140,,,,,
14035,19243,TYPEMR|4|2,csp_3_8,dip|1|8,False,38,ACT1.2,Female,A,Saint-Sornin-Lavolps,Commune simple,19,868,22140,,,,,
14036,19243,TYPEMR|3|2,csp_8_5,dip|3,True,16,ACT2.2,Male,E,Saint-Sornin-Lavolps,Commune simple,19,868,22140,,,,,
14037,19245,TYPEMR|4|3,csp_8_5,dip|1|4,False,38,ACT2.5,Male,E,Saint-Sylvain,Commune simple,19,138,22140,,,,,
14048,19256,TYPEMR|1|2,csp_5_6,dip|1|3,False,31,ACT1.2,Female,A,Sérandon,Commune simple,19,352,22140,,,,,
14050,19258,TYPEMR|1|1,csp_6_3,dip|3,False,30,ACT1.2,Male,E,Servières-le-Château,Commune simple,19,618,22140,CF-133,CF-133,1.0,Fédération Française de rugby,Fédération unisport olympique
14053,19263,TYPEMR|3|2,csp_8_1,dip|1|5,False,18,ACT1.2,Female,A,Soudeilles,Commune simple,19,305,22140,CF-133,CF-133,1.0,Fédération Française de rugby,Fédération unisport olympique
14056,19269,TYPEMR|4|1,csp_2_3,dip|1|3,False,51,ACT1.1,Male,E,Treignac,Chef-lieu canton,19,1377,22140,,,,,
14066,19272,TYPEMR|4|2,csp_4_6,dip|1|5,False,57,ACT1.2,Female,A,Tulle,Préfecture,19,15475,22140,,,,,
14068,19272,TYPEMR|4|1,csp_8_4,dip|1|3,True,19,ACT2.2,Female,A,Tulle,Préfecture,19,15475,22140,,,,,
14069,19272,TYPEMR|4|2,csp_5_2,dip|1|3,False,50,ACT1.1,Male,A,Tulle,Préfecture,19,15475,22140,,,,,
14074,19272,TYPEMR|4|1,csp_1_1,dip|1|3,False,51,ACT1.1,Female,A,Tulle,Préfecture,19,15475,22140,,,,,
14082,19272,TYPEMR|4|1,csp_3_4,dip|1|7,False,62,ACT1.1,Male,E,Tulle,Préfecture,19,15475,22140,,,,,
14086,19274,TYPEMR|1|1,csp_4_2,dip|2,False,41,ACT1.1,Male,A,Ussac,Commune simple,19,4330,22140,,,,,
14094,19275,TYPEMR|4|4,csp_7_2,dip|3,False,84,ACT2.1,Male,E,Ussel,Sous-préfecture,19,9726,22140,,,,,
14100,19275,TYPEMR|4|1,csp_8_4,dip|1|3,True,18,ACT2.2,Female,A,Ussel,Sous-préfecture,19,9726,22140,CF-123,CF-123,1.0,Fédération Française de tennis,Fédération unisport olympique
14101,19275,TYPEMR|1|2,csp_8_6,dip|1|1,False,80,ACT2.1,Female,A,Ussel,Sous-préfecture,19,9726,22140,,,,,
14107,19275,TYPEMR|4|3,csp_7_2,dip|1|3,False,69,ACT2.1,Male,E,Ussel,Sous-préfecture,19,9726,22140,,,,,
14116,19276,TYPEMR|1|1,csp_7_1,dip|1|1,False,80,ACT2.1,Male,E,Uzerche,Chef-lieu canton,19,2853,22140,,,,,
14121,19285,TYPEMR|4|2,csp_8_5,dip|1|3,False,29,ACT2.5,Male,E,Vigeois,Chef-lieu canton,19,1284,22140,,,,,
14125,19285,TYPEMR|4|1,csp_1_1,dip|1|5,False,55,ACT1.1,Female,A,Vigeois,Chef-lieu canton,19,1284,22140,,,,,
14126,19286,TYPEMR|4|4,csp_8_5,dip|1|2,True,24,ACT2.5,Female,A,Vignols,Commune simple,19,544,22140,,,,,
14133,21001,TYPEMR|4|4,csp_8_4,dip|3,True,16,ACT2.2,Female,A,Agencourt,Commune simple,21,514,23720,,,,,
14141,21022,TYPEMR|3|2,csp_5_6,dip|1|3,False,39,ACT1.2,Female,A,Argilly,Commune simple,21,549,23720,,,,,
14156,21038,TYPEMR|4|4,csp_8_4,dip|1|2,True,16,ACT2.2,Male,A,Auxonne,Chef-lieu canton,21,7699,23720,,,,,
14164,21054,TYPEMR|4|2,csp_8_5,dip|3,True,17,ACT2.2,Male,A,Beaune,Sous-préfecture,21,21310,23720,CF-604,CF-604,6.0,Union nationale du sport scolaire (UNSS),Fédération multisports scolaire ou universitaire
14167,21054,TYPEMR|4|3,csp_4_6,dip|1|6,False,49,ACT1.2,Male,A,Beaune,Sous-préfecture,21,21310,23720,,,,,
14169,21054,TYPEMR|4|1,csp_2_3,dip|1|8,False,65,ACT1.1,Male,E,Beaune,Sous-préfecture,21,21310,23720,,,,,
14171,21054,TYPEMR|4|4,csp_5_5,dip|1|5,False,47,ACT1.2,Female,A,Beaune,Sous-préfecture,21,21310,23720,CF-111,CF-111,1.0,Fédération Française de football,Fédération unisport olympique
14172,21054,TYPEMR|4|2,csp_6_9,dip|1|5,False,32,ACT1.2,Female,E,Beaune,Sous-préfecture,21,21310,23720,,,,,
14176,21054,TYPEMR|3|2,csp_7_1,dip|1|4,False,75,ACT2.1,Female,A,Beaune,Sous-préfecture,21,21310,23720,,,,,
14180,21054,TYPEMR|4|1,csp_2_2,dip|1|1,False,65,ACT1.1,Female,A,Beaune,Sous-préfecture,21,21310,23720,,,,,
14186,21054,TYPEMR|4|2,csp_8_5,dip|1|6,False,35,ACT2.5,Female,A,Beaune,Sous-préfecture,21,21310,23720,,,,,
14187,21054,TYPEMR|4|4,csp_7_2,dip|1|3,False,71,ACT2.1,Male,E,Beaune,Sous-préfecture,21,21310,23720,,,,,
14188,21054,TYPEMR|3|2,csp_8_4,dip|1|2,True,15,ACT2.2,Female,A,Beaune,Sous-préfecture,21,21310,23720,,,,,
14192,21059,TYPEMR|2|0,csp_8_4,dip|1|1,True,19,ACT2.2,Male,A,Bellefond,Commune simple,21,909,23720,,,,,
14227,21132,TYPEMR|4|2,csp_2_1,dip|1|3,False,55,ACT1.1,Male,E,Chambœuf,Commune simple,21,398,23720,,,,,
14241,21163,TYPEMR|4|4,csp_7_2,dip|1|3,False,72,ACT2.1,Male,E,Chazeuil,Commune simple,21,197,23720,,,,,
14242,21164,TYPEMR|4|4,csp_8_6,dip|1,False,77,ACT2.1,Female,A,Chazilly,Commune simple,21,146,23720,CF-402,CF-402,4.0,Fédération Française d'éducation physique et de gymnastique volontaire,Fédération multisports affinitaire
14255,21166,TYPEMR|4|3,csp_8_4,dip|1|2,True,17,ACT2.2,Female,A,Chenôve,Chef-lieu canton,21,14216,23720,,,,,
14263,21171,TYPEMR|4|2,csp_2_3,dip|1|3,False,65,ACT1.1,Male,E,Chevigny-Saint-Sauveur,Commune simple,21,11333,23720,,,,,
14265,21171,TYPEMR|4|1,csp_1_3,dip|1|3,False,59,ACT1.1,Male,E,Chevigny-Saint-Sauveur,Commune simple,21,11333,23720,,,,,
14266,21171,TYPEMR|4|1,csp_1_1,dip|1|5,False,41,ACT1.1,Male,A,Chevigny-Saint-Sauveur,Commune simple,21,11333,23720,,,,,
14270,21171,TYPEMR|4|2,csp_2_1,dip|1|3,False,60,ACT1.1,Male,A,Chevigny-Saint-Sauveur,Commune simple,21,11333,23720,,,,,
14271,21171,TYPEMR|1|1,csp_7_1,dip|2,False,77,ACT2.1,Male,A,Chevigny-Saint-Sauveur,Commune simple,21,11333,23720,,,,,
14282,21191,TYPEMR|3|2,csp_4_7,dip|1|4,False,25,ACT1.2,Male,A,Corcelles-lès-Cîteaux,Commune simple,21,835,23720,,,,,
14284,21192,TYPEMR|4|1,csp_2_3,dip|1|6,False,50,ACT1.1,Male,E,Corcelles-les-Monts,Commune simple,21,635,23720,,,,,
14286,21192,TYPEMR|1|1,csp_6_5,dip|1|3,False,26,ACT1.2,Male,A,Corcelles-les-Monts,Commune simple,21,635,23720,,,,,
14305,21227,TYPEMR|4|3,csp_7_2,dip|1|1,False,65,ACT2.1,Male,A,Darois,Commune simple,21,512,23720,,,,,
14320,21231,TYPEMR|4|1,csp_8_4,dip|3,True,16,ACT2.2,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14324,21231,TYPEMR|4|1,csp_4_3,dip|1|7,False,27,ACT1.1,Male,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14328,21231,TYPEMR|3|2,csp_5_2,dip|3,False,46,ACT1.2,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14331,21231,TYPEMR|1|1,csp_3_7,dip|1|7,False,27,ACT1.1,Male,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14338,21231,TYPEMR|4|1,csp_6_7,dip|1|4,False,37,ACT1.1,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14347,21231,TYPEMR|4|1,csp_8_4,dip|1|2,True,15,ACT2.2,Male,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14348,21231,TYPEMR|1|2,csp_8_5,dip|2,False,55,ACT2.5,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14356,21231,TYPEMR|1|1,csp_4_2,dip|1|7,False,43,ACT1.1,Male,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14360,21231,TYPEMR|4|2,csp_4_2,dip|1|7,False,61,ACT1.2,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14366,21231,TYPEMR|4|1,csp_8_4,dip|1|2,True,16,ACT2.2,Male,A,Dijon,Préfecture de région,21,161380,23720,CF-121,CF-121,1.0,Fédération Française de ski,Fédération unisport olympique
14369,21231,TYPEMR|3|1,csp_8_4,dip|3,True,18,ACT2.2,Male,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14373,21231,TYPEMR|4|4,csp_7_1,dip|1|1,False,88,ACT2.1,Male,E,Dijon,Préfecture de région,21,161380,23720,,,,,
14377,21231,TYPEMR|3|2,csp_8_4,dip|1|2,True,15,ACT2.2,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14378,21231,TYPEMR|2|0,csp_7_1,dip|1|2,False,63,ACT2.1,Male,A,Dijon,Préfecture de région,21,161380,23720,CF-242,CF-242,2.0,Fédération Française de pétanque et jeu provençal,Fédération unisport non olympique
14384,21231,TYPEMR|4|4,csp_8_4,dip|2,True,19,ACT2.2,Male,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14390,21231,TYPEMR|4|4,csp_8_5,dip|1|3,False,35,ACT2.4,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14394,21231,TYPEMR|4|1,csp_2_1,dip|3,False,65,ACT1.1,Male,E,Dijon,Préfecture de région,21,161380,23720,,,,,
14402,21231,TYPEMR|1|1,csp_2_1,dip|1|3,False,59,ACT1.1,Male,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14408,21231,TYPEMR|3|2,csp_7_2,dip|1|1,False,88,ACT2.1,Female,E,Dijon,Préfecture de région,21,161380,23720,,,,,
14418,21231,TYPEMR|4|1,csp_8_5,dip|3,True,15,ACT2.2,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14420,21231,TYPEMR|4|4,csp_8_1,dip|3,False,23,ACT1.2,Male,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14423,21231,TYPEMR|4|4,csp_3_1,dip|1|8,False,45,ACT1.1,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14433,21231,TYPEMR|4|1,csp_8_5,dip|1|2,True,17,ACT2.5,Female,A,Dijon,Préfecture de région,21,161380,23720,CF-119,CF-119,1.0,Fédération Française de natation,Fédération unisport olympique
14441,21231,TYPEMR|4|2,csp_6_7,dip|1|3,False,48,ACT1.2,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14442,21231,TYPEMR|4|1,csp_8_4,dip|1|2,True,17,ACT2.2,Male,A,Dijon,Préfecture de région,21,161380,23720,CF-420,CF-420,4.0,Fédération sportive des ASPTT,Fédération multisports affinitaire
14446,21231,TYPEMR|1|2,csp_7_2,dip|2,False,88,ACT2.1,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14452,21231,TYPEMR|4|4,csp_6_2,dip|1|2,False,60,ACT1.2,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14454,21231,TYPEMR|1|1,csp_6_9,dip|1|3,False,54,ACT1.1,Male,E,Dijon,Préfecture de région,21,161380,23720,,,,,
14455,21231,TYPEMR|4|2,csp_5_6,dip|1|3,False,67,ACT1.1,Male,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14462,21231,TYPEMR|3|2,csp_8_4,dip|1|2,True,15,ACT2.2,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14474,21231,TYPEMR|4|2,csp_5_2,dip|1|5,False,63,ACT1.1,Male,E,Dijon,Préfecture de région,21,161380,23720,,,,,
14477,21231,TYPEMR|1|2,csp_8_4,dip|1|4,True,20,ACT2.2,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14485,21231,TYPEMR|3|2,csp_2_2,dip|1|9,True,38,ACT1.1,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14486,21231,TYPEMR|4|2,csp_8_5,dip|1|3,False,53,ACT2.4,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14489,21231,TYPEMR|3|2,csp_8_1,dip|1|3,False,20,ACT1.2,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14509,21231,TYPEMR|1|1,csp_7_2,dip|2,False,90,ACT2.1,Male,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14511,21231,TYPEMR|4|4,csp_8_5,dip|2,False,54,ACT2.4,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14512,21231,TYPEMR|4|1,csp_6_9,dip|1|6,False,44,ACT1.1,Female,E,Dijon,Préfecture de région,21,161380,23720,,,,,
14522,21231,TYPEMR|4|2,csp_5_5,dip|1|3,False,50,ACT1.2,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14524,21231,TYPEMR|4|1,csp_8_5,dip|3,True,15,ACT2.2,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14527,21231,TYPEMR|4|2,csp_7_5,dip|1|2,False,61,ACT2.1,Female,E,Dijon,Préfecture de région,21,161380,23720,,,,,
14534,21231,TYPEMR|4|1,csp_8_4,dip|1|2,True,19,ACT2.2,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14548,21231,TYPEMR|4|1,csp_4_3,dip|1|8,False,43,ACT1.1,Female,A,Dijon,Préfecture de région,21,161380,23720,CF-212,CF-212,2.0,"Fédération Française de savate, boxe française et disciplines associées",Fédération unisport non olympique
14549,21231,TYPEMR|1|2,csp_8_6,dip|1|1,False,90,ACT2.5,Female,A,Dijon,Préfecture de région,21,161380,23720,,,,,
14566,21263,TYPEMR|4|1,csp_8_4,dip|1|2,True,16,ACT2.2,Male,A,Fénay,Commune simple,21,1701,23720,CF-604,CF-604,6.0,Union nationale du sport scolaire (UNSS),Fédération multisports scolaire ou universitaire
14568,21265,TYPEMR|4|2,csp_8_5,dip|1|3,False,28,ACT2.4,Female,A,Fixin,Commune simple,21,771,23720,,,,,
14575,21277,TYPEMR|4|4,csp_5_2,dip|1|3,False,46,ACT1.1,Male,A,Fontaine-Française,Chef-lieu canton,21,905,23720,,,,,
14578,21278,TYPEMR|4|4,csp_8_5,dip|1|3,False,60,ACT2.5,Male,E,Fontaine-lès-Dijon,Chef-lieu canton,21,9004,23720,CF-501,CF-501,5.0,Fédération Française handisport,Fédération multisports sport et handicap
14580,21278,TYPEMR|4|1,csp_8_4,dip|1|2,True,17,ACT2.2,Male,E,Fontaine-lès-Dijon,Chef-lieu canton,21,9004,23720,,,,,
14582,21278,TYPEMR|1|1,csp_8_5,dip|1|6,False,53,ACT2.5,Male,E,Fontaine-lès-Dijon,Chef-lieu canton,21,9004,23720,,,,,
14583,21278,TYPEMR|3|2,csp_8_5,dip|1|7,False,34,ACT2.4,Female,E,Fontaine-lès-Dijon,Chef-lieu canton,21,9004,23720,,,,,
14595,21290,TYPEMR|4|1,csp_8_4,dip|1|2,True,20,ACT2.2,Male,A,Gemeaux,Commune simple,21,914,23720,,,,,
14614,21305,TYPEMR|4|1,csp_8_4,dip|1|2,True,15,ACT2.2,Male,A,Grancey-sur-Ource,Commune simple,21,198,23720,,,,,
14617,21310,TYPEMR|4|4,csp_7_5,dip|2,False,73,ACT2.1,Female,A,Grosbois-en-Montagne,Commune simple,21,115,23720,,,,,
14624,21317,TYPEMR|4|4,csp_5_5,dip|1|3,False,63,ACT1.2,Female,A,Is-sur-Tille,Chef-lieu canton,21,4462,23720,,,,,
14630,21324,TYPEMR|1|2,csp_8_5,dip|1,False,54,ACT2.5,Female,A,Jeux-lès-Bard,Commune simple,21,52,23720,,,,,
14631,21327,TYPEMR|4|1,csp_5_3,dip|1|7,False,37,ACT1.1,Male,A,Val-Mont,Commune simple,21,259,23720,,,,,
14633,21332,TYPEMR|4|1,csp_8_5,dip|1|4,False,22,ACT2.5,Female,A,Labergement-lès-Seurre,Commune simple,21,1018,23720,CF-109,CF-109,1.0,Fédération Française d'équitation,Fédération unisport olympique
14637,21336,TYPEMR|4|1,csp_8_4,dip|1|2,True,16,ACT2.2,Male,E,Laignes,Chef-lieu canton,21,686,23720,CF-604,CF-604,6.0,Union nationale du sport scolaire (UNSS),Fédération multisports scolaire ou universitaire
14646,21345,TYPEMR|4|1,csp_8_4,dip|1|2,True,16,ACT2.2,Male,A,Léry,Commune simple,21,191,23720,,,,,
14649,21351,TYPEMR|4|2,csp_6_7,dip|3,False,23,ACT1.2,Female,A,Longchamp,Commune simple,21,1284,23720,CF-212,CF-212,2.0,"Fédération Française de savate, boxe française et disciplines associées",Fédération unisport non olympique
14651,21351,TYPEMR|4|2,csp_5_2,dip|1|1,False,45,ACT1.2,Female,A,Longchamp,Commune simple,21,1284,23720,,,,,
14654,21353,TYPEMR|4|1,csp_8_4,dip|1|2,True,20,ACT2.2,Female,A,Longecourt-en-Plaine,Commune simple,21,1264,23720,,,,,
14656,21355,TYPEMR|1|1,csp_7_1,dip|1|1,False,84,ACT2.1,Male,E,Longvic,Commune simple,21,8672,23720,,,,,
