PRIMARY_KEY,INSEE,Household_type,JOB_42,Highest_degree,Studying,AGE_2019,act,sex,target,ECO_SECT,LAST_DEP,Job_dep,job_desc,TYPE_OF_CONTRACT,job_category,Work_condition,company_category,Working_hours,employee_count,LAST_JOB_42,last_emp_type,retirement_age,Retirement_pay,Nom de la commune,town_type,DEP,community_size,dep_median_inc,sports,Code,Categorie,Nom fédération,Nom catégorie,dep_act_rate
2987,06027,TYPEMR|3|2,csp_7_7,dip|2,False,64,ACT2.1,Female,A,QB,83,83,526a,CDI,O,C,ct_9,1825.0,tr_4,csp_5_2,EMP1.6,58,14678,Cagnes-sur-Mer,Chef-lieu canton,06,52669,23460,,,,,,64.1
2994,06027,TYPEMR|4|4,csp_7_8,dip|1|3,False,78,ACT2.1,Male,E,NZ,77,91,641a,CDI,O,C,ct_9,2033.0,tr_3,csp_6_4,EMP1.6,60,18571,Cagnes-sur-Mer,Chef-lieu canton,06,52669,23460,,,,,,83.9
2999,06027,TYPEMR|1|2,csp_7_7,dip|1|3,False,77,ACT2.1,Female,A,QB,72,72,563a,CDI,O,N,ct_7,1152.0,tr_1,csp_5_6,EMP1.6,64,11048,Cagnes-sur-Mer,Chef-lieu canton,06,52669,23460,,,,,,69.0
3003,06027,TYPEMR|1|2,csp_7_7,dip|1|1,False,91,ACT2.1,Female,A,QB,,,526a,CDI,O,C,ct_8,1822.0,tr_4,csp_5_2,EMP1.6,60,17442,Cagnes-sur-Mer,Chef-lieu canton,06,52669,23460,,,,,,
3006,06027,TYPEMR|4|4,csp_7_8,dip|3,True,72,ACT2.1,Male,A,CA,64,40,674c,TOA,O,C,ct_9,600.0,tr_4,csp_6_7,EMP1.5,60,14544,Cagnes-sur-Mer,Chef-lieu canton,06,52669,23460,,,,,,65.1
3021,06027,TYPEMR|2|0,csp_7_8,dip|2,False,78,ACT2.1,Female,A,NZ,84,84,684a,CDI,O,P,,172.0,tr_1,csp_6_8,EMP1.6,60,20821,Cagnes-sur-Mer,Chef-lieu canton,06,52669,23460,,,,,,67.8
3023,06027,TYPEMR|1|1,csp_7_8,dip|1|4,False,85,ACT2.1,Male,A,CB,87,87,627c,CDI,O,C,,145.0,,csp_6_2,EMP1.6,60,26494,Cagnes-sur-Mer,Chef-lieu canton,06,52669,23460,,,,,,65.9
3030,06027,TYPEMR|4|4,csp_7_4,dip|1|8,False,66,ACT2.1,Male,E,CM,22,22,388e,CDI,O,N,ct_9,2002.0,tr_6,csp_3_8,EMP1.6,62,44077,Cagnes-sur-Mer,Chef-lieu canton,06,52669,23460,,,,,,64.1
3034,06027,TYPEMR|1|1,csp_7_5,dip|1|7,False,70,ACT2.1,Male,E,HZ,77,93,477a,CDI,O,C,ct_9,1512.0,tr_6,csp_4_7,EMP1.6,60,25818,Cagnes-sur-Mer,Chef-lieu canton,06,52669,23460,,,,,,82.5
3036,06027,TYPEMR|1|2,csp_7_7,dip|1|1,False,77,ACT2.1,Female,A,NZ,95,95,543b,CDI,O,P,ct_9,478.0,tr_5,csp_5_4,EMP1.6,64,11515,Cagnes-sur-Mer,Chef-lieu canton,06,52669,23460,,,,,,84.4
3037,06027,TYPEMR|4|4,csp_7_8,dip|1|1,False,70,ACT2.1,Male,E,FZ,75,92,632a,CDI,O,C,ct_9,1668.0,tr_5,csp_6_3,EMP1.6,65,24553,Cagnes-sur-Mer,Chef-lieu canton,06,52669,23460,,,,,,92.4
3060,06027,TYPEMR|4|4,csp_7_7,dip|1|2,False,64,ACT2.1,Male,E,OZ,03,03,524c,AUT,X,C,ct_2,1820.0,tr_3,csp_5_2,EMP1.3,57,11890,Cagnes-sur-Mer,Chef-lieu canton,06,52669,23460,,,,,,61.5
3076,06029,TYPEMR|4|4,csp_7_7,dip|1|3,False,79,ACT2.1,Male,E,TZ,,,563c,CDI,O,N,ct_7,1935.0,tr_1,csp_5_6,EMP1.6,65,11884,Cannes,Chef-lieu canton,06,75347,23460,,,,,,
3089,06029,TYPEMR|4|4,csp_7_8,dip|1|6,False,69,ACT2.1,Male,E,HZ,94,92,676c,CDI,O,C,ct_9,1617.0,tr_2,csp_6_7,EMP1.6,63,10978,Cannes,Chef-lieu canton,06,75347,23460,,,,,,92.4
3104,06029,TYPEMR|4|4,csp_7_5,dip|1|4,False,76,ACT2.1,Male,E,FZ,34,34,481b,CDI,O,C,ct_9,489.0,tr_5,csp_4_8,EMP1.6,60,30620,Cannes,Chef-lieu canton,06,75347,23460,,,,,,68.8
3114,06029,TYPEMR|4|4,csp_7_5,dip|1|4,False,72,ACT2.1,Female,A,PZ,30,34,423b,CDI,O,C,ct_8,1565.0,tr_2,csp_4_2,EMP1.6,60,11555,Cannes,Chef-lieu canton,06,75347,23460,,,,,,68.8
3115,06029,TYPEMR|4|4,csp_7_5,dip|1|7,False,86,ACT2.1,Male,E,PZ,44,44,423b,CDI,O,C,ct_8,1574.0,tr_4,csp_4_2,EMP1.6,60,21025,Cannes,Chef-lieu canton,06,75347,23460,,,,,,76.6
3116,06029,TYPEMR|1|1,csp_7_7,dip|1|4,False,76,ACT2.1,Male,E,QB,68,68,525d,CDI,O,P,ct_9,1643.0,tr_4,csp_5_2,EMP1.6,57,13800,Cannes,Chef-lieu canton,06,75347,23460,CF-132,CF-132,1.0,Fédération Française de golf,Fédération unisport olympique,78.0
3123,06029,TYPEMR|3|2,csp_7_7,dip|1|3,False,74,ACT2.1,Female,A,MA,62,62,543b,CDI,O,P,ct_9,819.0,tr_2,csp_5_4,EMP1.6,60,19804,Cannes,Chef-lieu canton,06,75347,23460,,,,,,70.6
3130,06029,TYPEMR|4|2,csp_7_7,dip|1|3,False,64,ACT2.1,Female,A,QB,94,94,563a,CDI,O,N,ct_7,3000.0,tr_1,csp_5_6,EMP1.6,62,19610,Cannes,Chef-lieu canton,06,75347,23460,,,,,,86.1
3147,06029,TYPEMR|1|2,csp_7_5,dip|1|3,False,64,ACT2.1,Female,A,MA,77,77,461e,CDI,O,C,ct_9,2012.0,tr_2,csp_4_6,EMP1.6,60,20063,Cannes,Chef-lieu canton,06,75347,23460,,,,,,82.6
3151,06029,TYPEMR|4|4,csp_7_8,dip|2,False,72,ACT2.1,Male,E,CM,62,59,632j,CDI,O,C,ct_9,1750.0,tr_1,csp_6_3,EMP1.6,55,26686,Cannes,Chef-lieu canton,06,75347,23460,,,,,,74.1
3156,06029,TYPEMR|1|2,csp_7_7,dip|1|7,False,75,ACT2.1,Female,A,KZ,79,79,545c,CDI,O,P,ct_9,1505.0,tr_6,csp_5_4,EMP1.6,60,21177,Cannes,Chef-lieu canton,06,75347,23460,,,,,,70.5
3157,06029,TYPEMR|1|2,csp_7_4,dip|1|1,False,77,ACT2.1,Female,A,SZ,73,73,373d,CDI,O,C,ct_8,1835.0,tr_1,csp_3_7,EMP1.6,60,20785,Cannes,Chef-lieu canton,06,75347,23460,,,,,,72.8
3161,06029,TYPEMR|4|4,csp_7_5,dip|1|6,False,76,ACT2.1,Male,E,GZ,32,31,477c,CDI,O,C,ct_9,1207.0,tr_2,csp_4_7,EMP1.6,60,14522,Cannes,Chef-lieu canton,06,75347,23460,CF-242,CF-242,2.0,Fédération Française de pétanque et jeu provençal,Fédération unisport non olympique,80.0
3169,06030,TYPEMR|2|0,csp_7_5,dip|1|7,False,80,ACT2.1,Female,A,GZ,43,43,433d,CDI,O,P,ct_9,96.0,tr_1,csp_4_3,EMP1.6,60,33574,Le Cannet,Chef-lieu canton,06,42246,23460,,,,,,65.9
3170,06030,TYPEMR|1|1,csp_7_8,dip|1|3,False,70,ACT2.1,Male,E,MC,88,88,675b,CDI,O,P,ct_9,240.0,tr_1,csp_6_7,EMP1.6,65,15089,Le Cannet,Chef-lieu canton,06,42246,23460,,,,,,66.2
3178,06030,TYPEMR|4|4,csp_7_7,dip|1|2,False,70,ACT2.1,Female,A,QB,33,33,525d,CDI,O,P,ct_8,530.0,tr_1,csp_5_2,EMP1.6,60,13477,Le Cannet,Chef-lieu canton,06,42246,23460,,,,,,76.4
3182,06030,TYPEMR|4|4,csp_7_7,dip|1|4,False,64,ACT2.1,Male,E,QA,91,91,526e,CDI,O,C,ct_9,1958.0,tr_3,csp_5_2,EMP1.6,60,15996,Le Cannet,Chef-lieu canton,06,42246,23460,CF-132,CF-132,1.0,Fédération Française de golf,Fédération unisport olympique,83.9
3184,06030,TYPEMR|4|4,csp_7_5,dip|1|2,False,64,ACT2.1,Female,A,GZ,,,463e,AUT,O,N,ct_9,304.0,tr_5,csp_4_6,EMP1.5,60,10288,Le Cannet,Chef-lieu canton,06,42246,23460,,,,,,
3193,06030,TYPEMR|4|4,csp_7_7,dip|1|8,False,63,ACT2.1,Female,A,GZ,2B,2B,551a,CDI,O,P,ct_9,1807.0,tr_5,csp_5_5,EMP1.6,57,16455,Le Cannet,Chef-lieu canton,06,42246,23460,,,,,,67.3
3205,06030,TYPEMR|1|2,csp_7_7,dip|2,False,76,ACT2.1,Female,A,QA,93,93,563b,CDI,O,P,ct_8,1559.0,tr_5,csp_5_6,EMP1.6,60,11048,Le Cannet,Chef-lieu canton,06,42246,23460,,,,,,82.5
3214,06030,TYPEMR|1|2,csp_7_7,dip|1|3,False,81,ACT2.1,Female,A,LZ,03,03,542a,CDI,O,C,ct_9,1326.0,tr_1,csp_5_4,EMP1.6,56,13970,Le Cannet,Chef-lieu canton,06,42246,23460,,,,,,61.5
3218,06030,TYPEMR|4|4,csp_7_4,dip|1|8,False,71,ACT2.1,Male,E,KZ,94,92,376c,CDI,O,C,ct_9,910.0,tr_6,csp_3_7,EMP1.6,65,48266,Le Cannet,Chef-lieu canton,06,42246,23460,CF-242,CF-242,2.0,Fédération Française de pétanque et jeu provençal,Fédération unisport non olympique,92.4
3225,06032,TYPEMR|1|1,csp_7_7,dip|1|2,False,66,ACT2.1,Male,A,SZ,13,13,543h,AUT,X,P,,312.0,,csp_5_4,EMP1.3,65,16328,Cap-d'Ail,Commune simple,06,4591,23460,,,,,,73.7
3229,06032,TYPEMR|1|2,csp_7_8,dip|1,False,69,ACT2.1,Female,A,CL,45,45,626b,CDI,O,C,ct_9,1669.0,tr_0,csp_6_2,EMP1.6,60,11992,Cap-d'Ail,Commune simple,06,4591,23460,,,,,,72.9
3245,06033,TYPEMR|4|4,csp_7_7,dip|1|4,False,68,ACT2.1,Male,A,SZ,33,93,561d,CDI,O,N,ct_8,965.0,tr_6,csp_5_6,EMP1.6,57,10219,Carros,Chef-lieu canton,06,12686,23460,,,,,,82.5
3254,06034,TYPEMR|4|4,csp_7_4,dip|1|8,False,65,ACT2.1,Male,E,KZ,25,25,372b,CDI,O,C,ct_9,1820.0,tr_6,csp_3_7,EMP1.6,59,28980,Castagniers,Commune simple,06,1671,23460,,,,,,77.7
3255,06034,TYPEMR|1|2,csp_7_7,dip|3,False,91,ACT2.1,Female,A,QB,12,12,563b,CDI,O,P,ct_8,1662.0,tr_3,csp_5_6,EMP1.6,60,11430,Castagniers,Commune simple,06,1671,23460,,,,,,62.8
3260,06038,TYPEMR|4|4,csp_7_4,dip|1|8,False,69,ACT2.1,Male,E,LZ,14,92,385c,CDI,O,C,ct_9,1820.0,tr_6,csp_3_8,EMP1.6,54,35567,Châteauneuf-Grasse,Commune simple,06,3723,23460,CF-242,CF-242,2.0,Fédération Française de pétanque et jeu provençal,Fédération unisport non olympique,92.4
3275,06044,TYPEMR|1|1,csp_7_4,dip|1|4,False,67,ACT2.1,Male,A,OZ,68,68,332b,CDI,O,C,ct_2,1820.0,tr_5,csp_3_3,EMP1.6,61,27299,La Colle-sur-Loup,Commune simple,06,8055,23460,CF-132,CF-132,1.0,Fédération Française de golf,Fédération unisport olympique,78.0
3281,06044,TYPEMR|4|4,csp_7_5,dip|1|1,False,83,ACT2.1,Female,A,PZ,34,34,422a,CDI,O,C,ct_1,1668.0,tr_6,csp_4_2,EMP1.6,64,15242,La Colle-sur-Loup,Commune simple,06,8055,23460,,,,,,68.8
3287,06048,TYPEMR|3|1,csp_7_5,dip|1|4,False,99,ACT2.1,Male,A,CG,28,28,477b,CDI,O,C,ct_9,274.0,tr_6,csp_4_7,EMP1.6,60,26985,Contes,Chef-lieu canton,06,7518,23460,,,,,,73.0
3293,06048,TYPEMR|3|2,csp_7_5,dip|1|6,False,64,ACT2.1,Female,A,PZ,78,78,422c,CDI,O,P,ct_8,688.0,tr_3,csp_4_2,EMP1.6,64,15173,Contes,Chef-lieu canton,06,7518,23460,,,,,,86.9
3295,06048,TYPEMR|4|1,csp_7_7,dip|1|4,False,100,ACT2.1,Female,E,QB,,,563b,CDI,O,P,ct_8,1293.0,tr_4,csp_5_6,EMP1.6,60,11725,Contes,Chef-lieu canton,06,7518,23460,,,,,,
3297,06050,TYPEMR|1|2,csp_7_5,dip|1|4,False,74,ACT2.1,Female,A,QB,59,59,431f,CDI,O,C,ct_8,1011.0,tr_5,csp_4_3,EMP1.6,60,18629,Coursegoules,Chef-lieu canton,06,537,23460,,,,,,74.1
3320,06064,TYPEMR|1|2,csp_7_8,dip|1|3,False,81,ACT2.1,Female,A,HZ,69,69,641b,CDI,O,C,ct_9,1424.0,tr_6,csp_6_4,EMP1.6,60,16500,Gattières,Commune simple,06,4229,23460,,,,,,79.4
3321,06064,TYPEMR|1|1,csp_7_7,dip|1|1,False,76,ACT2.1,Male,E,OZ,92,91,524b,CDI,O,C,ct_1,1820.0,tr_5,csp_5_2,EMP1.6,60,40031,Gattières,Commune simple,06,4229,23460,,,,,,83.9
3323,06064,TYPEMR|4|4,csp_7_8,dip|1|3,False,82,ACT2.1,Male,E,QB,69,69,636d,CDI,O,C,ct_8,1632.0,tr_1,csp_6_3,EMP1.6,65,19302,Gattières,Commune simple,06,4229,23460,,,,,,79.4
3330,06066,TYPEMR|2|0,csp_7_7,dip|1|3,False,89,ACT2.1,Female,A,QB,87,87,563a,CDI,O,N,ct_7,1795.0,tr_1,csp_5_6,EMP1.6,60,11048,Gilette,Commune simple,06,1610,23460,,,,,,65.9
3332,06067,TYPEMR|4|3,csp_7_7,dip|1|3,False,67,ACT2.1,Male,A,QA,62,62,526e,CDI,O,C,ct_9,2060.0,tr_2,csp_5_2,EMP1.6,59,19532,Gorbio,Commune simple,06,1506,23460,,,,,,70.6
3333,06067,TYPEMR|1|1,csp_7_5,dip|1|3,False,71,ACT2.1,Male,A,JA,75,93,465b,CDD,O,N,ct_9,321.0,tr_2,csp_4_6,EMP1.5,59,14850,Gorbio,Commune simple,06,1506,23460,,,,,,82.5
3342,06069,TYPEMR|1|2,csp_7_7,dip|1|3,False,78,ACT2.1,Female,A,QB,60,60,525d,CDI,O,C,ct_9,1785.0,tr_4,csp_5_2,EMP1.6,60,16852,Grasse,Sous-préfecture,06,49792,23460,CF-402,CF-402,4.0,Fédération Française d'éducation physique et de gymnastique volontaire,Fédération multisports affinitaire,76.7
3366,06069,TYPEMR|3|2,csp_7_8,dip|1|5,False,92,ACT2.1,Male,A,NZ,65,65,684a,CDI,O,C,ct_9,1820.0,tr_3,csp_6_8,EMP1.6,60,15447,Grasse,Sous-préfecture,06,49792,23460,,,,,,62.0
3370,06069,TYPEMR|4|4,csp_7_8,dip|1,False,69,ACT2.1,Male,A,FZ,74,74,632a,CDI,O,C,ct_9,1820.0,tr_3,csp_6_3,EMP1.6,57,11699,Grasse,Sous-préfecture,06,49792,23460,,,,,,83.7
3371,06069,TYPEMR|4|4,csp_7_5,dip|1|5,False,87,ACT2.1,Female,A,OZ,95,95,467d,CDI,O,C,ct_8,2044.0,tr_6,csp_4_6,EMP1.6,65,19531,Grasse,Sous-préfecture,06,49792,23460,,,,,,84.4
3383,06069,TYPEMR|4|4,csp_7_5,dip|1|7,False,76,ACT2.1,Female,A,QB,83,83,422a,CDI,O,P,ct_8,647.0,tr_4,csp_4_2,EMP1.6,65,22997,Grasse,Sous-préfecture,06,49792,23460,,,,,,64.1
3385,06069,TYPEMR|4|4,csp_7_8,dip|2,False,92,ACT2.1,Female,A,MC,30,34,643a,CDI,O,P,,296.0,,csp_6_4,EMP1.6,65,15119,Grasse,Sous-préfecture,06,49792,23460,,,,,,68.8
3387,06069,TYPEMR|1|2,csp_7_7,dip|1|3,False,79,ACT2.1,Female,A,QB,77,75,543c,CDI,O,C,ct_8,1799.0,tr_6,csp_5_4,EMP1.6,60,17029,Grasse,Sous-préfecture,06,49792,23460,,,,,,86.9
3394,06069,TYPEMR|4|4,csp_7_7,dip|1|2,False,69,ACT2.1,Female,A,TZ,73,73,563a,CDI,O,P,,451.0,,csp_5_6,EMP1.6,60,10212,Grasse,Sous-préfecture,06,49792,23460,,,,,,72.8
3396,06069,TYPEMR|1|2,csp_7_7,dip|3,False,80,ACT2.1,Female,A,QB,75,75,525a,CDI,O,P,ct_8,871.0,tr_2,csp_5_2,EMP1.6,60,11048,Grasse,Sous-préfecture,06,49792,23460,,,,,,86.9
3402,06073,TYPEMR|1|2,csp_7_7,dip|1|1,False,77,ACT2.1,Female,A,PZ,45,45,525a,CDI,O,P,ct_8,1684.0,tr_3,csp_5_2,EMP1.6,60,11359,Isola,Commune simple,06,665,23460,,,,,,72.9
3403,06073,TYPEMR|4|4,csp_7_4,dip|1|1,False,89,ACT2.1,Male,E,CG,25,25,374d,CDI,O,C,ct_9,1791.0,tr_6,csp_3_7,EMP1.6,60,32824,Isola,Commune simple,06,665,23460,,,,,,77.7
3435,06079,TYPEMR|1|2,csp_7_7,dip|1|1,False,70,ACT2.1,Female,A,QB,33,33,526a,CDI,O,C,ct_8,1820.0,tr_4,csp_5_2,EMP1.6,60,16601,Mandelieu-la-Napoule,Chef-lieu canton,06,22281,23460,,,,,,76.4
3447,06083,TYPEMR|4|1,csp_7_8,dip|1,False,74,ACT2.1,Male,E,NZ,86,86,643a,CDI,O,C,ct_9,1632.0,tr_1,csp_6_4,EMP1.6,60,17470,Menton,Chef-lieu canton,06,30981,23460,CF-132,CF-132,1.0,Fédération Française de golf,Fédération unisport olympique,69.1
3458,06083,TYPEMR|3|2,csp_7_5,dip|1|6,False,59,ACT2.1,Female,E,QB,21,21,451h,CDI,O,C,ct_3,1820.0,tr_3,csp_4_5,EMP1.6,59,21292,Menton,Chef-lieu canton,06,30981,23460,CF-402,CF-402,4.0,Fédération Française d'éducation physique et de gymnastique volontaire,Fédération multisports affinitaire,72.2
3459,06083,TYPEMR|4|4,csp_7_5,dip|1|6,False,67,ACT2.1,Male,E,NZ,59,62,479b,CDI,O,C,ct_8,1559.0,tr_3,csp_4_7,EMP1.6,60,13808,Menton,Chef-lieu canton,06,30981,23460,,,,,,70.6
3480,06083,TYPEMR|1|2,csp_7_7,dip|1|3,False,68,ACT2.1,Female,A,OZ,67,67,524c,AUT,X,P,ct_2,1352.0,tr_1,csp_5_2,EMP1.3,65,11048,Menton,Chef-lieu canton,06,30981,23460,,,,,,76.6
3485,06083,TYPEMR|3|1,csp_7_8,dip|1|2,False,65,ACT2.1,Male,A,NZ,13,13,684a,CDI,O,C,ct_9,1764.0,tr_5,csp_6_8,EMP1.6,62,25519,Menton,Chef-lieu canton,06,30981,23460,,,,,,73.7
3490,06083,TYPEMR|1|2,csp_7_7,dip|1|3,False,75,ACT2.1,Female,A,QB,43,43,563a,CDI,O,N,ct_7,1348.0,tr_1,csp_5_6,EMP1.6,65,11048,Menton,Chef-lieu canton,06,30981,23460,,,,,,65.9
3496,06084,TYPEMR|4|4,csp_7_7,dip|2,False,64,ACT2.1,Female,A,PZ,56,35,543g,CDI,O,C,ct_4,1838.0,tr_3,csp_5_4,EMP1.6,60,16899,Mouans-Sartoux,Commune simple,06,10169,23460,,,,,,76.1
3499,06084,TYPEMR|1|1,csp_7_8,dip|1|3,False,86,ACT2.1,Male,E,HZ,24,19,641a,CDI,O,C,ct_9,1731.0,tr_4,csp_6_4,EMP1.6,60,16563,Mouans-Sartoux,Commune simple,06,10169,23460,,,,,,63.7
3519,06085,TYPEMR|4|4,csp_7_5,dip|1|3,False,74,ACT2.1,Male,E,PZ,35,35,422c,CDI,O,P,ct_8,379.0,tr_4,csp_4_2,EMP1.6,52,24642,Mougins,Chef-lieu canton,06,20421,23460,,,,,,76.1
3523,06085,TYPEMR|4|4,csp_7_5,dip|1|4,False,78,ACT2.1,Male,E,HZ,77,77,466c,CDI,O,C,ct_9,1766.0,tr_1,csp_4_6,EMP1.6,60,22102,Mougins,Chef-lieu canton,06,20421,23460,CF-242,CF-242,2.0,Fédération Française de pétanque et jeu provençal,Fédération unisport non olympique,82.6
3525,06085,TYPEMR|4|4,csp_7_5,dip|1|7,False,77,ACT2.1,Male,E,HZ,11,11,451a,CDI,O,C,ct_9,1820.0,tr_1,csp_4_5,EMP1.6,57,19454,Mougins,Chef-lieu canton,06,20421,23460,,,,,,60.0
3527,06085,TYPEMR|4|4,csp_7_8,dip|1|1,False,81,ACT2.1,Male,E,FZ,93,75,632g,CDI,O,C,ct_9,1593.0,tr_0,csp_6_3,EMP1.6,60,21840,Mougins,Chef-lieu canton,06,20421,23460,,,,,,86.9
3543,06088,TYPEMR|1|1,csp_7_5,dip|1|4,False,65,ACT2.1,Male,A,PZ,92,75,461d,CDI,O,C,ct_8,1437.0,tr_3,csp_4_6,EMP1.6,65,15010,Nice,Préfecture,06,345528,23460,,,,,,86.9
3545,06088,TYPEMR|4|4,csp_7_5,dip|1|7,False,70,ACT2.1,Female,A,CH,65,65,461b,CDI,O,C,ct_9,2013.0,tr_2,csp_4_6,EMP1.6,55,18337,Nice,Préfecture,06,345528,23460,,,,,,62.0
3554,06088,TYPEMR|4|4,csp_7_5,dip|1|6,False,71,ACT2.1,Female,A,CK,69,69,462e,CDI,O,C,ct_9,1700.0,tr_5,csp_4_6,EMP1.6,60,15242,Nice,Préfecture,06,345528,23460,,,,,,79.4
3557,06088,TYPEMR|1|2,csp_7_5,dip|1|7,False,80,ACT2.1,Female,E,OZ,30,30,451g,AUT,O,P,ct_2,1683.0,tr_2,csp_4_5,EMP1.5,60,15063,Nice,Préfecture,06,345528,23460,,,,,,66.2
3564,06088,TYPEMR|1|1,csp_7_5,dip|1|1,False,83,ACT2.1,Male,E,GZ,28,91,463c,CDI,O,C,ct_9,1813.0,tr_3,csp_4_6,EMP1.6,62,34196,Nice,Préfecture,06,345528,23460,,,,,,83.9
3572,06088,TYPEMR|1|1,csp_7_5,dip|1|5,False,84,ACT2.1,Male,A,CM,13,13,483a,CDI,O,C,ct_9,1837.0,tr_5,csp_4_8,EMP1.6,63,25369,Nice,Préfecture,06,345528,23460,,,,,,73.7
3586,06088,TYPEMR|4|4,csp_7_8,dip|1,False,79,ACT2.1,Male,A,HZ,13,13,641a,CDI,O,C,ct_9,1032.0,tr_3,csp_6_4,EMP1.6,60,15630,Nice,Préfecture,06,345528,23460,,,,,,73.7
3595,06088,TYPEMR|1|1,csp_7_4,dip|1|8,False,70,ACT2.1,Male,A,CI,29,29,387d,CDI,O,C,ct_9,1820.0,tr_4,csp_3_8,EMP1.6,60,21926,Nice,Préfecture,06,345528,23460,,,,,,67.0
3600,06088,TYPEMR|4|4,csp_7_7,dip|1|2,False,74,ACT2.1,Female,A,QB,72,72,526d,CDI,O,C,ct_8,1799.0,tr_2,csp_5_2,EMP1.6,60,14997,Nice,Préfecture,06,345528,23460,,,,,,69.0
3601,06088,TYPEMR|4|4,csp_7_7,dip|1|3,False,66,ACT2.1,Male,E,QB,,,543h,CDI,O,C,ct_8,1608.0,tr_3,csp_5_4,EMP1.6,60,22714,Nice,Préfecture,06,345528,23460,,,,,,
3603,06088,TYPEMR|1|2,csp_7_7,dip|1|1,False,96,ACT2.1,Female,A,GZ,45,45,543b,CDI,O,C,ct_9,1916.0,tr_5,csp_5_4,EMP1.6,60,13586,Nice,Préfecture,06,345528,23460,,,,,,72.9
3605,06088,TYPEMR|1|1,csp_7_5,dip|1|3,False,86,ACT2.1,Male,A,PZ,75,75,423a,CDI,O,C,ct_6,1726.0,tr_1,csp_4_2,EMP1.6,59,13398,Nice,Préfecture,06,345528,23460,,,,,,86.9
3609,06088,TYPEMR|1|2,csp_7_5,dip|2,False,78,ACT2.1,Female,A,MA,44,44,461d,CDI,O,P,ct_8,1257.0,tr_2,csp_4_6,EMP1.6,60,19051,Nice,Préfecture,06,345528,23460,,,,,,76.6
3612,06088,TYPEMR|4|4,csp_7_4,dip|1|5,False,75,ACT2.1,Female,E,OZ,80,80,343a,AUT,O,C,ct_1,1820.0,tr_2,csp_3_4,EMP1.2,57,19920,Nice,Préfecture,06,345528,23460,,,,,,70.4
3619,06088,TYPEMR|1|2,csp_7_7,dip|1|7,False,76,ACT2.1,Female,E,OZ,75,93,523b,CDI,O,C,ct_1,1820.0,tr_6,csp_5_2,EMP1.6,55,28467,Nice,Préfecture,06,345528,23460,,,,,,82.5
3625,06088,TYPEMR|4|4,csp_7_7,dip|1|1,False,82,ACT2.1,Female,A,QB,77,93,526d,CDI,O,C,ct_8,2814.0,tr_4,csp_5_2,EMP1.6,65,20938,Nice,Préfecture,06,345528,23460,,,,,,82.5
3629,06088,TYPEMR|4|4,csp_7_4,dip|1|7,False,88,ACT2.1,Male,A,CG,94,75,382c,CDI,O,C,ct_9,1446.0,tr_1,csp_3_8,EMP1.6,59,26428,Nice,Préfecture,06,345528,23460,,,,,,86.9
3630,06088,TYPEMR|1|2,csp_7_7,dip|1|3,False,90,ACT2.1,Female,A,QB,68,68,525d,CDI,O,C,ct_8,1258.0,tr_3,csp_5_2,EMP1.6,60,11925,Nice,Préfecture,06,345528,23460,,,,,,78.0
3633,06088,TYPEMR|1|2,csp_7_5,dip|2,False,90,ACT2.1,Female,A,RZ,,,468a,CDI,O,C,ct_9,987.0,tr_0,csp_4_6,EMP1.6,60,12651,Nice,Préfecture,06,345528,23460,,,,,,
3634,06088,TYPEMR|4|4,csp_7_5,dip|1|6,False,84,ACT2.1,Female,A,QB,10,10,435b,CDI,O,C,ct_8,1776.0,tr_1,csp_4_3,EMP1.6,54,11021,Nice,Préfecture,06,345528,23460,,,,,,68.7
3642,06088,TYPEMR|3|2,csp_7_8,dip|1|5,False,64,ACT2.1,Male,A,CK,80,80,623a,CDI,O,C,ct_9,456.0,tr_4,csp_6_2,EMP1.6,64,25290,Nice,Préfecture,06,345528,23460,,,,,,70.4
3651,06088,TYPEMR|4|4,csp_7_7,dip|1|1,False,71,ACT2.1,Female,A,QA,95,94,526a,CDI,O,C,ct_9,2063.0,tr_4,csp_5_2,EMP1.6,60,17342,Nice,Préfecture,06,345528,23460,,,,,,86.1
3653,06088,TYPEMR|1|2,csp_7_5,dip|1|2,False,76,ACT2.1,Female,A,RZ,73,73,424a,CDI,O,C,,427.0,,csp_4_2,EMP1.6,60,20634,Nice,Préfecture,06,345528,23460,CF-134,CF-134,1.0,FF de karaté et disciplines associées,Fédération unisport olympique,72.8
3668,06088,TYPEMR|1|2,csp_7_7,dip|1|3,False,85,ACT2.1,Female,A,QB,78,78,526a,CDI,O,C,ct_8,2890.0,tr_3,csp_5_2,EMP1.6,65,21562,Nice,Préfecture,06,345528,23460,,,,,,86.9
3680,06088,TYPEMR|4|4,csp_7_5,dip|1|3,False,73,ACT2.1,Male,E,EZ,29,29,485a,CDI,O,C,ct_9,1799.0,tr_2,csp_4_8,EMP1.6,60,25498,Nice,Préfecture,06,345528,23460,,,,,,67.0
3683,06088,TYPEMR|4|4,csp_7_7,dip|1|1,False,70,ACT2.1,Female,A,QB,33,33,526d,CDI,O,P,ct_8,1063.0,tr_4,csp_5_2,EMP1.6,62,17038,Nice,Préfecture,06,345528,23460,,,,,,76.4
3685,06088,TYPEMR|4|3,csp_7_8,dip|1|1,False,62,ACT2.1,Male,A,HZ,93,95,652a,CDI,O,C,ct_9,1517.0,tr_4,csp_6_5,EMP1.6,60,28079,Nice,Préfecture,06,345528,23460,,,,,,84.4
