PRIMARY_KEY,Working_hours,TYPE_OF_CONTRACT,company_category,Work_condition,ECO_SECT,job_desc,employee_count,Job_dep,remuneration,job_category
33108,1669,"APP","ct_9","C","JC","388a","tr_5","38",19608,"A"
33109,1883,"CDI","ct_9","C","HZ","333c","tr_6","38",37517,"O"
33110,706,"CDI","ct_9","C","CH","543g","tr_0","38",17066,"O"
33118,1197,"CDI","ct_9","C","PZ","423b","tr_1","38",18888,"O"
33125,1669,"AUT","ct_1","C","PZ","531c","tr_6","47",21285,"O"
33137,1820,"CDI","ct_9","C","CI","387b","tr_6","38",47457,"O"
33138,1721,"CDI","ct_9","C","GZ","634c","tr_1","38",15623,"O"
33141,1964,"CDI","ct_9","C","CI","462c","tr_6","38",34825,"O"
33142,1581,"CDI","ct_9","C","HZ","643a","tr_3","38",13671,"O"
33150,459,"AUT","ct_3","P","QA","526a","tr_6","38",14979,"O"
33152,1478,"CDI","ct_9","C","HZ","521a","tr_4","38",13617,"O"
33154,1732,"CDI","ct_5","C","LZ","451g","tr_3","38",27896,"O"
33155,1708,"CDI","ct_9","C","FZ","372a","tr_4","69",47590,"O"
33158,1820,"CDI","ct_9","C","CI","383a","tr_6","38",60334,"O"
33167,1872,"CDI","ct_8","C","QB","434d","tr_4","38",18795,"O"
33175,1819,"CDI","ct_2","C","OZ","333f","tr_6","38",34672,"O"
33182,1651,"CDI","ct_9","C","CK","474c","tr_6","38",32449,"O"
33187,367,"CDI","ct_9","C","IZ","636d","tr_1","69",5930,"O"
33188,2070,"CDI","ct_9","C","MB","383a","tr_6","38",54615,"O"
33189,1820,"CDI","ct_9","C","EZ","684b","tr_3","69",27783,"O"
33198,380,"CDI","ct_9","P","GZ","551a","tr_3","38",3363,"O"
33209,832,"CDI","ct_9","C","FZ","477c","tr_4","38",15512,"O"
33210,787,"CDD","ct_9","C","NZ","534a","tr_0","73",7492,"O"
33214,966,"CDI","ct_8","P","QA","431e","tr_6","38",20637,"O"
33216,1687,"CDI","ct_9","C","FZ","543e","tr_2","38",22590,"O"
33228,1820,"CDI","ct_2","C","OZ","333f","tr_6","38",23983,"O"
33230,1771,"CDI","ct_9","C","SZ","388c","tr_1","38",39220,"O"
33234,1991,"CDI","ct_4","C","PZ","422b","tr_5","38",50759,"O"
33235,1778,"CDI","ct_9","C","KZ","467a","tr_6","92",42842,"O"
33269,181,"TTP","ct_9","C","NZ","676c","tr_1","38",1958,"O"
33275,1201,"CDI","ct_9","C","MA","388a","tr_5","90",18011,"O"
33278,688,"CDI","ct_9","C","FZ","477b","tr_2","69",29640,"O"
33284,1603,"CDI","ct_5","C","MB","461b","tr_6","69",22379,"O"
33285,1820,"CDI","ct_9","C","JC","388c","tr_5","38",42464,"O"
33303,1820,"CDI","ct_9","C","MA","387f","tr_2","69",43782,"O"
33305,1722,"CDI","ct_9","C","HZ","653a","tr_4","38",20754,"O"
33312,151,"CDI",NA,"C","OZ","451g",NA,"38",2959,"O"
33315,1456,"AUT","ct_2","P","QB","434d","tr_3","38",21609,"O"
33317,1337,"CDI","ct_8","P","QB","525d","tr_4","38",13411,"O"
33321,1920,"CDI","ct_9","C","CG","385b","tr_3","69",36253,"O"
33323,776,"CDD","ct_1","P","PZ","422e","tr_6","38",6976,"O"
33325,869,"CDI","ct_6","C","MC","311e","tr_1","38",7269,"O"
33334,1415,"AUT","ct_8","P","RZ","435b","tr_3","38",10629,"X"
33335,1820,"CDI","ct_3","C","QA","523d","tr_6","38",16629,"O"
33336,1910,"CDI","ct_9","C","JC","388c","tr_5","38",29524,"O"
33337,1588,"CDI","ct_9","C","GZ","554b","tr_1","38",28558,"O"
33339,1757,"CDI","ct_9","C","CJ","475b","tr_3","38",28963,"O"
33342,2072,"CDI","ct_5","C","MB","342g","tr_6","38",31089,"O"
33350,1849,"CDI","ct_9","C","DZ","477b","tr_6","38",42264,"O"
33363,1974,"CDI","ct_9","C","QA","526e","tr_1","38",29719,"O"
33367,1836,"CDI","ct_9","C","GZ","543f","tr_2","38",27122,"O"
33377,1771,"CDI","ct_9","C","NZ","487a","tr_6","69",25693,"O"
33380,174,"AUT",NA,"C","PZ","422e",NA,"38",3509,"O"
33381,1525,"CDI","ct_9","C","KZ","463b","tr_4","92",42995,"O"
33382,1388,"APP","ct_9","C","SZ","562b","tr_1","38",9660,"A"
33383,1796,"CDI","ct_9","C","MB","385b","tr_6","38",57025,"O"
33385,1820,"AUT","ct_1","C","OZ","332a","tr_5","38",38241,"O"
33386,1851,"CDI","ct_9","C","GZ","344d","tr_2","07",37916,"O"
33390,1456,"CDI","ct_9","P","NZ","388a","tr_5","38",27824,"O"
33401,759,"CDD","ct_9","C","MC","542a","tr_4","38",9536,"O"
33411,880,"CDI","ct_9","C","CJ","473c","tr_5","38",40610,"O"
33418,1674,"CDI","ct_9","C","JB","478d","tr_4","69",19146,"O"
33425,1877,"CDI","ct_9","C","CH","474c","tr_1","38",21341,"O"
33428,1560,"CDI","ct_9","P","CA","461f","tr_4","69",21272,"O"
33431,1934,"CDI","ct_9","C","CM","433c","tr_1","69",22863,"O"
33441,482,"CDI","ct_9","C","CJ","373a","tr_1","38",17912,"O"
33445,1550,"CDI","ct_9","C","GZ","634c","tr_1","38",12745,"O"
33449,898,"APP","ct_9","C","GZ","682a","tr_1","38",4110,"A"
33453,2028,"AUT","ct_1","C","OZ","532a","tr_6","36",23985,"O"
33454,1732,"CDI","ct_9","P","GZ","551a","tr_0","38",17676,"O"
33457,1040,"CDI","ct_9","P","JA","542b","tr_1","77",9113,"O"
33459,1327,"CDI","ct_3","P","QA","451h","tr_6","38",24731,"O"
33465,1820,"CDI","ct_9","C","KZ","467b","tr_5","38",32550,"O"
33467,1608,"CDI","ct_9","C","QA","431d","tr_5","69",35330,"O"
33472,2687,"CDI","ct_7","N","QB","563a","tr_1","38",10209,"O"
33474,1820,"CDI","ct_9","C","FZ","632c","tr_1","38",14009,"O"
33477,438,"TTP","ct_9","C","NZ","624b","tr_2","38",5444,"O"
33480,683,"TTP","ct_9","C","NZ","681a","tr_1","69",7927,"O"
33482,1187,"AUT","ct_9","C","GZ","682a","tr_1","38",7673,"X"
33489,1820,"CDI","ct_3","C","QA","332b","tr_6","38",28640,"O"
33506,1686,"CDI","ct_9","C","CB","627a","tr_5","38",23818,"O"
33508,2200,"CDI","ct_9","C","QA","526e","tr_2","38",22394,"O"
33514,1820,"CDI","ct_3","C","QA","332b","tr_6","38",31723,"O"
33525,320,"CDI","ct_9","P","SZ","563b","tr_3","38",2344,"O"
33539,1484,"AUT","ct_9","C","MC","564b","tr_6","92",10745,"X"
33542,1820,"CDI","ct_8","C","QB","434f","tr_6","38",19870,"O"
33550,1487,"CDI","ct_9","C","PZ","423a","tr_1","38",14104,"O"
33551,1489,"CDI","ct_9","C","FZ","632a","tr_3","69",27822,"O"
33554,538,"AUT","ct_8","C","QB","525d","tr_3","38",4733,"X"
33558,1906,"CDI","ct_9","C","JC","388a","tr_6","92",26848,"O"
33569,1820,"CDI","ct_9","C","FZ","382d","tr_4","38",57688,"O"
33572,1889,"CDI","ct_9","C","MA","479b","tr_4","69",28587,"O"
33580,2008,"AUT","ct_1","C","PZ","422b","tr_4","38",44347,"O"
33584,2200,"CDI","ct_9","C","HZ","641a","tr_3","38",27817,"O"
33587,1298,"CDI","ct_9","C","FZ","463e","tr_3","38",15236,"O"
33592,1740,"CDI","ct_9","C","JA","372a","tr_4","38",70526,"O"
33598,1680,"CDI","ct_9","C","KZ","526b","tr_1","38",31871,"O"
33600,1542,"CDI","ct_9","C","CI","482a","tr_5","38",46909,"O"
33601,1874,"CDI","ct_9","C","GZ","651a","tr_2","38",19571,"O"
33602,1328,"CDD","ct_8","P","QB","434d","tr_4","38",13110,"O"
33610,1245,"TTP","ct_9","C","NZ","676e","tr_1","38",10140,"O"
33618,1994,"CDI","ct_9","C","CH","543g","tr_3","92",46343,"O"
33625,1455,"CDI","ct_9","C","CG","477b","tr_4","38",25479,"O"
33633,645,"CDI","ct_8","P","QB","563b","tr_5","38",5283,"O"
33634,1560,"CDI","ct_9","C","GZ","551a","tr_1","38",14363,"O"
33638,1437,"CDI","ct_9","C","HZ","641a","tr_5","69",21802,"O"
33640,1653,"CDI","ct_9","C","CC","485b","tr_1","38",23411,"O"
33644,1512,"CDI","ct_9","C","CH","628c","tr_6","38",26804,"O"
33662,1739,"CDI","ct_9","C","CM","673a","tr_2","38",16518,"O"
33663,1617,"CDI","ct_9","C","JA","388a","tr_1","38",44897,"O"
33666,2043,"CDI","ct_9","C","QA","525d","tr_6","38",19966,"O"
33671,2072,"CDI","ct_5","C","MB","342g","tr_6","38",50762,"O"
33673,1820,"CDI","ct_8","C","QB","434d","tr_3","38",26580,"O"
33676,1981,"CDI","ct_8","C","OZ","461d","tr_6","38",20157,"O"
33677,1619,"CDI","ct_8","C","SZ","373d","tr_2","38",35681,"O"
33680,1029,"AUT","ct_3","P","QA","431f","tr_6","38",15934,"O"
33681,1563,"APP","ct_9","C","CH","673b","tr_2","69",13390,"A"
33683,1325,"CDI","ct_9","C","CM","673b","tr_2","38",18773,"O"
33691,1967,"CDI","ct_9","C","HZ","641a","tr_2","38",22535,"O"
33692,1880,"CDI","ct_9","C","JC","388a","tr_5","69",45442,"O"
33694,1707,"CDI","ct_9","C","HZ","461f","tr_6","69",20704,"O"
33696,1919,"CDI","ct_9","C","HZ","451a","tr_6","69",25073,"O"
33701,1820,"AUT","ct_2","C","QB","563b","tr_6","38",26077,"O"
33702,1714,"CDI","ct_9","C","JC","544a","tr_1","38",17848,"O"
33704,1248,"CDI","ct_9","C","GZ","433d","tr_1","26",16114,"O"
33719,789,"CDI","ct_8","P","SZ","422e","tr_3","38",7388,"O"
33720,1772,"CDI","ct_9","C","FZ","673c","tr_1","69",31233,"O"
33724,1474,"CDI","ct_9","C","HZ","676c","tr_3","38",14957,"O"
33727,1820,"CDI","ct_9","C","CM","474b","tr_6","38",34327,"O"
33728,595,"CDI","ct_9","C","NZ","381c","tr_3","38",4974,"O"
33733,1856,"CDI","ct_9","P","QA","431f","tr_6","38",24026,"O"
33735,172,"CDI","ct_9","C","LZ","461f","tr_2","38",5799,"O"
33742,1694,"CDI","ct_9","C","CL","673c","tr_5","38",21330,"O"
33752,2044,"CDI","ct_8","C","OZ","545d","tr_6","38",25041,"O"
33754,1691,"CDI","ct_9","C","MA","475b","tr_6","92",57417,"O"
33757,1820,"CDI","ct_8","C","PZ","421b","tr_3","69",31144,"O"
33758,1092,"CDI","ct_8","P","QB","431f","tr_3","38",16478,"O"
33759,1656,"CDI","ct_9","C","HZ","634c","tr_3","69",36105,"O"
33762,1157,"CDI","ct_8","C","QB","525d","tr_0","38",9091,"O"
33766,390,"CDI","ct_9","C","MA","487a","tr_5","26",5198,"O"
33774,364,"CDI","ct_9","C","CA","554a","tr_1","38",4761,"O"
33776,1617,"CDI","ct_9","C","MC","311e","tr_1","38",41920,"O"
33783,991,"CDI","ct_9","C","FZ","632a","tr_2","69",8814,"O"
33790,2071,"CDI","ct_5","C","MB","342g","tr_6","38",38768,"O"
33793,1881,"CDI","ct_9","C","CH","474c","tr_2","73",32921,"O"
33795,1479,"CDI","ct_9","C","NZ","534a","tr_0","38",13129,"O"
33797,1240,"TTP","ct_9","N","NZ","632a","tr_1","38",16041,"O"
33805,1597,"CDI","ct_9","C","GZ","374a","tr_1","69",44687,"O"
33806,1818,"AUT","ct_3","C","QA","431f","tr_6","73",20846,"O"
33807,2088,"CDI","ct_9","C","GZ","374a","tr_5","38",45105,"O"
33814,1755,"CDI","ct_8","P","QB","526a","tr_6","38",23701,"O"
33822,1771,"CDI","ct_9","C","LZ","542a","tr_1","38",21336,"O"
33825,910,"CDI","ct_8","P","QA","432b","tr_6","38",16804,"O"
33826,705,"CDI","ct_9","C","KZ","461d","tr_1","38",9026,"O"
33831,1222,"CDI","ct_9","P","CA","625g","tr_3","38",15607,"O"
33837,915,"AUT","ct_9","C","QA","432d","tr_4","34",5014,"X"
33838,1784,"CDI","ct_9","C","CB","627a","tr_6","38",19875,"O"
33840,2002,"CDI","ct_9","C","MA","383a","tr_5","38",30478,"O"
33847,976,"CDD","ct_8","C","QB","525d","tr_2","38",8841,"O"
33848,1250,"CDI","ct_9","P","NZ","488a","tr_3","38",16029,"O"
33851,1172,"CDI","ct_9","C","GZ","674c","tr_4","69",16289,"O"
33853,1968,"CDI","ct_9","C","FZ","623e","tr_5","38",25872,"O"
33854,1120,"CDI","ct_9","C","IZ","636d","tr_6","69",15297,"O"
33856,1452,"CDI","ct_9","P","CM","673c","tr_5","38",19743,"O"
33857,1387,"CDI","ct_9","P","QA","525d","tr_5","38",11145,"O"
33861,1919,"CDI","ct_9","C","HZ","451a","tr_6","69",25683,"O"
33864,692,"TTP","ct_9","C","NZ","676e","tr_1","38",6414,"O"
33865,1913,"CDI","ct_9","C","JC","388a","tr_6","92",26091,"O"
33866,1494,"APP","ct_9","C","CA","683a","tr_2","38",10141,"A"
33867,811,"CDI","ct_9","P","PZ","342b","tr_6","38",30381,"O"
33868,358,"AUT","ct_9","C","CK","474b","tr_6","74",2013,"X"
33871,1743,"CDI","ct_9","C","CG","373c","tr_4","38",32423,"O"
33872,1321,"CDI","ct_9","C","CC","465a","tr_5","38",18520,"O"
33875,1820,"CDI","ct_9","C","MA","388a","tr_2","38",43558,"O"
33877,296,"CDI",NA,"C","JA","353c",NA,"38",4811,"O"
33880,1913,"CDI","ct_9","C","HZ","676c","tr_4","38",23312,"O"
33881,2028,"AUT","ct_1","C","OZ","532a","tr_6","36",22038,"O"
33900,1820,"CDI","ct_8","C","PZ","421b","tr_5","38",23831,"O"
33902,1168,"CDI","ct_9","C","HZ","546d","tr_5","69",23682,"O"
33903,1057,"CDI","ct_6","P","FZ","681a","tr_1","38",9313,"O"
33905,988,"CDI","ct_9","P","NZ","684a","tr_5","69",9598,"O"
33906,1820,"CDI","ct_9","C","FZ","681b","tr_1","38",22075,"O"
33907,1974,"CDI","ct_9","C","CH","373c","tr_4","38",48792,"O"
33910,1820,"CDI","ct_9","C","NZ","534a","tr_4","38",19891,"O"
33914,1856,"CDI","ct_9","C","GZ","462b","tr_3","38",20711,"O"
33916,1820,"CDI","ct_9","C","NZ","534a","tr_6","69",20670,"O"
33917,770,"CDI",NA,"P","QB","563b",NA,"38",6366,"O"
33919,1461,"CDI","ct_9","C","FZ","461f","tr_5","38",20146,"O"
33923,1652,"CDD","ct_9","C","NZ","684a","tr_6","69",17658,"O"
33935,1292,"CDI","ct_9","C","NZ","486e","tr_6","38",16416,"O"
33940,1733,"CDI","ct_9","C","GZ","462b","tr_2","38",24442,"O"
33949,292,"AUT",NA,"C","TZ","563c",NA,"38",3227,"O"
33950,1865,"CDI","ct_8","C","SZ","433a","tr_4","69",24331,"O"
33957,1456,"CDI","ct_9","P","HZ","543b","tr_6","69",22032,"O"
33959,1575,"CDI","ct_8","C","SZ","543g","tr_3","38",20791,"O"
33965,1628,"CDI","ct_9","C","CK","474c","tr_6","38",17564,"O"
33966,127,"CDI",NA,"C","QB","525d",NA,"69",1161,"O"
33972,1213,"CDI","ct_8","C","PZ","421b","tr_2","38",20914,"O"
33977,761,"CDI","ct_9","P","IZ","643a","tr_3","38",7391,"O"
33982,1744,"CDI","ct_1","C","PZ","451e","tr_6","38",20409,"O"
33984,593,"APP","ct_9","C","CA","683a","tr_1","38",1584,"A"
33987,237,"TTP","ct_9","N","NZ","551a","tr_1","38",2612,"O"
33991,1990,"CDI","ct_9","C","CJ","373a","tr_6","38",38584,"O"
34003,536,"CDI","ct_9","C","FZ","681a","tr_1","38",5154,"O"
34005,1820,"CDI","ct_9","C","GZ","385c","tr_5","69",41677,"O"
34011,567,"CDI","ct_9","P","IZ","561c","tr_1","38",4964,"O"
34021,774,"CDI",NA,"C","MA","632k",NA,"38",8545,"O"
34023,1414,"CDI","ct_9","C","CL","474c","tr_6","38",23575,"O"
34028,1353,"CDI","ct_6","P","QA","542a","tr_1","38",18395,"O"
34030,1757,"CDI","ct_9","C","MA","388a","tr_2","38",31080,"O"
34037,1467,"CDI","ct_9","C","QB","526c","tr_1","38",15145,"O"
34039,1159,"CDI","ct_9","C","SZ","562b","tr_1","07",8306,"O"
34040,797,"CDI",NA,"P","OZ","563a",NA,"38",4572,"O"
34042,1820,"CDI","ct_8","C","PZ","461e","tr_5","69",27074,"O"
34053,794,"CDI","ct_9","C","GZ","462a","tr_2","38",15952,"O"
34055,1697,"CDI","ct_9","C","MA","387c","tr_1",NA,31414,"O"
34065,1092,"CDI","ct_9","P","CM","462e","tr_1","38",14337,"O"
34070,1799,"CDI","ct_9","C","CJ","374b","tr_6","38",41601,"O"
34071,2045,"CDI","ct_9","C","KZ","376d","tr_1","69",37750,"O"
34076,599,"CDI","ct_8","C","QB","526a","tr_3","38",8154,"O"
34092,1729,"CDI","ct_9","C","CI","383c","tr_3","38",34568,"O"
34095,1822,"CDI","ct_9","C","CG","674a","tr_4","38",18449,"O"
34097,1652,"CDI","ct_9","C","FZ","481b","tr_4","69",33802,"O"
34098,949,"CDI","ct_9","C","GZ","374d","tr_4","38",37948,"O"
34101,1715,"CDI","ct_9","C","FZ","632f","tr_5","38",20324,"O"
34103,1961,"CDI","ct_5","C","MB","461f","tr_6","38",27170,"O"
34107,1930,"CDI","ct_9","C","KZ","467c","tr_2","26",33129,"O"
34109,1820,"CDI","ct_8","C","QA","344d","tr_6","38",63240,"O"
34118,1792,"CDI","ct_9","C","KZ","376e","tr_3","38",38684,"O"
34119,NA,"CDI",NA,"P","OZ","335a",NA,"38",4190,"O"
34120,1801,"AUT","ct_8","C","QB","676e","tr_6","38",9026,"X"
34123,1081,"CDI","ct_9","C","IZ","488b","tr_1","38",13774,"O"
34126,982,"CDI","ct_8","C","SZ","423b","tr_1","38",12524,"O"
34128,1818,"CDI","ct_9","C","GZ","463c","tr_1","38",26793,"O"
34129,1331,"CDI","ct_9","C","CJ","622c","tr_6","69",23407,"O"
34145,226,"CDI","ct_9","P","CM","542b","tr_6","69",17426,"O"
34157,1120,"CDI","ct_9","C","JC","388c","tr_2","38",16121,"O"
34158,1744,"CDI","ct_9","C","GZ","553c","tr_1","26",18424,"O"
34160,1834,"CDI","ct_9","C","MB","385a","tr_6","38",55911,"O"
34175,1176,"CDI","ct_8","P","PZ","525a","tr_2","38",10265,"O"
34177,1515,"CDI","ct_6","C","QA","526b","tr_1","38",22235,"O"
34181,1766,"CDI","ct_8","C","IZ","434c","tr_1","38",20848,"O"
34185,221,"CDI","ct_9","P","GZ","551a","tr_3","38",2366,"O"
34190,1823,"CDI","ct_9","C","HZ","451a","tr_3","38",17028,"O"
34191,1456,"CDI","ct_8","C","RZ","435a","tr_1","38",20334,"O"
34192,510,"CDI","ct_9","P","PZ","423b","tr_3","69",17649,"O"
34193,152,"CDD",NA,"C","GZ","682a",NA,"73",1436,"O"
34203,1799,"CDI","ct_9","C","CJ","388a","tr_6","38",54302,"O"
34216,1072,"CDI","ct_8","P","SZ","434c","tr_1","38",18875,"O"
34230,1567,"CDI","ct_9","C","CH","542a","tr_2","38",16963,"O"
34236,2044,"CDI","ct_8","C","OZ","376f","tr_5","38",27327,"O"
34238,1820,"CDI","ct_9","C","MA","382d","tr_3","38",39871,"O"
34244,1697,"CDI","ct_9","C","HZ","387b","tr_1","01",32664,"O"
34245,1392,"CDI","ct_9","C","GZ","676a","tr_5","38",15800,"O"
34257,2046,"CDI","ct_9","C","JC","388c","tr_3","38",34292,"O"
34259,1820,"CDI","ct_9","C","DZ","382c","tr_4","38",50467,"O"
34260,303,"CDD","ct_8","P","NZ","563c","tr_1","38",2842,"O"
34267,916,"CDI","ct_9","C","CH","467d","tr_3","38",22761,"O"
34289,1937,"CDI","ct_9","C","CJ","383b","tr_6","69",53708,"O"
34291,1453,"CDI","ct_9","C","NZ","466a","tr_1","38",10957,"O"
34293,469,"TTP","ct_9","N","NZ","652a","tr_1","38",4956,"O"
34324,1820,"CDI","ct_9","C","FZ","632c","tr_2","73",23307,"O"
34326,1876,"CDI","ct_9","C","JC","388a","tr_6","92",39655,"O"
34328,1482,"CDI","ct_9","C","JC","388c","tr_4","38",17258,"O"
34329,1400,"CDI","ct_9","C","GZ","463c","tr_1","38",14805,"O"
34334,1836,"CDI","ct_9","C","IZ","488b","tr_1","01",29161,"O"
34337,1570,"CDI","ct_9","C","MC","542a","tr_1","38",15584,"O"
34341,1820,"CDI","ct_8","C","QB","526a","tr_4","38",23662,"O"
34342,1820,"CDI","ct_9","C","CH","374d","tr_5","38",51232,"O"
34346,1539,"CDI","ct_9","P","FZ","461c","tr_4","38",13524,"O"
34353,1849,"CDI","ct_9","C","HZ","652a","tr_5","33",18716,"O"
34357,1820,"CDI","ct_9","C","CM","625h","tr_6","69",37710,"O"
34362,2188,"CDI","ct_9","P","NZ","684a","tr_6","38",25938,"O"
34364,756,"CDI",NA,"N","GZ","676a",NA,"38",5699,"O"
34367,1375,"CDI","ct_9","N","HZ","462b","tr_3","38",23775,"O"
34368,1701,"CDI","ct_9","C","CJ","672a","tr_6","38",14149,"O"
34369,1820,"CDI","ct_9","C","CI","342g","tr_5","38",48392,"O"
34375,1820,"CDI","ct_8","C","QB","431f","tr_4","38",22767,"O"
34377,585,"CDI","ct_9","P","NZ","684a","tr_1","38",4052,"O"
34378,1998,"CDI","ct_8","C","PZ","421b","tr_3","38",26697,"O"
34383,1883,"CDI","ct_9","C","HZ","333c","tr_6","38",35379,"O"
34394,287,"AUT","ct_9","C","MA","543f","tr_1","73",1167,"X"
34397,1820,"CDI","ct_8","C","SZ","543h","tr_1","38",31346,"O"
34409,1659,"CDI","ct_9","C","CI","388a","tr_3","38",38243,"O"
34410,1836,"AUT","ct_9","C","CM","623b","tr_2","74",17515,"X"
34411,1427,"CDI","ct_9","C","CH","463b","tr_4","02",34416,"O"
34413,555,"CDI","ct_9","P","FZ","461b","tr_1","38",6951,"O"
34421,1820,"CDI","ct_9","C","MA","373a","tr_2","38",50692,"O"
34422,1820,"CDI","ct_8","C","PZ","421b","tr_2","38",20347,"O"
34426,1421,"CDI","ct_9","C","GZ","653a","tr_3","38",17133,"O"
34435,1860,"CDD","ct_9","C","CA","461d","tr_6","38",27817,"O"
34440,1948,"CDI","ct_9","C","MA","375b","tr_3","69",28006,"O"
34443,1455,"AUT","ct_3","P","QA","431f","tr_6","38",28882,"O"
34456,1672,"CDI","ct_9","C","HZ","542a","tr_1","38",21710,"O"
34459,910,"CDI","ct_9","C","MA","373c","tr_4","38",48926,"O"
34466,1593,"CDI","ct_9","P","GZ","461b","tr_6","38",30871,"O"
34480,1820,"CDI","ct_9","C","JC","543h","tr_1","01",30667,"O"
34491,1744,"CDI","ct_8","C","QB","434d","tr_5","38",24562,"O"
34496,1820,"CDI","ct_9","C","MA","543b","tr_4","38",43985,"O"
34501,1461,"CDI","ct_8","P","QB","525d","tr_4","38",16356,"O"
34503,1668,"AUT","ct_2","P","PZ","421b","tr_1","38",27478,"O"
34512,1369,"TTP","ct_9","C","NZ","633a","tr_1","38",12821,"O"
34515,1375,"CDI","ct_9","C","GZ","384c","tr_4","91",40051,"O"
34516,1701,"CDI","ct_9","C","HZ","652a","tr_2","69",22108,"O"
34520,362,"CDI",NA,"C","GZ","552a",NA,"38",3649,"O"
34522,1141,"CDI","ct_9","C","GZ","462e","tr_1","38",7110,"O"
34526,1470,"CDI","ct_9","C","CG","462e","tr_1",NA,54990,"O"
34527,1506,"CDI","ct_9","C","MA","462e","tr_1","69",23957,"O"
34533,1744,"CDI","ct_1","C","PZ","451e","tr_6","38",21045,"O"
34535,1799,"CDI","ct_9","C","CJ","374b","tr_6","38",48294,"O"
34543,1711,"CDI","ct_9","C","HZ","641b","tr_6","38",26236,"O"
34545,1624,"CDI","ct_9","C","LZ","542a","tr_1","38",23551,"O"
34547,1820,"CDI","ct_9","C","CH","484b","tr_5","38",48113,"O"
34550,1418,"CDI","ct_9","C","SZ","562b","tr_1","38",11951,"O"
34557,1743,"CDI","ct_9","C","CI","388c","tr_6","38",53324,"O"
34571,1820,"AUT","ct_1","C","OZ","531a","tr_6","69",16128,"O"
34572,1687,"CDI","ct_9","C","GZ","556a","tr_4","38",16467,"O"
34578,409,"TOA","ct_9","C","LZ","561e","tr_1","38",5298,"O"
34584,1397,"CDI","ct_9","C","NZ","684a","tr_1","38",12939,"O"
34590,1439,"CDI","ct_9","P","GZ","551a","tr_4","38",13869,"O"
34596,1793,"CDI","ct_8","C","OZ","467d","tr_6","38",27291,"O"
34600,1820,"CDI","ct_9","C","MB","383a","tr_6","38",36234,"O"
34612,1330,"CDI","ct_9","C","HZ","676c","tr_6","01",17749,"O"
34618,2028,"CDI","ct_9","C","GZ","472c","tr_3","69",49294,"O"
34625,1422,"CDI","ct_9","C","GZ","554a","tr_1","38",16121,"O"
34633,1943,"CDI","ct_9","C","CH","623f","tr_3","38",18658,"O"
34639,839,"CDI","ct_8","P","QB","563b","tr_2","38",9409,"O"
34644,2072,"CDI","ct_5","C","MB","342g","tr_6","38",41397,"O"
34647,1820,"CDI","ct_8","C","QA","525d","tr_6","38",20055,"O"
34656,1699,"CDI","ct_9","C","CI","477b","tr_6","38",27900,"O"
34657,1590,"CDI","ct_9","C","CK","623f","tr_5","69",36367,"O"
34658,1816,"CDI","ct_8","C","QB","525d","tr_4","38",20960,"O"
34659,1568,"APP","ct_9","C","FZ","681b","tr_1","38",10414,"A"
34661,169,"CDI",NA,"C","RZ","424a",NA,"38",4582,"O"
34663,1917,"CDI","ct_9","P","NZ","684a","tr_3","69",17221,"O"
34669,1839,"CDI","ct_9","C","CI","672a","tr_4","38",17060,"O"
34675,1639,"CDI","ct_9","C","CE","461d","tr_6","38",28787,"O"
34676,1820,"AUT","ct_1","C","OZ","531a","tr_6","38",14382,"O"
34682,1820,"CDI","ct_8","C","QB","525d","tr_5","38",14605,"O"
34685,1797,"CDI","ct_9","C","NZ","388a","tr_5","69",45325,"O"
34688,1791,"CDI","ct_9","C","GZ","478a","tr_5","38",18560,"O"
34693,994,"CDI","ct_9","C","GZ","463b","tr_2","38",21418,"O"
34705,1456,"AUT","ct_3","P","QA","451h","tr_6","38",20157,"O"
34708,546,"TTP","ct_9","C","NZ","676c","tr_1","38",5370,"O"
34713,1374,"CDD","ct_3","P","QB","526d","tr_4","38",15814,"O"
34721,1813,"CDI","ct_9","C","IZ","542a","tr_1","38",19113,"O"
34722,1496,"CDI","ct_9","C","FZ","634b","tr_3","38",17202,"O"
34728,1467,"CDI","ct_9","C","PZ","423b","tr_1","38",16795,"O"
34729,1820,"CDI","ct_9","C","LZ","543h","tr_6","38",19726,"O"
34735,1791,"CDI","ct_9","C","CC","381b","tr_4","38",49952,"O"
34747,1882,"CDI","ct_9","C","GZ","374b","tr_3","01",41910,"O"
34753,1564,"CDI","ct_8","C","QB","526c","tr_2","69",19392,"O"
34754,991,"CDI","ct_9","C","FZ","632a","tr_2","69",8591,"O"
34761,435,"CDI","ct_8","P","QB","431f","tr_5","38",9347,"O"
34769,1767,"CDI","ct_9","C","QB","526a","tr_4","38",21481,"O"
34782,2030,"CDI","ct_9","C","PZ","543f","tr_2","38",27408,"O"
34791,1771,"CDI","ct_9","C","JB","478d","tr_5","38",28047,"O"
34793,790,"CDI","ct_9","C","JC","388a","tr_3","38",29166,"O"
34800,1896,"CDI","ct_9","C","JC","388a","tr_4","69",30023,"O"
34802,151,"AUT",NA,"C","NZ","628g","tr_1","38",1729,"O"
34806,1736,"CDI","ct_9","C","GZ","462e","tr_3","38",31319,"O"
34809,1719,"CDI","ct_9","P","PZ","423b","tr_2","38",23675,"O"
34811,1085,"CDI","ct_9","C","LZ","543g","tr_2","38",15355,"O"
