PRIMARY_KEY,ECO_SECT,LAST_DEP,Job_dep,job_desc,TYPE_OF_CONTRACT,job_category,Work_condition,company_category,Working_hours,employee_count
13884,"HZ","70","70","643a","CDI","O","C","ct_9",1824,"tr_2"
13889,"QB","25","25","676e","AUT","O","P","ct_8",1181,"tr_6"
13896,"HZ","44","44","653a","CDI","O","P","ct_9",797,"tr_6"
13913,"CJ","62","62","628g","CDI","O","C","ct_9",2200,"tr_6"
13925,"OZ","17","91","524c","CDI","O","P","ct_2",264,"tr_3"
13930,"CI","91","91","372c","CDI","O","C","ct_9",1484,"tr_6"
13937,"OZ","94","94","621f","AUT","O","C",NA,152,NA
13940,"HZ","89","89","655a","CDI","O","C","ct_9",1799,"tr_3"
13947,"MC","86","13","462b","CDI","O","C","ct_9",417,"tr_6"
13951,"SZ","76","76","441a","CDI","O","C",NA,140,NA
13954,"HZ","77","91","641a","CDI","O","C","ct_9",2200,"tr_2"
13959,"QB","14","14","563a","CDI","O","N","ct_7",3000,"tr_1"
13970,"NZ","17","33","534a","CDI","O","C",NA,329,"tr_1"
13984,"SZ","38","69","434b","CDI","O","P","ct_8",1429,"tr_1"
13998,"FZ","06","06","671c","CDI","O","P","ct_9",672,"tr_1"
14005,"QB","69","69","563b","CDD","O","P","ct_8",124,"tr_4"
14009,"IZ","38","38","561c","CDI","O","C","ct_9",570,"tr_1"
14014,"FZ","83","83","681a","CDD","O","P","ct_9",369,"tr_1"
14025,"OZ","77","94","524b","CDI","O","C",NA,208,NA
14031,"CH","63","63","543f","CDI","O","P","ct_9",453,"tr_3"
14034,"CC","76","76","543g","CDI","O","P","ct_9",520,"tr_1"
14043,"GZ","92","92","653a","CDI","O","C","ct_9",1757,"tr_6"
14047,"KZ","87","87","461f","CDI","O","C","ct_9",1820,"tr_6"
14049,"CM","67","67","675b","CDI","O","P",NA,325,NA
14077,"QB","54","54","563a","CDI","O","N","ct_7",718,"tr_1"
14080,"HZ","49","49","641b","CDI","O","P","ct_9",890,"tr_6"
14098,"QA","36","36","526d","CDI","O","C","ct_3",1820,"tr_6"
14104,"FZ","30","30","681a","CDI","O","P","ct_9",520,"tr_2"
14105,"DZ","26","84","486b","CDI","O","C","ct_9",1822,"tr_3"
14110,"GZ","36","36","555a","CDI","O","P","ct_9",1217,"tr_1"
14130,"TZ","14","61","563c","CDI","O","N","ct_7",1315,"tr_1"
14134,"CL","45","45","673c","CDI","O","C","ct_9",1750,"tr_5"
14140,"QA",NA,"59","451h","CDI","O","C","ct_3",1820,"tr_6"
14143,"FZ","13","13","621c","CDI","O","C","ct_9",1484,"tr_3"
14147,"QA","42","42","526b","CDI","O","P","ct_6",887,"tr_1"
14149,"TZ","92","92","563a","CDI","O","C",NA,169,NA
14152,"TZ","22","22","563a","CDI","O","C",NA,326,NA
14153,"QB","79","79","563b","CDI","O","N","ct_7",1508,"tr_1"
14179,"GZ","95","93","463b","CDI","O","C","ct_9",1819,"tr_4"
14182,"GZ","73","73","477b","CDI","O","C","ct_9",1720,"tr_3"
14185,"QB","14","14","563a","CDI","O","N","ct_7",2816,"tr_0"
14200,"PZ","13","13","543h","CDI","O","C","ct_8",710,"tr_0"
14207,"NZ","56","56","684a","CDI","O","C","ct_9",196,"tr_5"
14208,"PZ","29","29","422c","CDI","O","C","ct_1",1820,"tr_3"
14210,"HZ","33","33","521a","CDI","O","C","ct_9",1828,"tr_6"
14211,"FZ","68","68","634b","CDI","O","C","ct_9",495,"tr_1"
14226,"JA","92","92","462c","CDI","O","C","ct_9",1820,"tr_6"
14228,"SZ","13","13","421b","CDI","O","C","ct_8",1213,"tr_2"
14233,"CK","79","79","462e","CDI","O","P","ct_9",1273,"tr_5"
14238,"PZ","17","17","421b","CDI","O","C","ct_8",1820,"tr_2"
14261,"GZ","87","87","543b","CDI","O","P","ct_9",260,"tr_1"
14287,"CF","44","44","625c","CDI","O","C","ct_9",1636,"tr_5"
14290,"QA","45","45","526a","AUT","O","C","ct_3",1824,"tr_6"
14314,"QB","75","75","526a","CDI","O","C","ct_9",3000,"tr_4"
14325,"CL","56","35","676c","CDI","O","C","ct_9",916,"tr_6"
14333,"KZ","13","13","376d","CDI","O","C","ct_9",1820,"tr_4"
14344,"DZ","75","91","461f","CDI","O","C","ct_9",1771,"tr_4"
14353,"QA","49","49","526b","CDI","O","P","ct_9",1045,"tr_1"
14362,"GZ","06","06","543b","CDI","O","P","ct_9",985,"tr_1"
14363,"CH","85","85","484b","CDI","O","C","ct_9",716,"tr_3"
14398,"CG","62","62","652a","CDI","O","C","ct_9",1600,"tr_6"
14399,"QA","77","75","451h","CDI","O","C","ct_3",1820,"tr_6"
14403,"CG","69","69","676e","CDI","O","C","ct_9",712,"tr_4"
14404,"GZ","34","34","543b","CDI","O","C","ct_9",1920,"tr_1"
14407,"GZ","06","06","554e","CDI","O","P","ct_9",804,"tr_1"
14410,"QA","64","64","525d","CDI","O","C","ct_9",783,"tr_4"
14422,"QB","51","51","563a","CDI","O","N","ct_7",2730,"tr_1"
14434,"CC","59","59","672a","CDI","O","C","ct_8",1548,"tr_1"
14438,"CJ","38","38","672a","CDI","O","C","ct_9",1794,"tr_4"
14451,"GZ","33","33","462c","CDI","O","C","ct_9",1820,"tr_3"
14459,"CA","03","63","674c","CDI","O","C","ct_9",1669,"tr_3"
14467,"NZ","87","87","684a","CDD","O","P","ct_8",589,"tr_3"
14469,"HZ","62","59","451e","CDI","O","C","ct_5",1971,"tr_6"
14481,"MA","93","93","461b","CDI","O","C","ct_9",1708,"tr_2"
14484,"HZ",NA,NA,"643a","CDI","O","C","ct_9",1739,"tr_4"
14488,"CA",NA,NA,"628a","CDI","O","C","ct_9",1824,"tr_3"
14490,"GZ","59","59","462a","CDI","O","C","ct_9",1820,"tr_1"
14495,"IZ","63","63","561c","CDI","O","C","ct_9",731,"tr_1"
14507,"GZ","29","29","676d","CDI","O","C","ct_8",1447,"tr_2"
14520,"EZ",NA,NA,"451g","CDI","O","C","ct_5",1820,"tr_4"
14526,"OZ","13","13","523c","CDI","O","C",NA,151,NA
14531,"CH","83","06","474a","CDI","O","C","ct_9",257,"tr_3"
14535,"MA","94","95","676e","CDI","O","C","ct_9",204,"tr_0"
14538,"QA","24","24","526e","CDI","O","C",NA,583,NA
14539,"PZ","51","51","341a","CDI","O","C","ct_8",1820,"tr_4"
14541,"MC","34","21","553c","CDI","O","C",NA,157,NA
14543,"NZ",NA,NA,"462e","CDD","O","C",NA,183,"tr_1"
14564,"GZ","13","13","564b","CDI","O","P","ct_9",745,"tr_1"
14569,"DZ","06","06","462e","CDI","O","C","ct_9",1744,"tr_5"
14571,"NZ","62","62","684a","CDI","O","C","ct_9",1119,"tr_6"
14574,"FZ","67","67","634b","CDI","O","C","ct_9",1756,"tr_3"
14579,"CL","68","68","673c","CDI","O","C","ct_9",1539,"tr_6"
14601,"PZ","68","68","423b","CDI","O","P","ct_1",1455,"tr_4"
14620,"MA","50","50","474a","CDI","O","P","ct_9",926,"tr_4"
14625,"TZ","77","77","563c","CDI","O","C",NA,130,NA
14626,"CF","60","93","461b","CDI","O","P","ct_9",653,"tr_6"
14634,"CG","71","71","628a","CDI","O","C","ct_9",1961,"tr_6"
14677,"OZ","59","59","344b","CDI","O","P","ct_4",1114,"tr_4"
14688,"TZ","42","42","563c","CDI","O","P",NA,877,NA
14696,"CL","70","70","675a","CDI","O","C","ct_9",1539,"tr_6"
14710,"GZ","69","69","433d","CDI","O","C","ct_9",1664,"tr_1"
14726,"CB","95","75","635a","CDI","O","C","ct_9",1514,"tr_1"
14729,"QB","66","66","563b","CDI","O","P","ct_8",1655,"tr_3"
14733,"QA","33","33","526a","CDI","O","C","ct_8",339,"tr_4"
14737,"SZ","92","75","425a","CDI","O","C","ct_8",1011,"tr_6"
14755,"QA","17","16","431f","CDI","O","P","ct_9",1646,"tr_4"
14778,"QB","59","59","525d","AUT","X","P","ct_8",867,"tr_4"
14779,"NZ","88","54","684a","CDI","O","P","ct_9",702,"tr_6"
14800,"SZ","06","06","543b","CDI","O","C","ct_8",1758,"tr_1"
14830,"CA","47","47","674c","CDI","O","C","ct_9",770,"tr_5"
14835,"MA","77","91","373b","CDI","O","N","ct_9",1820,"tr_6"
14849,"CB","75","75","465a","CDI","O","C","ct_9",1820,"tr_1"
14855,"GZ","77","77","653a","CDI","O","C","ct_9",3000,"tr_6"
14869,"KZ","62","59","467a","CDI","O","C","ct_9",871,"tr_6"
14870,"PZ","06","06","421a","AUT","O","C","ct_2",1826,"tr_2"
14881,"FZ","88","88","634b","CDI","O","C","ct_9",1467,"tr_2"
14883,"NZ","11","11","676a","TTP","O","N","ct_9",427,"tr_1"
14888,"QA","59","59","431f","CDI","O","P","ct_9",801,"tr_1"
14892,"QB","02","02","525d","AUT","X","P","ct_3",522,"tr_4"
14903,"CA","65","65","674b","CDI","O","C","ct_9",1790,"tr_6"
14910,"DZ","73","73","472c","CDI","O","C","ct_9",1769,"tr_5"
14912,"CA","22","22","625d","CDI","O","C","ct_9",1830,"tr_5"
14931,"CB","44","44","473c","CDI","O","C","ct_9",1745,"tr_6"
14940,"HZ","62","59","451e","CDI","O","C","ct_5",1971,"tr_6"
14947,"OZ","57","57","523c","AUT","O","C","ct_2",1835,"tr_5"
14951,"QA",NA,NA,"525d","CDI","O","C","ct_9",2052,"tr_4"
14957,"CC","69","69","675c","CDI","O","P","ct_9",1444,"tr_4"
14959,"PZ","12","81","423b","CDI","O","P","ct_8",1005,"tr_2"
14992,"QA","57","57","433a","CDI","O","P","ct_8",1161,"tr_6"
14999,"QA","02","02","451h","CDI","O","P","ct_3",910,"tr_6"
15000,"GZ","59","59","478d","CDI","O","C","ct_9",1503,"tr_2"
15003,"OZ","17","91","524c","CDI","O","P","ct_2",264,"tr_3"
15004,"MA","68","68","543b","CDI","O","P","ct_9",1248,"tr_1"
15029,"KZ","35","75","467b","CDI","O","C","ct_9",1466,"tr_4"
15033,"QB","83","83","525d","CDI","O","C","ct_9",1834,"tr_4"
15041,"QA","64","64","525d","CDI","O","C","ct_9",2092,"tr_3"
15043,"GZ","69","69","551a","CDI","O","C","ct_9",1820,"tr_6"
15051,"GZ","62","59","554g","AUT","O","C","ct_9",1820,"tr_2"
15064,"GZ","34","34","433d","CDI","O","P","ct_9",1922,"tr_2"
15070,"MA","13","13","461b","CDI","O","C","ct_9",1820,"tr_1"
15078,"PZ","35","35","525a","CDI","O","P","ct_8",1068,"tr_3"
15092,"QA","34","34","526a","CDI","O","C","ct_8",1618,"tr_6"
15103,"CB","50","50","627c","CDI","O","C","ct_9",1926,"tr_6"
15104,"CK","67","68","628c","CDI","O","C","ct_9",1717,"tr_6"
15113,"QB","44","44","563b","CDI","O","P","ct_8",1321,"tr_3"
15116,"KZ","25","25","543b","CDI","O","P","ct_9",1536,"tr_2"
15119,"GZ","57","77","542a","CDI","O","C","ct_9",656,"tr_6"
15123,"OZ","64","64","524c","CDI","O","C",NA,138,NA
15124,"QB","93","93","526a","CDI","O","P","ct_8",911,"tr_2"
15130,"QB","57","57","563a","CDI","O","C","ct_8",1820,"tr_4"
15134,"QB","73","73","431f","CDD","O","C","ct_8",288,"tr_4"
15136,"GZ","28","28","643a","CDI","O","C","ct_9",1820,"tr_5"
15174,"EZ","42","42","676c","CDI","O","P","ct_9",1569,"tr_3"
15177,"TZ","44","44","563c","CDI","O","N","ct_7",2952,"tr_0"
15189,"QA","33","33","332b","CDI","O","C","ct_3",1820,"tr_6"
15191,"IZ","75","75","554a","CDD","O","C",NA,349,NA
15194,"QB","33","33","431f","CDI","O","P","ct_8",1507,"tr_4"
15195,"CE","13","13","388c","CDI","O","C","ct_9",1872,"tr_6"
15200,"SZ","83","83","676a","CDI","O","C","ct_9",748,"tr_2"
15223,"HZ","12","12","526e","CDI","O","C","ct_9",1572,"tr_2"
15227,"IZ","93","75","554a","CDI","O","C","ct_9",761,"tr_1"
15234,"QB","13","13","431c","CDI","O","C","ct_9",1253,"tr_1"
15235,"QA","30","30","451h","CDI","O","P","ct_9",1651,"tr_4"
15236,"NZ","72","72","534a","CDI","O","C","ct_9",904,"tr_5"
15241,"QB","55","55","525d","CDI","O","P","ct_8",1622,"tr_4"
15242,"MA","78","91","477b","CDI","O","C","ct_9",1820,"tr_5"
15243,"GZ","31","31","653a","CDI","O","C","ct_9",1787,"tr_5"
15266,"TZ",NA,NA,"563c","CDI","O","N","ct_7",1462,"tr_1"
15270,"MA","36","36","373d","AUT","O","N","ct_9",455,"tr_1"
15276,"QB","44","44","563a","CDI","O","N","ct_7",3000,"tr_1"
15282,"IZ","30","30","561b","CDI","O","C","ct_9",1057,"tr_1"
15287,"NZ","30","30","376c","CDI","O","C","ct_9",1797,"tr_1"
15301,"CL","33","33","384b","CDI","O","C","ct_9",1906,"tr_6"
15306,"QA","84","84","431f","CDI","O","P","ct_9",769,"tr_5"
15347,"HZ","44","44","641b","CDI","O","P","ct_9",445,"tr_6"
15354,"QA","58","58","542a","CDI","O","C","ct_9",1820,"tr_2"
15356,"QB","38","38","563a","CDI","O","N","ct_7",3000,"tr_1"
15358,"QA","64","64","525d","CDI","O","C","ct_9",1820,"tr_5"
15360,"PZ","13","13","523b","CDI","O","C","ct_4",1820,"tr_3"
15367,"HZ","01","01","642b","CDI","O","P","ct_5",614,"tr_4"
15368,"IZ","69","69","636d","CDI","O","C","ct_9",1771,"tr_1"
15372,"QB","68","68","563a","CDI","O","N","ct_7",2086,"tr_1"
15375,"CA","10","10","625f","CDI","O","C","ct_9",219,"tr_5"
15383,"GZ","08","08","641a","CDI","O","C","ct_9",2028,"tr_1"
15384,"IZ","74","74","561f","CDI","O","C","ct_9",1105,"tr_2"
15402,"QA","29","29","451h","CDI","O","C","ct_3",1820,"tr_6"
15413,"SZ","38","73","564b","AUT","O","C","ct_9",1715,"tr_4"
15414,"IZ","31","31","636d","CDI","O","C","ct_9",1281,"tr_1"
15415,"QA","94","94","526b","CDI","O","C","ct_6",1463,"tr_1"
15416,"QB","31","31","563a","CDI","O","N","ct_7",1826,"tr_0"
15419,"PZ","68","68","421b","CDI","O","C","ct_8",1820,"tr_3"
15423,"QA","95","95","526a","CDI","O","C","ct_9",1834,"tr_5"
15427,"QA","95","95","526e","CDI","O","C","ct_9",1850,"tr_1"
15428,"QB","85","85","333f","CDI","O","C","ct_2",606,"tr_4"
15434,"QB","69","69","431f","CDI","O","C","ct_8",1580,"tr_5"
15436,"QB","83","83","643a","CDI","O","P","ct_9",388,"tr_1"
15440,"FZ","91","91","632j","CDI","O","C","ct_9",1655,"tr_5"
15447,"FZ","41","41","623e","CDI","O","C","ct_9",1491,"tr_2"
15452,"NZ","76","76","374c","CDI","O","C","ct_9",1512,"tr_1"
15466,"HZ","60","95","543g","CDI","O","C","ct_9",1123,"tr_6"
15471,"CJ","95","93","628a","CDI","O","C","ct_9",1844,"tr_5"
15481,"JC","91","75","388b","CDI","O","C","ct_9",1451,"tr_6"
15489,"PZ","57","57","422b","CDI","O","C","ct_8",1853,"tr_4"
15503,"QA","02","02","526a","CDI","O","P","ct_8",1365,"tr_6"
15510,"PZ","25","25","423b","CDI","O","P","ct_1",1682,"tr_3"
15521,"GZ","94","94","676c","CDI","O","C","ct_9",1088,"tr_3"
15542,"PZ","81","81","525a","AUT","X","P","ct_8",1196,"tr_2"
15567,"FZ","48","48","621c","CDI","O","C","ct_9",133,"tr_4"
15571,"CE","64","64","475b","CDI","O","N","ct_9",1523,"tr_6"
15578,"QB","40","40","563a","CDI","O","N","ct_7",3000,"tr_0"
15583,"JA","51","51","354a","CDD","O","N","ct_9",707,"tr_4"
15584,"QB","93","93","563a","CDI","O","N","ct_7",3000,"tr_1"
15585,"TZ","24","24","563c","AUT","O","C",NA,457,NA
15593,"OZ","80","80","332b","CDI","O","P","ct_4",1637,"tr_5"
15598,"QA","13","13","526e","CDI","O","C","ct_9",1397,"tr_5"
15615,"GZ","34","34","552a","CDI","O","P","ct_9",1716,"tr_3"
15621,"QB","26","26","434e","CDI","O","C","ct_8",1760,"tr_3"
15634,"TZ","04","04","563c","CDI","O","P",NA,258,NA
15649,"QA","69","69","433a","CDI","O","C","ct_9",1582,"tr_6"
15668,"HZ","60","93","466c","CDI","O","C","ct_9",1820,"tr_6"
15675,"QA","38","38","525d","AUT","O","C","ct_3",1857,"tr_6"
15678,"QA","93","93","526e","CDI","O","C","ct_9",2200,"tr_2"
15680,"HZ","28","28","641a","CDI","O","C","ct_9",1925,"tr_1"
15690,"QA","38","69","526a","CDI","O","P","ct_8",294,"tr_4"
15698,"NZ","95","95","543g","CDI","O","C","ct_9",1188,"tr_2"
15700,"IZ","06","06","561b","AUT","O","P",NA,307,NA
15701,"QB","34","34","525d","CDI","O","C","ct_9",1842,"tr_3"
15705,"QB","71","71","525d","CDI","O","P","ct_8",1213,"tr_4"
15708,"CB","30","30","676c","CDI","O","C","ct_9",325,"tr_5"
15711,"OZ","31","31","621f","CDI","O","P","ct_2",320,"tr_1"
15722,"PZ","31","31","342b","AUT","O","C","ct_1",1834,"tr_6"
15727,"NZ","90","90","564a","CDI","O","C","ct_8",1615,"tr_1"
15733,"CA","31","31","551a","CDI","O","C","ct_6",284,"tr_2"
15736,"GZ","34","94","374c","CDI","O","C","ct_9",2044,"tr_6"
15737,"QB","59","59","434a","CDI","O","C","ct_8",1829,"tr_2"
15738,"QA","06","06","461f","CDI","O","C","ct_8",1820,"tr_6"
15749,"CH","01","01","628c","CDI","O","C","ct_9",1749,"tr_5"
15758,"JA","44","44","542a","CDI","O","P","ct_9",457,"tr_4"
15762,"GZ","76","76","541b","CDI","O","P","ct_9",1403,"tr_6"
15764,"GZ","49","49","552a","CDI","O","P","ct_9",1405,"tr_3"
15768,"OZ","76","76","333f","CDI","O","C","ct_2",2042,"tr_6"
15776,"NZ","50","50","564a","CDI","O","P","ct_8",1684,"tr_1"
15790,"GZ",NA,NA,"463e","CDI","O","C","ct_9",215,"tr_3"
15797,"JC",NA,NA,"466b","CDI","O","C","ct_9",624,"tr_1"
15801,"RZ","77","77","465b","CDI","O","P","ct_9",847,"tr_6"
15803,"CJ","95","92","462e","CDI","O","C","ct_9",1679,"tr_5"
15807,"PZ","66","66","421b","AUT","O","C","ct_2",1820,"tr_1"
15813,"QB","76","76","628g","CDI","O","C","ct_8",1691,"tr_2"
15824,"FZ",NA,NA,"461c","CDI","O","C","ct_9",1820,"tr_3"
15828,"IZ","71","71","561b","CDI","O","P","ct_9",925,"tr_1"
15853,"QB","06","06","431a","CDI","O","C","ct_3",1820,"tr_4"
15856,"NZ","66","66","451g","CDI","O","C","ct_2",1820,"tr_3"
15860,"DZ","68","68","461f","CDI","O","C","ct_9",1771,"tr_5"
15869,"QB","85","85","563a","CDI","O","N","ct_7",2415,"tr_0"
15872,"GZ","60","60","462e","CDD","O","C","ct_9",306,"tr_1"
15891,"JC","31","31","388a","CDI","O","C","ct_9",1836,"tr_6"
15907,"HZ","24","33","641b","CDI","O","C","ct_9",961,"tr_3"
15914,"FZ","41","41","632k","CDD","O","C","ct_9",1611,"tr_0"
15922,"HZ","62","62","641a","CDI","O","C","ct_9",1669,"tr_6"
15928,"SZ","31","31","543g","CDI","O","P","ct_8",892,"tr_2"
15931,"TZ","84","30","563c","CDI","O","N","ct_7",2018,"tr_1"
15933,"CA","26","26","636c","CDI","O","C","ct_9",1723,"tr_2"
15939,"PZ","73","73","422b","CDI","O","C","ct_8",1820,"tr_3"
15942,"QB","78","78","526d","CDI","O","C","ct_8",1710,"tr_4"
15957,"QB","13","13","525d","CDI","O","C","ct_8",1820,"tr_2"
15978,"HZ","76","78","481a","CDI","O","C","ct_9",1860,"tr_4"
15987,"TZ","24","24","563c","CDD","O","C",NA,122,NA
16022,"CM","91","91","622a","CDI","O","C","ct_9",1894,"tr_4"
16036,"QB",NA,NA,"525d","CDI","O","C","ct_8",1670,"tr_3"
16042,"NZ","77","77","684a","AUT","O","C",NA,174,"tr_1"
16046,"OZ","48","48","545d","CDI","O","C","ct_8",1820,"tr_4"
16052,"HZ","06","06","641b","CDI","O","N","ct_9",431,"tr_4"
16054,"CH","54","54","543g","CDI","O","C","ct_9",1820,"tr_1"
16066,"GZ",NA,NA,"682a","CDI","O","C","ct_9",1248,"tr_2"
16077,"HZ","91","94","382a","CDI","O","C","ct_9",1137,"tr_6"
16080,"CB","49","49","675a","CDI","O","C","ct_9",319,"tr_4"
16091,"HZ",NA,NA,"466b","CDI","O","C","ct_9",1646,"tr_5"
16135,"OZ","59","59","461f","CDI","O","C","ct_1",152,"tr_5"
16137,"CH","72","72","461f","CDI","O","C","ct_9",1826,"tr_5"
16138,"CB","71","71","627a","CDI","O","C","ct_9",1469,"tr_2"
16145,"OZ",NA,NA,"524c","AUT","O","C","ct_2",1820,"tr_6"
16156,"HZ","72","72","641b","CDI","O","P","ct_9",1367,"tr_6"
16158,"GZ","94","75","554b","CDI","O","P","ct_9",777,"tr_1"
16159,"QB","44","44","526a","CDI","O","P","ct_8",918,"tr_4"
16164,"CC","76","76","543b","CDI","O","P","ct_9",245,"tr_1"
16172,"NZ","34","34","684a","CDI","O","P","ct_9",658,"tr_6"
16173,"CH","01","01","632d","CDI","O","C","ct_9",1688,"tr_3"
16185,"QB","22","22","675c","CDI","O","C","ct_8",1806,"tr_4"
16194,"CH","76","76","475a","CDI","O","C","ct_9",1370,"tr_6"
16215,"QA","69","69","451h","CDI","O","P","ct_8",703,"tr_4"
16220,"MA","95","78","479b","CDI","O","C","ct_9",1274,"tr_1"
16225,"GZ","63","92","463d","CDI","O","C","ct_9",1999,"tr_6"
16226,"GZ","54","54","461f","CDI","O","C","ct_9",1514,"tr_3"
16245,"CH","74","74","676e","CDI","O","C","ct_9",972,"tr_3"
16251,"FZ","51","51","463e","CDI","O","C","ct_9",1443,"tr_1"
16256,"QB","67","67","526a","CDI","O","C","ct_8",1836,"tr_4"
16257,"PZ","74","74","525a","CDI","O","P","ct_8",1880,"tr_2"
16265,"RZ","77","77","465b","CDD","O","N","ct_5",537,"tr_3"
16284,"FZ","81","81","384a","CDI","O","P","ct_9",462,"tr_2"
16285,"QB","75","93","434d","CDI","O","C","ct_8",1813,"tr_3"
16288,"QB","50","50","526a","CDI","O","P","ct_8",2200,"tr_4"
16305,"CL","69","69","623g","CDI","O","C","ct_9",1907,"tr_5"
16327,"GZ","56",NA,"463c","CDI","O","C","ct_9",637,"tr_1"
16344,"GZ","88","76","462e","CDI","O","C","ct_9",1182,"tr_2"
16349,"OZ","34","34","523c","AUT","O","C","ct_2",1820,"tr_6"
16354,"TZ","83","06","563c","CDI","O","C",NA,170,NA
16361,"GZ","93","93","676c","CDI","O","C","ct_9",1820,"tr_3"
16394,"TZ","94","92","563c","CDI","O","C",NA,1070,NA
16395,"FZ","93","93","632a","CDI","O","C","ct_9",1595,"tr_3"
16408,"CI","38","38","383b","CDI","O","C","ct_9",1525,"tr_6"
16412,"CB","42","42","386e","CDI","O","C","ct_9",1980,"tr_1"
16424,"SZ","16","16","423b","CDI","O","C","ct_4",1391,"tr_5"
16449,"CL","62","62","673c","CDI","O","C","ct_9",1611,"tr_6"
16460,"HZ","44","44","543g","CDI","O","C","ct_9",1485,"tr_6"
16473,"KZ","06","06","542a","CDI","O","C","ct_9",1918,"tr_1"
16476,"QB","59","59","684a","CDI","O","P","ct_8",910,"tr_4"
16482,"QB","34","34","563b","CDI","O","P","ct_8",624,"tr_6"
16489,"TZ","94","75","563c","CDI","O","N","ct_7",922,"tr_0"
16500,"NZ","58","58","546e","TOA","O","C","ct_8",309,"tr_0"
16522,"IZ",NA,NA,"462c","CDI","O","C","ct_9",852,"tr_4"
16532,"QB","71","71","479b","CDI","O","C","ct_8",1832,"tr_5"
16533,"IZ","75","94","636d","CDI","O","C","ct_9",270,"tr_1"
16535,"QB","38","38","525d","CDI","O","P","ct_8",669,"tr_5"
16544,"TZ","40","40","563c","CDI","O","C",NA,259,NA
16550,"CM","93","93","635a","CDI","O","P","ct_9",663,"tr_1"
16561,"GZ","54","88","463e","CDI","O","C","ct_9",294,"tr_1"
16562,"NZ","59","59","543h","CDI","O","P","ct_9",761,"tr_0"
16563,"GZ","13","13","486d","CDI","O","C","ct_9",202,"tr_4"
16570,"IZ","02","60","684a","CDI","O","C","ct_8",1107,"tr_3"
16575,"PZ","69","69","542a","CDI","O","P","ct_8",1677,"tr_4"
16583,"QB","42","42","563a","AUT","O","C","ct_2",1820,"tr_6"
16585,"SZ","68","68","684a","CDI","O","P",NA,175,NA
16599,"CC","67","67","486b","CDI","O","C","ct_9",1522,"tr_4"
16601,"FZ","95","93","622c","CDI","O","C","ct_9",1381,"tr_1"
16606,"SZ","87","87","562b","CDI","O","P","ct_9",677,"tr_1"
16624,"GZ","36","36","463b","CDI","O","N",NA,139,NA
16627,"NZ","37","49","691e","TOA","O","C","ct_8",833,"tr_1"
16628,"PZ","92","75","451g","CDI","O","C","ct_2",1732,"tr_4"
16655,"QB","25","25","526a","CDI","O","P","ct_8",664,"tr_4"
16664,"OZ","93","93","451g","CDI","O","C","ct_2",1820,"tr_6"
16665,"FZ","72","72","653a","CDI","O","C","ct_9",1596,"tr_4"
16671,"HZ","83","13","641b","CDI","O","C","ct_9",1761,"tr_3"
16672,"GZ","03","03","554d","CDI","O","C","ct_9",827,"tr_2"
16684,"PZ","56","56","422e","CDI","O","C","ct_8",1699,"tr_4"
16691,"FZ","76","94","482a","CDI","O","C","ct_9",413,"tr_6"
16697,"OZ","64","64","621f","AUT","O","C","ct_2",909,"tr_2"
16698,"QB","15","15","563b","CDD","O","P","ct_8",419,"tr_3"
16702,"MB","34","30","451e","CDI","O","C","ct_1",1841,"tr_6"
16704,"TZ",NA,NA,"563c","CDD","O","C",NA,265,NA
16716,"HZ","92","75","332a","CDI","O","C","ct_5",1824,"tr_6"
16718,"FZ","31","31","634b","CDI","O","C","ct_9",1603,"tr_3"
16722,"FZ","73","73","632g","CDI","O","P",NA,145,NA
16731,"CE","08","08","674a","CDI","O","C","ct_9",1691,"tr_5"
16736,"OZ","59","59","461d","CDI","O","C","ct_8",1894,"tr_6"
16739,"NZ","89","89","564a","CDI","O","C","ct_8",1188,"tr_1"
16744,"NZ","94","92","684a","CDI","O","P","ct_9",1781,"tr_6"
16752,"HZ","91","51","389a","CDI","O","C","ct_9",455,"tr_3"
16764,"NZ","06","06","631a","CDI","O","C","ct_9",1717,"tr_2"
16767,"NZ","76","76","684a","CDI","O","P","ct_9",379,"tr_1"
16769,"HZ","94","77","641a","CDI","O","C","ct_9",1614,"tr_2"
16782,"NZ","02","77","526b","CDI","O","C","ct_9",2003,"tr_0"
16787,"CH","59","59","673a","CDI","O","C","ct_9",1334,"tr_2"
16788,"CG","49","49","632j","CDI","O","C","ct_9",1821,"tr_5"
16790,"NZ","37","37","563c","CDD","O","C","ct_8",1521,"tr_4"
16804,"HZ","54","54","641b","CDI","O","C","ct_9",1551,"tr_4"
16805,"QB","15","15","431f","CDI","O","P","ct_8",1282,"tr_4"
16816,"QB","64","64","563a","CDI","O","N","ct_7",3000,"tr_1"
16822,"FZ","95","78","382a","CDI","O","C","ct_9",1820,"tr_6"
16825,"LZ","70","88","684a","CDI","O","C","ct_6",1404,"tr_1"
16830,"HZ","85","85","643a","CDI","O","P","ct_9",1204,"tr_0"
16831,"QB","57","57","563a","CDI","O","N","ct_7",1736,"tr_1"
16852,"NZ","90","90","684a","CDI","O","P","ct_9",1583,"tr_4"
16855,"GZ","85","49","675c","CDI","O","C","ct_9",1517,"tr_5"
16861,"NZ","57","57","684a","CDI","O","C","ct_9",2203,"tr_3"
16863,"GZ","53","61","374d","CDI","O","C","ct_9",2973,"tr_3"
16866,"CM","29","29","380a","CDI","O","C","ct_9",1820,"tr_6"
