PRIMARY_KEY,LAST_JOB_42,last_emp_type,retirement_age
16473,"csp_5_4","EMP1.6",60
16476,"csp_6_8","EMP1.6",58
16482,"csp_5_6","EMP1.6",60
16489,"csp_5_6","EMP1.6",59
16500,"csp_5_4","EMP1.5",65
16508,"csp_1_1","EMP2.1",56
16522,"csp_4_6","EMP1.6",62
16531,"csp_1_3","EMP2.2",58
16532,"csp_4_7","EMP1.6",60
16533,"csp_6_3","EMP1.6",60
16535,"csp_5_2","EMP1.6",65
16536,"csp_1_1","EMP2.1",60
16544,"csp_5_6","EMP1.6",64
16550,"csp_6_3","EMP1.6",65
16553,"csp_2_1","EMP2.2",60
16561,"csp_4_6","EMP1.6",63
16562,"csp_5_4","EMP1.6",60
16563,"csp_4_8","EMP1.6",60
16565,"csp_2_2","EMP2.1",61
16570,"csp_6_8","EMP1.6",60
16575,"csp_5_4","EMP1.6",62
16583,"csp_5_6","EMP1.5",60
16585,"csp_6_8","EMP1.6",64
16599,"csp_4_8","EMP1.6",60
16601,"csp_6_2","EMP1.6",69
16606,"csp_5_6","EMP1.6",60
16624,"csp_4_6","EMP1.6",60
16627,"csp_6_9","EMP1.5",58
16628,"csp_4_5","EMP1.6",64
16655,"csp_5_2","EMP1.6",65
16664,"csp_4_5","EMP1.6",65
16665,"csp_6_5","EMP1.6",56
16671,"csp_6_4","EMP1.6",60
16672,"csp_5_5","EMP1.6",60
16674,"csp_2_1","EMP2.2",55
16684,"csp_4_2","EMP1.6",60
16688,"csp_4_3","EMP2.1",64
16691,"csp_4_8","EMP1.6",65
16697,"csp_6_2","EMP1.5",65
16698,"csp_5_6","EMP1.5",60
16702,"csp_4_5","EMP1.6",60
16704,"csp_5_6","EMP1.5",57
16712,"csp_2_1","EMP2.1",58
16716,"csp_3_3","EMP1.6",60
16718,"csp_6_3","EMP1.6",60
16722,"csp_6_3","EMP1.6",63
16723,"csp_1_1","EMP2.1",60
16731,"csp_6_7","EMP1.6",54
16736,"csp_4_6","EMP1.6",60
16739,"csp_5_6","EMP1.6",65
16740,"csp_2_1","EMP2.2",54
16744,"csp_6_8","EMP1.6",54
16752,"csp_3_8","EMP1.6",65
16764,"csp_6_3","EMP1.6",59
16767,"csp_6_8","EMP1.6",65
16769,"csp_6_4","EMP1.6",57
16782,"csp_5_2","EMP1.6",58
16785,"csp_1_1","EMP2.1",65
16787,"csp_6_7","EMP1.6",55
16788,"csp_6_3","EMP1.6",60
16790,"csp_5_6","EMP1.5",60
16804,"csp_6_4","EMP1.6",60
16805,"csp_4_3","EMP1.6",60
16816,"csp_5_6","EMP1.6",62
16818,"csp_2_1","EMP2.1",59
16822,"csp_3_8","EMP1.6",60
16825,"csp_6_8","EMP1.6",55
16830,"csp_6_4","EMP1.6",65
16831,"csp_5_6","EMP1.6",61
16852,"csp_6_8","EMP1.6",60
16855,"csp_6_7","EMP1.6",60
16861,"csp_6_8","EMP1.6",65
16863,"csp_3_7","EMP1.6",55
16866,"csp_3_8","EMP1.6",53
16876,"csp_5_4","EMP1.6",60
16877,"csp_5_2","EMP1.6",61
16883,"csp_5_6","EMP1.6",60
16899,"csp_6_3","EMP1.6",60
16905,"csp_5_6","EMP1.6",60
16915,"csp_5_2","EMP1.6",60
16919,"csp_5_2","EMP1.6",60
16920,"csp_4_2","EMP1.6",56
16927,"csp_6_7","EMP1.6",60
16943,"csp_1_1","EMP2.1",65
16945,"csp_4_5","EMP1.6",64
16947,"csp_5_4","EMP1.6",60
16957,"csp_3_7","EMP1.6",55
16965,"csp_5_6","EMP1.5",60
16969,"csp_6_3","EMP1.6",62
16973,"csp_6_3","EMP1.6",55
16974,"csp_2_2","EMP2.2",56
16989,"csp_5_4","EMP1.6",60
16998,"csp_5_2","EMP1.6",60
16999,"csp_4_7","EMP1.6",60
17007,"csp_5_6","EMP1.6",63
17013,"csp_5_5","EMP1.6",58
17015,"csp_5_5","EMP1.6",60
17018,"csp_2_2","EMP2.2",53
17020,"csp_5_2","EMP1.6",60
17042,"csp_6_4","EMP1.6",59
17046,"csp_5_6","EMP1.6",55
17052,"csp_5_4","EMP1.6",56
17080,"csp_2_2","EMP2.2",65
17081,"csp_2_2","EMP2.1",57
17090,"csp_4_6","EMP1.6",60
17119,"csp_6_4","EMP1.6",60
17126,"csp_6_8","EMP1.6",60
17127,"csp_5_2","EMP1.6",60
17143,"csp_3_1","EMP2.1",60
17159,"csp_6_3","EMP1.6",60
17160,"csp_4_6","EMP1.6",60
17161,"csp_4_6","EMP1.6",60
17172,"csp_3_8","EMP1.6",64
17178,"csp_6_7","EMP1.6",64
17185,"csp_6_2","EMP1.6",60
17198,"csp_4_2","EMP1.6",64
17200,"csp_5_2","EMP1.6",60
17201,"csp_2_1","EMP2.1",60
17205,"csp_1_1","EMP2.1",60
17206,"csp_2_1","EMP2.1",60
17223,"csp_4_7","EMP1.2",62
17240,"csp_5_6","EMP1.6",60
17244,"csp_6_2","EMP1.6",60
17246,"csp_5_6","EMP1.6",60
17247,"csp_6_4","EMP1.6",61
17248,"csp_5_6","EMP1.6",65
17249,"csp_6_2","EMP1.6",65
17253,"csp_6_4","EMP1.6",55
17254,"csp_2_1","EMP2.2",60
17259,"csp_5_3","EMP1.6",56
17272,"csp_6_2","EMP1.6",59
17276,"csp_5_4","EMP1.6",60
17279,"csp_4_7","EMP1.6",60
17280,"csp_5_4","EMP1.6",58
17294,"csp_5_4","EMP1.6",60
17302,"csp_3_7","EMP1.6",65
17306,"csp_6_4","EMP1.6",63
17308,"csp_5_5","EMP1.6",60
17316,"csp_6_7","EMP1.6",65
17343,"csp_5_6","EMP1.6",63
17360,"csp_2_1","EMP2.2",60
17362,"csp_6_3","EMP1.6",63
17364,"csp_5_2","EMP1.6",60
17386,"csp_2_1","EMP2.3",60
17390,"csp_5_6","EMP1.6",60
17393,"csp_4_6","EMP1.6",65
17402,"csp_6_8","EMP1.6",63
17404,"csp_3_7","EMP1.6",60
17405,"csp_4_3","EMP2.1",61
17407,"csp_2_1","EMP2.1",62
17412,"csp_5_6","EMP1.6",42
17414,"csp_4_8","EMP1.6",57
17418,"csp_4_3","EMP2.1",61
17423,"csp_1_1","EMP2.1",60
17427,"csp_3_7","EMP1.6",54
17435,"csp_6_7","EMP1.6",60
17438,"csp_5_2","EMP1.6",60
17444,"csp_6_2","EMP1.6",60
17446,"csp_5_5","EMP1.6",60
17447,"csp_5_5","EMP1.6",60
17450,"csp_1_2","EMP2.2",64
17457,"csp_1_2","EMP2.1",62
17461,"csp_5_2","EMP1.6",60
17485,"csp_6_7","EMP1.5",62
17486,"csp_4_2","EMP1.6",58
17488,"csp_6_3","EMP1.6",60
17495,"csp_5_4","EMP1.6",58
17496,"csp_3_7","EMP1.6",60
17512,"csp_1_1","EMP2.1",63
17513,"csp_6_3","EMP1.6",64
17515,"csp_4_6","EMP1.6",64
17516,"csp_3_5","EMP2.2",65
17519,"csp_6_8","EMP1.5",59
17529,"csp_5_5","EMP1.6",58
17540,"csp_5_4","EMP1.6",60
17542,"csp_6_7","EMP1.6",60
17545,"csp_5_4","EMP1.6",60
17548,"csp_1_1","EMP2.1",51
17549,"csp_6_8","EMP1.6",60
17553,"csp_6_8","EMP1.6",65
17555,"csp_3_8","EMP1.6",60
17561,"csp_3_8","EMP1.6",65
17566,"csp_6_3","EMP1.6",55
17575,"csp_5_5","EMP1.6",65
17576,"csp_5_4","EMP1.6",64
17577,"csp_5_2","EMP1.6",65
17578,"csp_5_2","EMP1.6",65
17583,"csp_5_2","EMP1.5",57
17586,"csp_5_4","EMP1.6",57
17588,"csp_5_2","EMP1.6",63
17590,"csp_1_1","EMP2.1",65
17592,"csp_4_4","EMP1.6",65
17599,"csp_6_2","EMP1.6",60
17601,"csp_4_5","EMP1.6",58
17620,"csp_3_4","EMP1.6",63
17629,"csp_6_7","EMP1.6",64
17633,"csp_5_2","EMP1.6",60
17637,"csp_5_6","EMP1.6",60
17639,"csp_6_7","EMP1.2",60
17655,"csp_6_2","EMP1.6",64
17656,"csp_4_6","EMP1.6",60
17662,"csp_6_5","EMP1.5",60
17663,"csp_4_2","EMP1.6",65
17674,"csp_5_2","EMP1.6",61
17679,"csp_4_8","EMP1.6",60
17689,"csp_4_7","EMP1.5",58
17694,"csp_2_2","EMP2.2",60
17696,"csp_5_2","EMP1.6",65
17714,"csp_4_2","EMP1.6",60
17720,"csp_5_6","EMP1.5",65
17732,"csp_6_8","EMP1.6",59
17741,"csp_5_4","EMP1.6",60
17742,"csp_5_6","EMP1.6",65
17743,"csp_5_4","EMP1.6",60
17752,"csp_6_4","EMP1.6",60
17755,"csp_6_8","EMP1.2",56
17759,"csp_4_3","EMP1.6",60
17769,"csp_6_5","EMP1.6",60
17770,"csp_4_7","EMP1.6",57
17776,"csp_6_4","EMP1.6",60
17778,"csp_5_4","EMP1.6",56
17785,"csp_2_1","EMP2.1",65
17804,"csp_4_3","EMP1.6",60
17808,"csp_6_8","EMP1.6",59
17809,"csp_4_6","EMP1.6",59
17813,"csp_5_6","EMP1.6",60
17817,"csp_6_7","EMP1.6",60
17819,"csp_4_6","EMP1.6",62
17835,"csp_4_5","EMP1.6",60
17840,"csp_5_4","EMP1.6",65
17843,"csp_4_2","EMP1.6",60
17844,"csp_6_4","EMP1.5",60
17872,"csp_5_2","EMP1.6",60
17873,"csp_5_5","EMP1.6",60
17876,"csp_2_1","EMP2.1",60
17877,"csp_6_7","EMP1.6",60
17878,"csp_5_6","EMP1.6",60
17885,"csp_6_3","EMP1.6",55
17890,"csp_4_6","EMP1.6",56
17894,"csp_3_3","EMP1.6",60
17895,"csp_3_3","EMP1.6",60
17911,"csp_5_2","EMP1.6",59
17914,"csp_3_7","EMP1.6",65
17925,"csp_5_2","EMP1.6",65
17928,"csp_2_2","EMP2.2",65
17939,"csp_5_6","EMP1.6",51
17940,"csp_4_6","EMP1.6",60
17956,"csp_6_2","EMP1.6",62
17960,"csp_5_6","EMP1.6",55
17961,"csp_1_1","EMP2.1",65
17972,"csp_5_2","EMP1.6",60
17974,"csp_6_7","EMP1.6",60
17982,"csp_5_2","EMP1.6",60
17996,"csp_5_4","EMP1.6",57
18010,"csp_5_2","EMP1.5",61
18016,"csp_5_6","EMP1.6",59
18020,"csp_6_3","EMP1.6",60
18032,"csp_5_2","EMP1.6",65
18033,"csp_5_6","EMP1.6",60
18047,"csp_6_3","EMP1.6",65
18054,"csp_4_3","EMP1.6",61
18056,"csp_1_1","EMP2.1",59
18067,"csp_3_3","EMP1.6",65
18072,"csp_5_2","EMP1.5",62
18076,"csp_5_2","EMP1.6",65
18089,"csp_1_1","EMP2.1",55
18091,"csp_4_6","EMP1.6",60
18094,"csp_6_2","EMP1.6",65
18100,"csp_5_2","EMP1.6",59
18103,"csp_2_1","EMP2.2",60
18111,"csp_5_6","EMP1.6",60
18114,"csp_2_2","EMP2.1",65
18119,"csp_4_6","EMP1.6",60
18123,"csp_1_1","EMP2.1",56
18124,"csp_5_2","EMP1.6",60
18130,"csp_5_2","EMP1.5",60
18131,"csp_4_2","EMP1.6",65
18148,"csp_5_6","EMP1.6",65
18150,"csp_3_7","EMP1.6",65
18159,"csp_3_1","EMP2.1",63
18161,"csp_3_3","EMP1.5",66
18165,"csp_3_8","EMP1.6",60
18180,"csp_5_4","EMP1.6",64
18204,"csp_5_6","EMP1.6",60
18211,"csp_6_2","EMP1.6",60
18221,"csp_5_4","EMP1.6",64
18228,"csp_1_1","EMP2.1",58
18231,"csp_4_7","EMP1.6",60
18235,"csp_5_4","EMP1.6",65
18237,"csp_6_7","EMP1.2",60
18242,"csp_2_2","EMP2.2",55
18246,"csp_5_6","EMP1.6",62
18252,"csp_5_2","EMP1.6",59
18253,"csp_6_4","EMP1.5",56
18266,"csp_3_1","EMP2.1",57
18277,"csp_6_8","EMP1.6",63
18290,"csp_6_7","EMP1.6",60
18293,"csp_6_8","EMP1.6",60
18300,"csp_6_7","EMP1.6",65
18304,"csp_4_8","EMP1.6",63
18318,"csp_6_7","EMP1.6",57
18325,"csp_1_1","EMP2.1",60
18329,"csp_5_2","EMP1.6",65
18346,"csp_5_2","EMP1.6",60
18350,"csp_5_6","EMP1.6",60
18351,"csp_6_5","EMP1.6",54
18353,"csp_5_2","EMP1.6",60
18363,"csp_6_4","EMP1.6",57
18375,"csp_4_6","EMP1.6",64
18392,"csp_6_8","EMP1.6",61
18395,"csp_6_8","EMP1.6",60
18408,"csp_4_3","EMP1.6",60
18414,"csp_5_3","EMP1.6",65
18415,"csp_5_5","EMP1.6",62
18420,"csp_4_7","EMP1.6",59
18423,"csp_4_6","EMP1.6",60
18432,"csp_1_1","EMP2.1",65
18443,"csp_5_2","EMP1.6",60
18447,"csp_6_7","EMP1.5",63
18456,"csp_4_6","EMP1.6",65
18465,"csp_2_1","EMP2.2",62
18481,"csp_4_3","EMP1.6",65
18489,"csp_5_5","EMP1.6",60
18494,"csp_5_2","EMP1.6",60
18495,"csp_4_6","EMP1.6",65
18503,"csp_3_1","EMP2.2",60
18509,"csp_4_2","EMP1.6",60
18517,"csp_4_7","EMP1.6",61
18522,"csp_3_5","EMP1.5",61
18524,"csp_6_8","EMP1.6",63
18525,"csp_5_4","EMP1.6",60
18528,"csp_6_7","EMP1.6",65
18541,"csp_4_6","EMP2.1",60
18552,"csp_6_3","EMP1.6",60
18566,"csp_5_3","EMP1.6",60
18574,"csp_5_4","EMP1.6",60
18581,"csp_1_2","EMP2.1",60
18584,"csp_5_2","EMP1.6",60
18606,"csp_5_2","EMP1.5",60
18629,"csp_6_3","EMP1.6",60
18631,"csp_4_8","EMP1.6",58
18640,"csp_5_2","EMP1.6",60
18641,"csp_5_2","EMP1.6",59
18648,"csp_5_5","EMP1.6",60
18669,"csp_4_8","EMP1.6",58
18682,"csp_4_5","EMP1.6",60
18684,"csp_5_2","EMP1.6",60
18696,"csp_5_6","EMP1.6",60
18697,"csp_5_2","EMP1.5",65
18700,"csp_4_8","EMP1.6",59
18709,"csp_5_2","EMP1.6",60
18710,"csp_5_2","EMP1.5",60
18711,"csp_5_2","EMP1.6",65
18713,"csp_2_1","EMP2.1",60
18716,"csp_6_3","EMP1.6",58
18721,"csp_2_2","EMP2.1",53
18726,"csp_6_3","EMP1.6",65
18730,"csp_2_3","EMP2.2",60
18739,"csp_6_4","EMP1.6",65
18740,"csp_4_5","EMP1.6",60
18754,"csp_6_3","EMP1.6",55
18756,"csp_4_6","EMP1.6",60
18757,"csp_2_1","EMP2.1",61
18767,"csp_6_4","EMP1.6",56
18768,"csp_3_7","EMP1.6",60
18774,"csp_6_4","EMP1.6",60
18781,"csp_4_7","EMP1.6",60
18782,"csp_4_2","EMP1.6",60
18792,"csp_5_6","EMP1.6",60
18794,"csp_5_6","EMP1.5",64
18801,"csp_1_1","EMP2.1",60
18805,"csp_5_2","EMP1.6",60
18814,"csp_6_8","EMP1.6",60
18820,"csp_5_2","EMP1.6",60
18829,"csp_5_6","EMP1.6",65
18835,"csp_5_2","EMP1.6",60
18841,"csp_4_6","EMP1.6",65
18869,"csp_3_5","EMP2.1",63
18879,"csp_2_2","EMP2.2",60
18888,"csp_5_6","EMP1.6",60
18898,"csp_4_6","EMP1.5",60
18901,"csp_6_3","EMP1.6",60
18913,"csp_5_2","EMP1.6",60
18915,"csp_6_5","EMP1.6",60
18920,"csp_2_2","EMP2.1",59
18927,"csp_6_5","EMP1.6",58
18943,"csp_4_2","EMP2.1",60
18948,"csp_3_5","EMP2.1",64
18949,"csp_4_6","EMP1.6",60
18958,"csp_5_4","EMP1.3",61
18962,"csp_6_7","EMP1.6",57
18970,"csp_6_4","EMP1.6",61
18977,"csp_6_4","EMP1.6",56
18980,"csp_4_7","EMP1.6",60
19002,"csp_1_1","EMP2.1",66
19003,"csp_5_6","EMP1.6",60
19015,"csp_4_8","EMP1.6",60
19026,"csp_2_1","EMP2.1",60
19048,"csp_5_3","EMP1.6",60
19052,"csp_2_1","EMP2.1",59
19054,"csp_3_8","EMP1.6",65
19060,"csp_2_1","EMP2.1",60
19086,"csp_5_2","EMP1.5",63
19091,"csp_4_2","EMP1.6",63
19092,"csp_6_7","EMP1.6",60
19093,"csp_6_8","EMP1.6",60
19099,"csp_5_4","EMP1.6",67
19124,"csp_5_5","EMP1.6",54
19126,"csp_4_7","EMP2.1",60
19140,"csp_5_2","EMP1.6",60
19141,"csp_5_2","EMP1.6",60
19142,"csp_6_3","EMP1.6",63
19147,"csp_5_5","EMP1.6",59
19152,"csp_4_3","EMP2.1",60
19164,"csp_3_8","EMP1.6",53
19174,"csp_3_1","EMP2.1",60
19175,"csp_2_2","EMP2.1",60
19176,"csp_5_3","EMP1.6",60
19179,"csp_5_3","EMP1.6",59
19185,"csp_4_5","EMP1.6",61
19189,"csp_1_1","EMP2.2",55
19195,"csp_5_2","EMP1.6",60
19231,"csp_5_2","EMP1.6",61
19233,"csp_5_2","EMP1.6",65
19238,"csp_1_1","EMP2.1",65
19239,"csp_4_6","EMP1.6",65
19245,"csp_4_6","EMP1.6",60
19247,"csp_3_8","EMP1.6",62
19249,"csp_6_4","EMP1.5",60
19251,"csp_1_1","EMP2.1",60
19257,"csp_5_4","EMP1.6",57
19283,"csp_5_2","EMP1.5",60
19302,"csp_5_2","EMP1.6",60
19307,"csp_4_6","EMP1.6",60
19322,"csp_6_8","EMP1.6",60
19326,"csp_5_3","EMP1.6",60
19329,"csp_4_2","EMP1.6",64
19330,"csp_2_2","EMP2.2",65
19338,"csp_5_2","EMP1.6",60
19347,"csp_1_3","EMP2.2",60
19349,"csp_6_8","EMP1.6",60
19359,"csp_5_6","EMP1.6",60
19360,"csp_4_3","EMP1.6",60
19367,"csp_4_7","EMP1.6",57
19386,"csp_6_3","EMP1.6",59
19387,"csp_4_6","EMP1.5",60
19393,"csp_6_4","EMP1.6",62
19404,"csp_4_6","EMP1.6",62
19405,"csp_5_4","EMP1.6",56
19413,"csp_6_3","EMP1.6",58
19416,"csp_6_7","EMP1.6",59
19419,"csp_6_7","EMP1.6",60
19428,"csp_6_2","EMP1.6",59
19436,"csp_4_8","EMP1.6",59
19450,"csp_6_2","EMP1.6",60
19452,"csp_5_6","EMP1.6",62
19461,"csp_6_8","EMP1.6",60
19466,"csp_6_7","EMP1.6",60
19475,"csp_6_3","EMP1.6",61
19480,"csp_4_5","EMP1.6",60
19482,"csp_5_5","EMP1.6",60
19483,"csp_3_8","EMP1.6",60
19484,"csp_3_7","EMP1.6",65
19494,"csp_5_2","EMP1.6",67
19505,"csp_6_5","EMP1.6",53
19518,"csp_3_3","EMP1.6",60
19521,"csp_5_2","EMP1.6",60
19525,"csp_5_2","EMP1.6",65
19530,"csp_6_3","EMP1.6",59
19548,"csp_4_7","EMP1.6",60
19558,"csp_5_6","EMP1.6",59
19572,"csp_5_6","EMP1.6",60
19587,"csp_5_5","EMP1.6",60
19607,"csp_6_8","EMP1.6",60
19613,"csp_6_7","EMP1.6",61
19625,"csp_3_4","EMP1.6",60
19627,"csp_6_7","EMP1.6",60
19630,"csp_6_3","EMP1.6",60
19632,"csp_5_2","EMP1.6",56
19637,"csp_6_4","EMP1.6",65
19648,"csp_5_2","EMP1.6",62
19652,"csp_4_5","EMP1.6",60
19654,"csp_6_4","EMP1.6",57
19656,"csp_6_4","EMP1.6",60
19657,"csp_3_8","EMP1.6",65
19660,"csp_4_6","EMP1.6",63
19661,"csp_4_7","EMP1.6",60
19665,"csp_6_3","EMP1.6",60
19676,"csp_6_2","EMP1.6",60
19685,"csp_5_5","EMP1.6",56
19693,"csp_4_6","EMP1.6",60
19709,"csp_5_6","EMP1.6",65
19717,"csp_4_6","EMP1.6",60
19721,"csp_4_7","EMP1.6",65
19728,"csp_6_7","EMP1.2",60
19740,"csp_6_2","EMP1.6",59
19759,"csp_1_1","EMP2.1",59
19764,"csp_5_6","EMP1.6",65
19774,"csp_5_6","EMP1.5",60
19776,"csp_3_7","EMP1.6",60
19788,"csp_3_4","EMP1.6",60
19790,"csp_1_3","EMP2.2",60
19796,"csp_4_6","EMP1.6",57
19811,"csp_5_2","EMP1.6",60
19837,"csp_5_4","EMP1.6",65
19844,"csp_6_5","EMP1.6",64
19847,"csp_5_6","EMP1.6",60
19867,"csp_6_3","EMP1.6",60
19873,"csp_5_6","EMP1.6",60
19875,"csp_2_1","EMP2.2",60
19876,"csp_1_3","EMP2.2",60
19880,"csp_6_2","EMP1.6",64
19911,"csp_3_8","EMP1.6",65
19922,"csp_4_7","EMP1.6",58
19929,"csp_6_2","EMP1.6",63
19933,"csp_3_3","EMP1.6",60
19934,"csp_5_2","EMP1.6",60
19947,"csp_4_7","EMP1.6",60
19969,"csp_4_6","EMP1.6",60
19970,"csp_5_5","EMP1.6",65
19974,"csp_3_7","EMP1.6",60
19980,"csp_4_7","EMP1.6",62
19983,"csp_5_4","EMP1.6",60
19998,"csp_5_2","EMP1.6",54
20000,"csp_6_4","EMP1.6",60
20019,"csp_5_2","EMP1.5",59
20020,"csp_5_3","EMP1.6",60
20027,"csp_2_2","EMP2.1",55
20034,"csp_6_8","EMP1.6",65
20043,"csp_5_2","EMP1.6",60
20045,"csp_3_8","EMP1.6",60
20051,"csp_4_2","EMP2.1",60
20053,"csp_6_2","EMP1.6",65
20054,"csp_5_6","EMP1.6",65
20062,"csp_3_8","EMP1.6",65
20064,"csp_4_2","EMP2.1",65
20083,"csp_5_2","EMP1.6",60
20086,"csp_2_2","EMP2.1",60
20089,"csp_1_1","EMP2.1",60
20091,"csp_3_7","EMP1.6",65
20094,"csp_5_3","EMP1.6",60
20095,"csp_5_2","EMP1.6",59
20097,"csp_4_6","EMP1.6",65
20100,"csp_5_6","EMP1.5",60
20116,"csp_1_1","EMP2.1",65
20130,"csp_4_2","EMP1.6",60
20137,"csp_5_5","EMP1.6",65
20140,"csp_2_2","EMP2.2",60
20148,"csp_5_2","EMP1.6",65
20151,"csp_5_2","EMP1.6",65
20166,"csp_4_6","EMP1.6",60
20170,"csp_5_4","EMP1.6",60
20175,"csp_6_9","EMP1.6",60
20183,"csp_5_6","EMP1.6",60
20192,"csp_4_6","EMP1.6",65
20203,"csp_6_8","EMP1.6",57
20221,"csp_4_6","EMP1.6",63
20224,"csp_1_1","EMP2.2",60
20227,"csp_3_3","EMP1.6",60
20237,"csp_3_7","EMP1.6",64
20242,"csp_2_2","EMP2.2",60
20252,"csp_5_2","EMP1.6",65
20258,"csp_6_2","EMP1.6",60
20262,"csp_2_2","EMP2.2",60
20266,"csp_5_2","EMP1.5",60
20268,"csp_6_2","EMP1.6",60
20282,"csp_4_6","EMP1.6",60
20283,"csp_6_4","EMP1.6",64
20284,"csp_6_8","EMP1.6",65
20287,"csp_6_7","EMP1.6",65
20290,"csp_4_6","EMP1.5",64
20298,"csp_6_8","EMP1.6",63
20322,"csp_5_4","EMP1.6",62
20326,"csp_4_6","EMP1.6",61
20332,"csp_6_2","EMP1.6",60
20335,"csp_6_2","EMP1.6",58
20346,"csp_5_2","EMP1.5",60
20347,"csp_3_1","EMP2.2",59
20348,"csp_5_2","EMP1.6",62
20355,"csp_5_6","EMP1.6",60
20360,"csp_5_6","EMP1.6",61
20364,"csp_5_4","EMP1.6",60
20372,"csp_5_3","EMP1.6",56
20378,"csp_1_1","EMP2.1",60
20382,"csp_1_3","EMP2.3",60
20401,"csp_4_3","EMP1.6",60
20405,"csp_4_3","EMP1.6",55
20409,"csp_5_2","EMP1.6",60
20418,"csp_5_2","EMP1.6",60
20420,"csp_4_7","EMP1.6",59
20427,"csp_4_7","EMP1.6",60
20430,"csp_1_3","EMP2.2",60
20436,"csp_5_4","EMP1.6",60
20441,"csp_2_1","EMP2.1",64
20451,"csp_5_2","EMP1.6",60
20465,"csp_5_2","EMP1.6",60
20467,"csp_6_3","EMP1.6",60
20492,"csp_1_1","EMP2.1",62
20494,"csp_6_4","EMP1.6",65
20501,"csp_4_3","EMP1.6",60
20504,"csp_6_3","EMP1.6",60
20506,"csp_2_2","EMP2.1",60
20518,"csp_6_8","EMP1.3",65
20528,"csp_6_7","EMP1.6",60
20539,"csp_4_5","EMP1.6",65
20544,"csp_4_2","EMP1.6",60
20546,"csp_4_7","EMP1.6",60
20559,"csp_4_2","EMP1.6",60
20577,"csp_6_4","EMP1.6",60
20582,"csp_6_3","EMP1.6",61
20588,"csp_1_1","EMP2.1",57
20592,"csp_1_1","EMP2.2",58
20600,"csp_6_4","EMP1.6",58
20603,"csp_5_6","EMP1.6",60
20610,"csp_6_5","EMP1.6",64
20611,"csp_5_2","EMP1.6",59
20645,"csp_1_3","EMP2.2",60
20651,"csp_6_3","EMP1.5",58
20657,"csp_5_4","EMP1.6",60
20663,"csp_3_4","EMP1.6",60
20667,"csp_6_3","EMP1.6",65
20669,"csp_3_3","EMP1.6",60
20672,"csp_5_6","EMP1.6",65
20673,"csp_6_4","EMP1.6",60
20674,"csp_5_6","EMP1.6",60
20681,"csp_4_5","EMP1.6",60
20691,"csp_5_3","EMP1.6",60
20692,"csp_5_2","EMP1.6",60
20696,"csp_4_7","EMP1.6",58
20703,"csp_5_2","EMP1.6",60
20705,"csp_4_6","EMP1.6",57
20707,"csp_6_7","EMP1.6",59
20709,"csp_4_2","EMP1.6",61
20716,"csp_3_1","EMP2.2",60
20726,"csp_5_2","EMP1.6",60
20728,"csp_5_2","EMP1.6",55
20729,"csp_4_4","EMP1.6",60
20733,"csp_2_1","EMP2.1",60
20734,"csp_5_6","EMP1.6",62
20740,"csp_6_4","EMP1.6",60
20761,"csp_5_2","EMP1.6",58
20767,"csp_5_4","EMP1.6",63
20781,"csp_3_3","EMP1.6",58
20796,"csp_5_4","EMP1.6",65
20807,"csp_5_6","EMP1.6",65
20814,"csp_4_3","EMP1.6",60
20825,"csp_2_1","EMP2.2",60
20831,"csp_6_8","EMP1.6",65
20832,"csp_4_3","EMP1.6",62
20851,"csp_1_1","EMP2.2",60
20854,"csp_5_6","EMP1.6",60
20855,"csp_2_1","EMP2.2",65
20860,"csp_5_2","EMP1.6",65
20862,"csp_5_6","EMP1.6",63
20895,"csp_6_3","EMP1.6",59
20911,"csp_1_3","EMP2.2",60
20914,"csp_4_2","EMP1.6",60
20916,"csp_5_2","EMP1.6",59
20923,"csp_4_3","EMP1.6",60
20924,"csp_5_2","EMP1.6",65
20930,"csp_4_6","EMP1.6",64
20944,"csp_5_2","EMP1.6",61
20950,"csp_6_8","EMP1.6",62
20956,"csp_1_1","EMP2.1",60
20963,"csp_5_2","EMP1.6",52
20964,"csp_1_1","EMP2.1",57
20977,"csp_4_7","EMP1.6",60
20982,"csp_1_1","EMP2.1",60
20989,"csp_5_6","EMP1.6",58
20990,"csp_3_3","EMP1.6",55
21011,"csp_3_8","EMP1.6",54
21020,"csp_6_2","EMP1.6",65
21031,"csp_4_7","EMP1.6",60
21035,"csp_4_6","EMP1.6",60
21038,"csp_2_2","EMP2.2",56
21039,"csp_4_5","EMP1.6",60
21042,"csp_5_2","EMP1.5",61
21045,"csp_5_6","EMP1.6",65
21054,"csp_5_3","EMP1.6",61
21063,"csp_5_5","EMP1.6",65
21064,"csp_2_1","EMP2.2",62
21066,"csp_6_2","EMP1.6",58
21073,"csp_5_2","EMP1.6",60
21076,"csp_5_3","EMP1.6",61
21081,"csp_3_4","EMP1.6",60
21084,"csp_4_8","EMP1.6",55
21096,"csp_4_6","EMP1.6",65
21097,"csp_5_2","EMP1.6",60
21107,"csp_6_2","EMP1.6",60
21110,"csp_6_4","EMP1.2",60
21111,"csp_5_2","EMP1.6",56
21112,"csp_4_6","EMP1.6",62
21116,"csp_1_2","EMP2.1",60
21124,"csp_1_1","EMP2.1",60
21126,"csp_5_2","EMP1.6",58
21127,"csp_5_6","EMP1.6",60
21134,"csp_5_2","EMP1.6",54
21144,"csp_3_4","EMP1.6",57
