PRIMARY_KEY,INSEE,Household_type,JOB_42,Highest_degree,Studying,AGE_2019,act,sex,target
28816,"34120","TYPEMR|3|2","csp_8_4","dip|1|7",TRUE,27,"ACT2.2","Male","A"
28817,"34120","TYPEMR|1|1","csp_8_5","dip|3",FALSE,51,"ACT2.5","Male","E"
28819,"34120","TYPEMR|1|1","csp_7_2","dip|1|3",FALSE,65,"ACT2.1","Male","E"
28821,"34120","TYPEMR|4|4","csp_8_6","dip|1",FALSE,74,"ACT2.1","Male","E"
28822,"34120","TYPEMR|1|2","csp_7_8","dip|1|6",FALSE,68,"ACT2.1","Female","A"
28824,"34123","TYPEMR|4|3","csp_3_3","dip|1|5",FALSE,27,"ACT1.1","Female","A"
28825,"34123","TYPEMR|3|1","csp_8_5","dip|1|7",FALSE,43,"ACT2.5","Male","A"
28826,"34123","TYPEMR|3|2","csp_5_6","dip|3",FALSE,45,"ACT1.1","Female","A"
28828,"34123","TYPEMR|3|2","csp_8_5","dip|2",TRUE,32,"ACT2.4","Female","A"
28829,"34123","TYPEMR|1|2","csp_8_5","dip|2",FALSE,49,"ACT2.4","Female","A"
28830,"34123","TYPEMR|4|4","csp_8_6","dip|1|6",FALSE,75,"ACT2.1","Female","A"
28831,"34123","TYPEMR|4|4","csp_5_6","dip|1|3",FALSE,35,"ACT1.1","Male","A"
28836,"34123","TYPEMR|4|2","csp_2_1","dip|1|3",FALSE,59,"ACT1.1","Male","E"
28838,"34123","TYPEMR|4|1","csp_3_3","dip|1|6",FALSE,46,"ACT1.1","Female","E"
28841,"34123","TYPEMR|4|1","csp_2_1","dip|1|3",FALSE,53,"ACT1.1","Male","E"
28843,"34123","TYPEMR|1|1","csp_7_5","dip|1|8",FALSE,72,"ACT2.1","Male","E"
28844,"34123","TYPEMR|1|2","csp_5_6","dip|2",FALSE,41,"ACT1.1","Female","A"
28846,"34123","TYPEMR|4|1","csp_3_1","dip|1|8",FALSE,44,"ACT1.1","Female","A"
28852,"34127","TYPEMR|4|3","csp_6_3","dip|3",FALSE,35,"ACT1.2","Male","E"
28853,"34127","TYPEMR|4|4","csp_8_6","dip|1|3",FALSE,68,"ACT2.5","Female","A"
28856,"34127","TYPEMR|4|3","csp_7_4","dip|1|3",FALSE,89,"ACT2.1","Male","A"
28858,"34128","TYPEMR|4|4","csp_8_5","dip|1|7",FALSE,52,"ACT2.5","Female","A"
28859,"34128","TYPEMR|4|1","csp_4_2","dip|1|8",FALSE,28,"ACT1.1","Female","E"
28860,"34128","TYPEMR|4|4","csp_7_7","dip|1|3",FALSE,73,"ACT2.1","Female","A"
28862,"34129","TYPEMR|4|1","csp_3_7","dip|1|6",FALSE,55,"ACT1.1","Female","A"
28863,"34129","TYPEMR|4|4","csp_7_5","dip|1|4",FALSE,68,"ACT2.1","Female","A"
28866,"34129","TYPEMR|4|1","csp_4_8","dip|1|3",FALSE,48,"ACT1.1","Male","A"
28867,"34129","TYPEMR|4|4","csp_8_4","dip|2",TRUE,17,"ACT2.2","Male","A"
28868,"34129","TYPEMR|2|0","csp_8_5","dip|1|5",FALSE,38,"ACT2.5","Male","A"
28869,"34129","TYPEMR|3|2","csp_6_4","dip|3",FALSE,30,"ACT1.2","Male","A"
28871,"34129","TYPEMR|4|2","csp_3_7","dip|1|7",FALSE,58,"ACT1.1","Male","E"
28872,"34129","TYPEMR|4|1","csp_6_5","dip|1|6",FALSE,41,"ACT1.1","Male","A"
28879,"34130","TYPEMR|2|0","csp_3_8","dip|1|8",TRUE,27,"ACT1.1","Male","A"
28881,"34132","TYPEMR|1|1","csp_8_5","dip|2",FALSE,42,"ACT2.5","Male","A"
28884,"34134","TYPEMR|4|1","csp_6_2","dip|1|3",FALSE,60,"ACT1.1","Male","E"
28885,"34134","TYPEMR|4|1","csp_4_7","dip|1|8",FALSE,40,"ACT1.1","Female","E"
28887,"34134","TYPEMR|4|1","csp_3_4","dip|1|9",FALSE,38,"ACT1.1","Male","E"
28888,"34135","TYPEMR|3|2","csp_6_7","dip|1|5",TRUE,23,"ACT1.1","Male","A"
28891,"34135","TYPEMR|4|1","csp_5_3","dip|1|6",FALSE,42,"ACT1.1","Male","A"
28892,"34135","TYPEMR|4|1","csp_5_2","dip|1|3",FALSE,47,"ACT1.1","Female","E"
28893,"34135","TYPEMR|4|1","csp_5_6","dip|1|2",FALSE,46,"ACT1.1","Female","E"
28897,"34140","TYPEMR|4|1","csp_5_2","dip|1|5",FALSE,29,"ACT1.1","Male","E"
28900,"34140","TYPEMR|4|3","csp_6_3","dip|3",FALSE,27,"ACT1.2","Male","E"
28901,"34140","TYPEMR|4|1","csp_3_8","dip|1|6",FALSE,34,"ACT1.1","Male","E"
28902,"34140","TYPEMR|4|4","csp_8_5","dip|2",FALSE,50,"ACT2.1","Female","A"
28903,"34142","TYPEMR|1|2","csp_3_7","dip|1|7",TRUE,29,"ACT1.2","Female","A"
28905,"34142","TYPEMR|4|4","csp_6_7","dip|1|5",FALSE,42,"ACT1.2","Male","A"
28906,"34142","TYPEMR|4|4","csp_7_8","dip|1|3",FALSE,82,"ACT2.1","Male","A"
28907,"34142","TYPEMR|4|4","csp_7_8","dip|1|4",FALSE,77,"ACT2.1","Male","A"
28909,"34142","TYPEMR|4|4","csp_7_5","dip|1|6",FALSE,72,"ACT2.1","Male","A"
28910,"34142","TYPEMR|3|2","csp_4_3","dip|1|2",FALSE,28,"ACT1.2","Female","A"
28911,"34142","TYPEMR|4|1","csp_6_3","dip|1|3",FALSE,47,"ACT1.1","Male","A"
28912,"34143","TYPEMR|4|1","csp_5_2","dip|1|3",FALSE,54,"ACT1.1","Female","E"
28913,"34143","TYPEMR|1|1","csp_6_8","dip|1|3",FALSE,55,"ACT1.1","Male","E"
28914,"34143","TYPEMR|4|2","csp_8_5","dip|1|2",FALSE,37,"ACT2.4","Female","E"
28916,"34143","TYPEMR|1|1","csp_6_5","dip|1|2",TRUE,47,"ACT1.1","Male","E"
28917,"34143","TYPEMR|4|4","csp_7_7","dip|1|5",FALSE,82,"ACT2.1","Male","E"
28919,"34145","TYPEMR|3|2","csp_5_4","dip|1|6",FALSE,51,"ACT1.1","Female","A"
28921,"34145","TYPEMR|4|1","csp_5_5","dip|1|3",FALSE,23,"ACT1.1","Female","E"
28922,"34145","TYPEMR|4|4","csp_7_2","dip|1|8",FALSE,96,"ACT2.1","Male","A"
28924,"34145","TYPEMR|4|2","csp_7_8","dip|1|3",FALSE,94,"ACT2.1","Male","A"
28925,"34145","TYPEMR|3|2","csp_8_1","dip|1|5",FALSE,22,"ACT1.2","Female","A"
28928,"34145","TYPEMR|3|2","csp_8_4","dip|3",TRUE,19,"ACT2.2","Male","A"
28931,"34145","TYPEMR|4|3","csp_8_1","dip|1|3",TRUE,26,"ACT1.2","Male","A"
28935,"34145","TYPEMR|4|4","csp_7_5","dip|3",FALSE,90,"ACT2.1","Male","A"
28937,"34145","TYPEMR|4|4","csp_7_1","dip|1|1",FALSE,82,"ACT2.1","Female","A"
28938,"34145","TYPEMR|3|1","csp_3_7","dip|1|4",FALSE,49,"ACT1.1","Male","A"
28939,"34145","TYPEMR|4|1","csp_5_3","dip|1|6",FALSE,49,"ACT1.1","Male","A"
28941,"34145","TYPEMR|4|4","csp_7_5","dip|1|6",FALSE,66,"ACT2.1","Male","A"
28942,"34145","TYPEMR|4|1","csp_4_6","dip|1|3",FALSE,38,"ACT1.1","Male","E"
28943,"34145","TYPEMR|4|1","csp_5_4","dip|1|4",FALSE,45,"ACT1.1","Female","E"
28944,"34145","TYPEMR|4|4","csp_7_7","dip|1|1",FALSE,71,"ACT2.1","Male","E"
28947,"34145","TYPEMR|4|4","csp_8_5","dip|3",FALSE,43,"ACT2.4","Female","A"
28948,"34145","TYPEMR|4|4","csp_7_5","dip|1|4",FALSE,66,"ACT2.1","Female","A"
28949,"34145","TYPEMR|4|4","csp_7_7","dip|1|1",FALSE,68,"ACT2.1","Female","A"
28950,"34145","TYPEMR|4|4","csp_8_6","dip|1",FALSE,73,"ACT2.1","Female","A"
28951,"34145","TYPEMR|4|4","csp_8_4","dip|3",TRUE,15,"ACT2.2","Male","A"
28953,"34145","TYPEMR|4|1","csp_8_5","dip|1|6",FALSE,22,"ACT2.5","Female","E"
28954,"34145","TYPEMR|4|2","csp_4_7","dip|1|6",FALSE,54,"ACT1.1","Male","A"
28955,"34145","TYPEMR|4|1","csp_5_3","dip|1|4",FALSE,38,"ACT1.1","Male","A"
28956,"34146","TYPEMR|3|2","csp_8_4","dip|1|5",TRUE,18,"ACT2.2","Male","A"
28957,"34146","TYPEMR|4|4","csp_7_8","dip|2",FALSE,83,"ACT2.1","Male","A"
28959,"34146","TYPEMR|4|3","csp_7_5","dip|1|8",FALSE,62,"ACT2.1","Female","A"
28961,"34146","TYPEMR|4|1","csp_2_1","dip|1|6",FALSE,45,"ACT1.1","Male","E"
28962,"34146","TYPEMR|2|0","csp_4_7","dip|1|5",TRUE,29,"ACT1.1","Male","A"
28963,"34146","TYPEMR|3|2","csp_8_4","dip|3",TRUE,15,"ACT2.2","Male","A"
28964,"34146","TYPEMR|1|1","csp_4_8","dip|1|3",FALSE,44,"ACT1.1","Male","A"
28965,"34146","TYPEMR|4|4","csp_7_5","dip|1|8",FALSE,67,"ACT2.1","Male","E"
28967,"34147","TYPEMR|1|2","csp_3_1","dip|1|8",FALSE,63,"ACT1.1","Female","A"
28970,"34147","TYPEMR|1|2","csp_8_4","dip|1|4",TRUE,19,"ACT2.2","Female","A"
28971,"34147","TYPEMR|4|1","csp_5_2","dip|1|2",FALSE,26,"ACT1.1","Female","A"
28973,"34148","TYPEMR|4|1","csp_2_1","dip|1|5",FALSE,36,"ACT1.1","Male","A"
28977,"34148","TYPEMR|3|2","csp_7_5","dip|1|6",FALSE,64,"ACT2.1","Female","E"
28979,"34148","TYPEMR|4|1","csp_2_1","dip|1|3",FALSE,48,"ACT1.1","Male","A"
28980,"34148","TYPEMR|4|1","csp_5_6","dip|1|6",FALSE,48,"ACT1.1","Male","E"
28982,"34149","TYPEMR|1|2","csp_3_5","dip|1|5",FALSE,47,"ACT1.1","Female","E"
28990,"34150","TYPEMR|1|2","csp_5_4","dip|1|7",FALSE,58,"ACT1.1","Female","A"
28992,"34150","TYPEMR|1|2","csp_7_8","dip|1|4",FALSE,87,"ACT2.1","Female","E"
28994,"34150","TYPEMR|4|2","csp_4_7","dip|1|3",FALSE,37,"ACT1.1","Male","A"
28995,"34150","TYPEMR|4|1","csp_5_2","dip|1|3",FALSE,59,"ACT1.1","Male","A"
28998,"34151","TYPEMR|4|2","csp_8_5","dip|1|3",FALSE,47,"ACT2.4","Female","A"
29001,"34151","TYPEMR|4|1","csp_4_3","dip|1|7",FALSE,37,"ACT1.1","Female","E"
29002,"34151","TYPEMR|1|2","csp_7_7","dip|1|3",FALSE,76,"ACT2.1","Female","A"
29004,"34151","TYPEMR|2|0","csp_3_8","dip|1|9",FALSE,31,"ACT1.2","Male","A"
29005,"34152","TYPEMR|4|2","csp_3_1","dip|1|8",FALSE,53,"ACT1.1","Male","E"
29007,"34153","TYPEMR|4|2","csp_8_5","dip|1|6",FALSE,42,"ACT2.4","Female","A"
29008,"34153","TYPEMR|3|2","csp_5_4","dip|1|4",FALSE,53,"ACT1.1","Female","E"
29010,"34153","TYPEMR|4|4","csp_7_7","dip|2",FALSE,82,"ACT2.1","Female","A"
29011,"34153","TYPEMR|4|1","csp_5_4","dip|1|7",FALSE,34,"ACT1.1","Female","A"
29012,"34154","TYPEMR|4|2","csp_8_4","dip|1|7",TRUE,26,"ACT2.2","Male","A"
29017,"34154","TYPEMR|4|2","csp_8_5","dip|1|7",FALSE,47,"ACT2.4","Female","A"
29018,"34154","TYPEMR|3|2","csp_5_2","dip|1|5",FALSE,32,"ACT1.1","Female","A"
29019,"34154","TYPEMR|2|0","csp_7_5","dip|1|5",FALSE,70,"ACT2.1","Male","A"
29020,"34154","TYPEMR|4|2","csp_4_5","dip|1|4",FALSE,59,"ACT1.1","Male","A"
29021,"34154","TYPEMR|1|1","csp_8_6","dip|2",FALSE,84,"ACT2.1","Male","A"
29022,"34154","TYPEMR|3|2","csp_8_4","dip|1|7",TRUE,23,"ACT2.2","Female","A"
29023,"34154","TYPEMR|4|1","csp_3_7","dip|1|7",FALSE,49,"ACT1.1","Male","E"
29024,"34154","TYPEMR|4|1","csp_5_2","dip|1|3",FALSE,44,"ACT1.1","Female","A"
29025,"34154","TYPEMR|4|1","csp_5_2","dip|1|8",FALSE,27,"ACT1.1","Female","A"
29026,"34154","TYPEMR|4|4","csp_7_7","dip|1|2",FALSE,75,"ACT2.1","Female","A"
29027,"34154","TYPEMR|4|1","csp_5_6","dip|1|7",TRUE,24,"ACT1.1","Female","E"
29029,"34154","TYPEMR|3|2","csp_5_2","dip|1|3",FALSE,51,"ACT1.1","Female","A"
29030,"34154","TYPEMR|4|4","csp_7_8","dip|1|2",FALSE,75,"ACT2.1","Female","A"
29032,"34154","TYPEMR|4|4","csp_8_6","dip|2",FALSE,63,"ACT2.4","Female","A"
29033,"34154","TYPEMR|2|0","csp_5_2","dip|1|5",FALSE,34,"ACT1.1","Female","A"
29034,"34155","TYPEMR|1|1","csp_8_5","dip|1|6",FALSE,44,"ACT2.5","Male","E"
29037,"34157","TYPEMR|4|4","csp_7_5","dip|1|3",FALSE,64,"ACT2.1","Female","A"
29038,"34157","TYPEMR|4|2","csp_6_3","dip|1|3",TRUE,51,"ACT1.1","Male","A"
29041,"34157","TYPEMR|1|1","csp_3_7","dip|1|3",FALSE,58,"ACT1.1","Male","A"
29042,"34157","TYPEMR|3|2","csp_8_5","dip|2",FALSE,45,"ACT2.5","Female","A"
29045,"34157","TYPEMR|1|1","csp_6_3","dip|1|6",FALSE,25,"ACT1.1","Male","A"
29046,"34157","TYPEMR|4|4","csp_7_7","dip|2",FALSE,79,"ACT2.1","Female","A"
29047,"34157","TYPEMR|4|1","csp_4_6","dip|1|8",FALSE,39,"ACT1.1","Female","E"
29048,"34157","TYPEMR|1|2","csp_7_2","dip|1|2",FALSE,71,"ACT2.1","Female","E"
29050,"34157","TYPEMR|4|3","csp_5_6","dip|1|3",FALSE,54,"ACT1.1","Female","A"
29051,"34157","TYPEMR|4|1","csp_4_2","dip|1|7",FALSE,34,"ACT1.1","Male","A"
29052,"34157","TYPEMR|1|2","csp_7_7","dip|1|4",FALSE,90,"ACT2.1","Female","A"
29055,"34157","TYPEMR|1|1","csp_8_4","dip|1|8",TRUE,29,"ACT2.2","Male","E"
29058,"34157","TYPEMR|4|2","csp_6_3","dip|1|5",FALSE,28,"ACT1.2","Female","A"
29060,"34157","TYPEMR|3|2","csp_8_5","dip|3",TRUE,16,"ACT2.2","Female","A"
29064,"34159","TYPEMR|4|4","csp_7_5","dip|1|6",FALSE,78,"ACT2.1","Female","A"
29065,"34159","TYPEMR|4|4","csp_7_8","dip|1|3",FALSE,90,"ACT2.1","Male","E"
29067,"34159","TYPEMR|1|2","csp_8_6","dip|1|4",FALSE,83,"ACT2.5","Female","A"
29068,"34159","TYPEMR|4|1","csp_4_6","dip|1|2",FALSE,37,"ACT1.1","Male","A"
29069,"34159","TYPEMR|4|4","csp_7_5","dip|1|7",FALSE,71,"ACT2.1","Female","A"
29071,"34159","TYPEMR|2|0","csp_5_4","dip|1|7",FALSE,46,"ACT1.1","Male","A"
29073,"34160","TYPEMR|3|2","csp_8_4","dip|3",TRUE,16,"ACT2.2","Female","A"
29074,"34161","TYPEMR|4|1","csp_3_4","dip|1|9",FALSE,56,"ACT1.1","Male","E"
29080,"34161","TYPEMR|4|1","csp_5_6","dip|1|3",FALSE,45,"ACT1.1","Female","A"
29081,"34161","TYPEMR|1|2","csp_7_5","dip|1|3",FALSE,70,"ACT2.1","Female","A"
29082,"34162","TYPEMR|4|3","csp_5_2","dip|1|7",FALSE,53,"ACT1.1","Female","E"
29084,"34162","TYPEMR|4|1","csp_4_2","dip|1|6",FALSE,63,"ACT1.1","Male","A"
29087,"34163","TYPEMR|4|1","csp_4_3","dip|1|6",FALSE,32,"ACT1.1","Female","A"
29088,"34163","TYPEMR|3|1","csp_6_3","dip|3",FALSE,40,"ACT1.2","Male","A"
29090,"34165","TYPEMR|4|1","csp_3_1","dip|1|8",FALSE,42,"ACT1.1","Female","A"
29091,"34165","TYPEMR|4|1","csp_3_3","dip|1|9",FALSE,52,"ACT1.1","Male","A"
29092,"34165","TYPEMR|1|2","csp_8_5","dip|1",FALSE,49,"ACT2.5","Female","A"
29093,"34165","TYPEMR|4|4","csp_8_6","dip|1|3",FALSE,61,"ACT2.4","Female","A"
29096,"34166","TYPEMR|4|3","csp_2_2","dip|1|3",FALSE,56,"ACT1.2","Male","A"
29099,"34166","TYPEMR|4|2","csp_5_4","dip|1|6",FALSE,70,"ACT1.1","Male","E"
29100,"34166","TYPEMR|4|4","csp_7_4","dip|1|8",FALSE,79,"ACT2.1","Male","E"
29103,"34169","TYPEMR|4|1","csp_5_2","dip|1|5",FALSE,35,"ACT1.1","Female","E"
29108,"34172","TYPEMR|4|1","csp_8_4","dip|1|5",TRUE,18,"ACT2.2","Male","A"
29110,"34172","TYPEMR|4|4","csp_7_2","dip|1|3",FALSE,73,"ACT2.1","Male","A"
29114,"34172","TYPEMR|3|2","csp_4_3","dip|1|7",FALSE,55,"ACT1.1","Female","A"
29116,"34172","TYPEMR|4|3","csp_5_6","dip|1|7",FALSE,53,"ACT1.1","Female","A"
29118,"34172","TYPEMR|4|2","csp_4_2","dip|1|7",TRUE,24,"ACT1.1","Female","A"
29119,"34172","TYPEMR|4|2","csp_8_4","dip|1|2",TRUE,19,"ACT2.2","Male","A"
29120,"34172","TYPEMR|4|4","csp_7_5","dip|1|7",FALSE,75,"ACT2.1","Male","A"
29121,"34172","TYPEMR|4|1","csp_8_4","dip|1|2",TRUE,21,"ACT2.2","Female","A"
29122,"34172","TYPEMR|3|2","csp_8_4","dip|1|2",TRUE,18,"ACT2.2","Male","A"
29124,"34172","TYPEMR|2|0","csp_5_3","dip|1|8",FALSE,51,"ACT1.1","Male","A"
29126,"34172","TYPEMR|1|2","csp_5_4","dip|1|4",FALSE,67,"ACT1.1","Female","A"
29129,"34172","TYPEMR|4|3","csp_8_5","dip|1|6",FALSE,54,"ACT2.5","Male","A"
29130,"34172","TYPEMR|4|1","csp_8_4","dip|1|2",TRUE,18,"ACT2.2","Male","A"
29131,"34172","TYPEMR|1|1","csp_3_4","dip|1|6",TRUE,40,"ACT1.1","Male","A"
29132,"34172","TYPEMR|1|2","csp_4_8","dip|1|3",FALSE,58,"ACT1.1","Female","A"
29135,"34172","TYPEMR|4|3","csp_4_6","dip|1|8",FALSE,27,"ACT1.1","Female","E"
29136,"34172","TYPEMR|4|1","csp_8_4","dip|1|3",TRUE,21,"ACT2.2","Male","A"
29140,"34172","TYPEMR|3|2","csp_4_6","dip|1|7",FALSE,45,"ACT1.2","Female","A"
29142,"34172","TYPEMR|4|4","csp_7_2","dip|1|1",FALSE,81,"ACT2.1","Male","E"
29144,"34172","TYPEMR|4|1","csp_2_2","dip|1|5",FALSE,25,"ACT1.1","Female","A"
29145,"34172","TYPEMR|4|1","csp_4_3","dip|1|7",FALSE,30,"ACT1.1","Female","E"
29149,"34172","TYPEMR|4|4","csp_7_4","dip|1|6",FALSE,89,"ACT2.1","Male","A"
29151,"34172","TYPEMR|1|2","csp_8_4","dip|1|7",TRUE,25,"ACT2.2","Female","A"
29153,"34172","TYPEMR|4|3","csp_4_6","dip|1|6",FALSE,46,"ACT1.1","Female","A"
29154,"34172","TYPEMR|1|2","csp_7_7","dip|1|3",FALSE,64,"ACT2.1","Female","A"
29155,"34172","TYPEMR|2|0","csp_3_5","dip|1|6",FALSE,29,"ACT1.1","Male","A"
29156,"34172","TYPEMR|4|4","csp_7_5","dip|1|4",FALSE,71,"ACT2.1","Female","A"
29157,"34172","TYPEMR|2|0","csp_4_3","dip|1|7",FALSE,26,"ACT1.1","Male","A"
29158,"34172","TYPEMR|4|1","csp_3_7","dip|1|7",FALSE,33,"ACT1.1","Female","E"
29161,"34172","TYPEMR|4|4","csp_8_6","dip|1|8",FALSE,82,"ACT2.1","Male","A"
29163,"34172","TYPEMR|1|1","csp_4_6","dip|1|7",FALSE,31,"ACT1.1","Male","A"
29164,"34172","TYPEMR|4|4","csp_7_7","dip|2",FALSE,85,"ACT2.1","Female","A"
29167,"34172","TYPEMR|4|4","csp_4_7","dip|1|5",FALSE,61,"ACT1.2","Male","A"
29168,"34172","TYPEMR|4|4","csp_7_5","dip|1|7",FALSE,69,"ACT2.1","Female","A"
29169,"34172","TYPEMR|1|1","csp_4_6","dip|1|4",FALSE,78,"ACT1.1","Male","A"
29170,"34172","TYPEMR|4|4","csp_7_5","dip|1|7",FALSE,73,"ACT2.1","Female","A"
29172,"34172","TYPEMR|3|2","csp_6_3","dip|1|4",FALSE,20,"ACT1.2","Male","A"
29173,"34172","TYPEMR|4|1","csp_5_5","dip|1|2",FALSE,51,"ACT1.1","Female","A"
29174,"34172","TYPEMR|4|2","csp_8_4","dip|1|4",TRUE,24,"ACT2.2","Female","A"
29176,"34172","TYPEMR|4|1","csp_6_4","dip|1|7",FALSE,37,"ACT1.1","Male","A"
29178,"34172","TYPEMR|4|4","csp_7_7","dip|1|1",FALSE,67,"ACT2.1","Female","A"
29180,"34172","TYPEMR|1|1","csp_8_5","dip|1|4",TRUE,22,"ACT2.5","Male","A"
29182,"34172","TYPEMR|4|1","csp_8_4","dip|1|3",TRUE,20,"ACT2.2","Male","A"
29184,"34172","TYPEMR|3|2","csp_6_8","dip|1|1",FALSE,24,"ACT1.1","Female","A"
29185,"34172","TYPEMR|4|3","csp_7_5","dip|1|2",FALSE,65,"ACT2.1","Male","A"
29187,"34172","TYPEMR|3|2","csp_8_5","dip|1|4",FALSE,39,"ACT2.5","Female","E"
29188,"34172","TYPEMR|4|4","csp_7_7","dip|1|2",FALSE,67,"ACT2.1","Female","A"
29192,"34172","TYPEMR|4|4","csp_7_8","dip|1|7",FALSE,75,"ACT2.1","Male","A"
29193,"34172","TYPEMR|1|2","csp_5_2","dip|1|6",FALSE,30,"ACT1.1","Female","A"
29195,"34172","TYPEMR|1|1","csp_7_2","dip|1|5",FALSE,77,"ACT2.1","Male","A"
29196,"34172","TYPEMR|4|1","csp_4_7","dip|1|4",FALSE,55,"ACT1.1","Female","E"
29197,"34172","TYPEMR|3|2","csp_8_5","dip|3",TRUE,15,"ACT2.2","Female","A"
29198,"34172","TYPEMR|4|1","csp_5_2","dip|1|2",FALSE,40,"ACT1.1","Male","A"
29201,"34172","TYPEMR|4|2","csp_3_8","dip|1|8",FALSE,55,"ACT1.1","Male","A"
29202,"34172","TYPEMR|3|2","csp_2_2","dip|1|6",FALSE,52,"ACT1.1","Female","A"
29204,"34172","TYPEMR|3|2","csp_4_3","dip|1|3",FALSE,49,"ACT1.2","Female","A"
29213,"34172","TYPEMR|4|1","csp_4_8","dip|1|5",FALSE,35,"ACT1.1","Male","A"
29214,"34172","TYPEMR|4|1","csp_5_4","dip|1|4",FALSE,54,"ACT1.1","Female","A"
29216,"34172","TYPEMR|3|2","csp_5_6","dip|1|3",FALSE,25,"ACT1.1","Female","A"
29218,"34172","TYPEMR|4|1","csp_8_4","dip|1|2",TRUE,20,"ACT2.2","Female","A"
29221,"34172","TYPEMR|1|2","csp_3_1","dip|1|8",FALSE,41,"ACT1.1","Female","A"
29223,"34172","TYPEMR|2|0","csp_8_4","dip|1|4",TRUE,22,"ACT2.2","Female","A"
29224,"34172","TYPEMR|4|4","csp_7_7","dip|1|6",FALSE,69,"ACT2.1","Male","E"
29226,"34172","TYPEMR|4|4","csp_7_1","dip|1|1",FALSE,74,"ACT2.1","Male","E"
29228,"34172","TYPEMR|4|4","csp_7_4","dip|1|3",FALSE,85,"ACT2.1","Male","A"
29229,"34172","TYPEMR|4|2","csp_8_4","dip|1|2",TRUE,20,"ACT2.2","Female","A"
29236,"34172","TYPEMR|4|2","csp_8_5","dip|3",TRUE,15,"ACT2.2","Male","A"
29240,"34172","TYPEMR|1|2","csp_5_6","dip|1|2",FALSE,26,"ACT1.2","Female","A"
29241,"34172","TYPEMR|3|2","csp_4_6","dip|1|6",FALSE,52,"ACT1.1","Female","A"
29242,"34172","TYPEMR|3|2","csp_8_4","dip|3",TRUE,19,"ACT2.2","Male","A"
29243,"34172","TYPEMR|4|4","csp_7_7","dip|2",FALSE,82,"ACT2.1","Female","A"
29245,"34172","TYPEMR|4|1","csp_8_4","dip|1|2",TRUE,19,"ACT2.2","Male","A"
29247,"34172","TYPEMR|4|3","csp_4_6","dip|1|6",FALSE,40,"ACT1.2","Male","A"
29248,"34172","TYPEMR|4|4","csp_8_4","dip|1|4",TRUE,21,"ACT2.2","Male","A"
29251,"34172","TYPEMR|4|2","csp_2_2","dip|1|4",FALSE,63,"ACT1.1","Male","A"
29252,"34172","TYPEMR|1|1","csp_6_3","dip|3",FALSE,62,"ACT1.2","Male","A"
29255,"34172","TYPEMR|3|2","csp_8_4","dip|1|7",TRUE,27,"ACT2.2","Female","A"
29256,"34172","TYPEMR|4|4","csp_7_7","dip|1|4",FALSE,69,"ACT2.1","Female","A"
29260,"34172","TYPEMR|1|2","csp_7_7","dip|1|1",FALSE,64,"ACT2.1","Female","A"
29263,"34172","TYPEMR|2|0","csp_7_5","dip|1|3",FALSE,67,"ACT2.1","Female","A"
29265,"34172","TYPEMR|4|1","csp_5_4","dip|1|6",FALSE,42,"ACT1.1","Female","A"
29266,"34172","TYPEMR|4|1","csp_3_3","dip|1|7",FALSE,60,"ACT1.1","Female","A"
29267,"34172","TYPEMR|4|1","csp_6_3","dip|1|5",FALSE,45,"ACT1.1","Male","E"
29268,"34172","TYPEMR|4|4","csp_8_5","dip|1|4",FALSE,30,"ACT2.5","Male","A"
29269,"34172","TYPEMR|4|2","csp_6_8","dip|1|3",FALSE,63,"ACT1.1","Male","A"
29272,"34172","TYPEMR|3|2","csp_6_2","dip|3",FALSE,53,"ACT1.2","Male","A"
29273,"34172","TYPEMR|1|1","csp_6_5","dip|1|5",FALSE,36,"ACT1.1","Male","A"
29278,"34172","TYPEMR|1|2","csp_7_7","dip|1|1",FALSE,87,"ACT2.1","Female","A"
29279,"34172","TYPEMR|4|2","csp_7_2","dip|1|2",FALSE,70,"ACT2.1","Female","A"
29280,"34172","TYPEMR|4|1","csp_6_2","dip|1|5",FALSE,43,"ACT1.1","Male","E"
29282,"34172","TYPEMR|4|4","csp_7_8","dip|3",FALSE,86,"ACT2.1","Male","A"
29283,"34172","TYPEMR|4|1","csp_4_6","dip|1|4",FALSE,52,"ACT1.1","Female","A"
29285,"34172","TYPEMR|4|2","csp_4_2","dip|1|5",FALSE,57,"ACT1.1","Male","A"
29286,"34172","TYPEMR|1|2","csp_4_6","dip|1|8",TRUE,27,"ACT1.1","Female","A"
29289,"34172","TYPEMR|2|0","csp_5_3","dip|1|2",FALSE,29,"ACT1.1","Female","A"
29293,"34172","TYPEMR|4|1","csp_2_2","dip|1|8",FALSE,36,"ACT1.1","Male","A"
29295,"34172","TYPEMR|4|1","csp_8_4","dip|1",TRUE,31,"ACT2.2","Female","A"
29296,"34172","TYPEMR|1|2","csp_5_6","dip|1|5",FALSE,60,"ACT1.1","Female","A"
29297,"34172","TYPEMR|4|2","csp_4_6","dip|1|7",FALSE,50,"ACT1.2","Female","A"
29298,"34172","TYPEMR|4|4","csp_7_7","dip|1|2",FALSE,81,"ACT2.1","Female","A"
29299,"34172","TYPEMR|4|2","csp_3_8","dip|3",FALSE,59,"ACT1.1","Male","A"
29300,"34172","TYPEMR|4|1","csp_3_7","dip|1|6",FALSE,42,"ACT1.1","Male","A"
